Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Lockheed martin corp.,LMT,"",39593795.0,14072031000.0,0.667275,0.7263,20,-225170.0,-0.565484,reduction,14.8550580,Q1 2001,INDUSTRIALS,13F,12/31/2021,43.38,467.66
Morgan stanley,MS,"",130520155.0,12811858000.0,0.60752,0.6573,21,2714510.0,2.123936,addition,7.2737007,Q1 2001,FINANCE,13F,12/31/2021,45.7825,84.76
Mastercard inc,MA,"",35528530.0,12766111000.0,0.60535,0.6251,22,1511927.0,4.444674,addition,3.6637569,Q2 2006,FINANCE,13F,12/31/2021,49.2228,357.82
Cisco systems  inc.,CSCO,"",186125154.0,11794751000.0,0.55929,0.519,23,5730165.0,3.176455,addition,4.4804436,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,23.6032,51.17
Raytheon technologies corp. (united technologies),RTX,"",136140794.0,11716277000.0,0.555569,0.6396,24,-4626587.0,-3.28669,reduction,9.1353206,Q1 2001,INDUSTRIALS,13F,12/31/2021,39.61,104.27
Walt disney co. (the),DIS,"",73140194.0,11328685000.0,0.53719,0.6432,25,1200863.0,1.669272,addition,4.0172939,Q1 2001,COMMUNICATIONS,13F,12/31/2021,62.2661,130.47
Salesforce.com inc.,CRM,"",44253857.0,11246233000.0,0.53328,0.6141,26,1417895.0,3.310058,addition,4.4700866,Q3 2004,INFORMATION TECHNOLOGY,13F,12/31/2021,112.6917,189.41
Adobe systems  inc.,ADBE,"",19551566.0,11086911000.0,0.525725,0.5754,27,643656.0,3.404163,addition,4.1392052,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,83.24,420.44
Broadcom ltd. (avago technologies),AVGO,"",16533258.0,11001395000.0,0.52167,0.4099,28,542398.0,3.391925,addition,4.0494785,Q4 2009,INFORMATION TECHNOLOGY,13F,12/31/2021,151.2983,573.85
Thermo fisher scientific  inc.,TMO,"",16223173.0,10828875000.0,0.513489,0.4741,29,529712.0,3.375368,addition,4.1471151,Q1 2001,HEALTH CARE,13F,12/31/2021,120.2141,568.9
Accenture plc,ACN,"",26117172.0,10826880000.0,0.513395,0.4278,30,817970.0,3.233185,addition,3.9426055,Q4 2002,INFORMATION TECHNOLOGY,13F,12/31/2021,88.2111,319.47
Abbvie inc,ABBV,"",79357705.0,10745033000.0,0.509514,0.4376,31,2597076.0,3.383344,addition,4.4929164,Q1 2013,HEALTH CARE,13F,12/31/2021,59.8462,162.31
Abbott laboratories,ABT,"",74322051.0,10460085000.0,0.496002,0.4522,32,1896462.0,2.618497,addition,4.2145052,Q1 2001,HEALTH CARE,13F,12/31/2021,40.1344,117.69
Costco co.,COST,"",18301225.0,10389605000.0,0.49266,0.3943,33,1697920.0,10.226398,addition,4.1291115,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,136.7325,590.39
Pepsico inc. (loft  inc.),PEP,"",58904562.0,10293622000.0,0.488108,0.4622,34,763595.0,1.313351,addition,4.2602565,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,74.4042,171.9
Coca cola co.,KO,"",170597908.0,10101102000.0,0.478979,0.4686,35,2984878.0,1.780815,addition,3.9353658,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,25.52,65.02
Netflix inc,NFLX,"",16477179.0,9926512000.0,0.470701,0.5219,36,299165.0,1.849207,addition,3.7295983,Q2 2002,COMMUNICATIONS,13F,12/31/2021,139.5105,341.13
Mcdonalds corp.,MCD,"",36973382.0,9911455000.0,0.469987,0.458,37,1033751.0,2.876354,addition,4.9723160,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,74.7603,250.51
Nike inc.,NKE,"",56598375.0,9433251000.0,0.447311,0.4201,38,1969270.0,3.6048,addition,3.5792414,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,27.6996,133.46
Lilly (eli) & co.,LLY,"",33929864.0,9372107000.0,0.444412,0.4044,39,813983.0,2.457984,addition,3.5627623,Q1 2001,HEALTH CARE,13F,12/31/2021,69.0814,301.86
Nextera energy inc.,NEE,"",99589729.0,9297697000.0,0.440883,0.4121,40,295951.0,0.298056,addition,5.0740024,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,63.5688,82.81
Merck & co,MRK,"",118668673.0,9174491000.0,0.435041,0.4626,41,3132078.0,2.710897,addition,4.6979931,Q1 2001,HEALTH CARE,13F,12/31/2021,52.8061,86.91
Intel corp.,INTC,"",177117083.0,9121530000.0,0.43253,0.4811,42,6279484.0,3.675704,addition,4.3496337,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,30.5308,45.67
Qualcomm inc.,QCOM,"",49174315.0,8992507000.0,0.426412,0.3246,43,1553359.0,3.261923,addition,4.3707335,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,52.2023,136.91
Comcast corp.  class a,CMCSA,"",178004947.0,8958989000.0,0.424822,0.5138,44,4198673.0,2.41572,addition,3.9348667,Q4 2002,COMMUNICATIONS,13F,12/31/2021,12.8358,47.58
Verizon communications (bell atlantic corp.),VZ,"",170483451.0,8858320000.0,0.420049,0.4744,45,4312242.0,2.59506,addition,4.0612342,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,44.367,53.83
Walmart inc,WMT,"",60740535.0,8823493000.0,0.418397,0.4714,46,-3247107.0,-5.074585,reduction,2.1897331,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,65.25,157.08
Paypal holdings inc,PYPL,"",46489371.0,8766966000.0,0.415717,0.6221,47,1257110.0,2.779233,addition,3.9904871,Q3 2015,COMMUNICATIONS,13F,12/31/2021,50.342,102.31
Danaher corp.,DHR,"",26209590.0,8628651000.0,0.409158,0.4099,48,752420.0,2.955631,addition,3.6638702,Q4 2019,HEALTH CARE,13F,12/31/2021,183.8892,276.98
Wells fargo & co.  (northwest bancorporation),WFC,"",177970133.0,8539007000.0,0.404907,0.4354,49,457547.0,0.257755,addition,4.6814674,Q1 2001,FINANCE,13F,12/31/2021,31.0137,46.35
Caterpillar inc.,CAT,"",40833234.0,8441863000.0,0.400301,0.4137,50,55641.0,0.13645,addition,7.6197321,Q1 2001,INDUSTRIALS,13F,12/31/2021,47.2476,227.81
Target corp.,TGT,"",35922818.0,8313977000.0,0.394237,0.432,51,191484.0,0.535899,addition,7.7684719,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,78.9373,237.2
Goldman sachs group inc,GS,"",21484443.0,8218874000.0,0.389727,0.4173,52,600643.0,2.876119,addition,6.3577551,Q1 2001,FINANCE,13F,12/31/2021,164.3458,321.64
Lowes companies  inc.,LOW,"",30861324.0,7977035000.0,0.378259,0.3277,53,296707.0,0.970753,addition,4.6649228,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,34.0586,201.28
Prologis  inc.,PLD,"",46855443.0,7888582000.0,0.374065,0.2885,54,3343792.0,7.68482,addition,6.3318166,Q1 2001,REAL ESTATE,13F,12/31/2021,64.3249,162.7
At&t inc. (southwestern bell - sbc corp.),T,"",419990161.61,7803443000.0,0.370028,0.4364,55,15219361.46,3.759995,addition,4.4409614,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,33.2931,19.54
Texas instruments  inc.,TXN,"",40229601.0,7582073000.0,0.359531,0.3971,56,1146109.0,2.932463,addition,4.3591483,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,49.5828,173.66
Intuit  inc.,INTU,"",11529236.0,7415835000.0,0.351648,0.3102,57,652399.0,5.998058,addition,4.0766363,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,116.3896,465.11
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",34183595.0,7127621000.0,0.337981,0.3839,58,-35123.0,-0.102643,reduction,4.9867990,Q1 2001,INDUSTRIALS,13F,12/31/2021,77.06,195.19
Linde plc (praxair inc.),LIN,"",20502349.0,7102629000.0,0.336796,0.3154,59,159464.0,0.783881,addition,4.0000312,Q1 2001,MATERIALS,13F,12/31/2021,118.6852,318.52
International business machines corp.,IBM,"",53048681.0,7090487000.0,0.336221,0.3772,60,1687122.0,3.284795,addition,5.8988204,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,109.2905,126.56
Union pacific corp.,UNP,"",27442731.0,6913647000.0,0.327835,0.2832,61,108959.0,0.398624,addition,4.3088045,Q1 2001,TRANSPORTS,13F,12/31/2021,70.6128,246.21
Advanced micro devices inc,AMD,"",47680903.0,6861282000.0,0.325352,0.2458,62,2487113.0,5.503218,addition,3.9757164,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,26.8704,93.06
Amgen  inc.,AMGN,"",30147007.0,6782172000.0,0.321601,0.3332,63,505306.0,1.704713,addition,5.3521804,Q1 2001,HEALTH CARE,13F,12/31/2021,114.1885,254.02
United parcel service  inc. class b,UPS,"",29613438.0,6347344000.0,0.300982,0.2811,64,403504.0,1.381393,addition,4.0380043,Q1 2001,TRANSPORTS,13F,12/31/2021,83.675,188.02
Applied materials inc.,AMAT,"",39984883.0,6292021000.0,0.298358,0.2708,65,183501.0,0.461042,addition,4.5262764,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,24.4826,113.36
Medtronic plc,MDT,"",57974329.0,6033399000.0,0.286095,0.3754,66,1591381.0,2.822451,addition,4.3214786,Q1 2001,HEALTH CARE,13F,12/31/2021,63.9353,109.02
Blackrock inc. class a,BLK,"",6539029.0,5986873000.0,0.283889,0.2813,67,192641.0,3.035443,addition,4.3007930,Q1 2001,FINANCE,13F,12/31/2021,348.8424,688.17
Oracle corp,ORCL,"",68648158.0,5986806000.0,0.283886,0.3202,68,-877559.0,-1.262208,reduction,2.5728680,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,23.5,79.45
Bristol-myers squibb co,BMY,"",94645972.0,5901176000.0,0.279825,0.2921,69,2020678.0,2.181562,addition,4.3421304,Q1 2001,HEALTH CARE,13F,12/31/2021,49.5786,77.51
Cvs health corp. (melville shoe),CVS,"",56810314.0,5860552000.0,0.277899,0.2478,70,1560168.0,2.823826,addition,4.3283705,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,50.6916,103.68
Charles schwab corp,SCHW,"",69667441.0,5859032000.0,0.277827,0.2516,71,4305161.0,6.586614,addition,3.8392287,Q1 2001,FINANCE,13F,12/31/2021,36.4111,82.75
American tower corp.  class a,AMT,"",19702540.0,5789646000.0,0.274537,0.2643,72,953582.0,5.086053,addition,4.3218242,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,106.9473,255.54
Northrop grumman corp.,NOC,"",14857478.0,5750884000.0,0.272698,0.2875,73,-245177.0,-1.623403,reduction,9.5178052,Q1 2001,INDUSTRIALS,13F,12/31/2021,49.92,467.2
Starbucks corp.,SBUX,"",48495841.0,5672559000.0,0.268984,0.2731,74,1649721.0,3.521574,addition,4.2159298,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,19.2706,79.5
American express co,AXP,"",34277797.0,5607848000.0,0.265916,0.3007,75,320288.0,0.943202,addition,4.5263831,Q1 2001,FINANCE,13F,12/31/2021,56.2327,181.16
Citigroup  inc.,C,"",92061999.0,5559624000.0,0.263629,0.3375,76,1082829.0,1.190194,addition,4.6474961,Q1 2001,FINANCE,13F,12/31/2021,5169.0866,50.93
3m co. (minnesota mining & manufacturing),MMM,"",30979936.0,5502966000.0,0.260943,0.2831,77,450546.0,1.475778,addition,5.4429840,Q1 2001,INDUSTRIALS,13F,12/31/2021,62.164,147.38
Philip morris international inc,PM,"",56505116.0,5437859000.0,0.257855,0.2767,78,1992512.0,3.65514,addition,3.6458964,Q2 2008,CONSUMER STAPLES,13F,12/31/2021,62.3822,101.77
Boeing company,BA,"",26605010.0,5356121000.0,0.253979,0.3092,79,5246.0,0.019722,addition,4.5063843,Q1 2001,INDUSTRIALS,13F,12/31/2021,91.8016,181.94
Intuitive surgical inc,ISRG,"",14834746.0,5330124000.0,0.252747,0.2519,80,451729.0,3.140711,addition,4.1299998,Q2 2001,HEALTH CARE,13F,12/31/2021,334.5345,279.7
S&p global inc. (mcgraw-hill inc.),SPGI,"",11274079.0,5320576000.0,0.252294,0.2446,81,381402.0,3.501453,addition,3.2487626,Q1 2001,COMMUNICATIONS,13F,12/31/2021,82.0418,387.59
Servicenow inc,NOW,"",7870165.0,5108603000.0,0.242242,0.2509,82,241296.0,3.162933,addition,3.9350825,Q4 2012,INFORMATION TECHNOLOGY,13F,12/31/2021,208.7968,507.33
Anthem inc,ANTM,"",10732795.0,4975080000.0,0.235911,0.2083,83,162857.0,1.540756,addition,4.2377828,Q4 2001,HEALTH CARE,13F,12/31/2021,90.3795,516.72
Zoetis  inc.,ZTS,"",19994627.0,4879289000.0,0.231369,0.1997,84,529974.0,2.722751,addition,4.2364138,Q1 2013,HEALTH CARE,13F,12/31/2021,52.8163,187.3
Conocophillips (phillips petroleum),COP,"",67255039.0,4867800000.0,0.230824,0.2433,85,-655549.0,-0.965312,reduction,5.1753479,Q1 2001,ENERGY,13F,12/31/2021,44.05,101.37
Automatic data processing inc,ADP,"",18427297.0,4562432000.0,0.216344,0.1918,86,357520.0,1.978552,addition,4.3869789,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,63.3454,229.2
Micron technology  inc.,MU,"",47336782.0,4414090000.0,0.20931,0.1737,87,1104114.0,2.388168,addition,4.2273397,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,23.6595,70.13
Lam research corp.,LRCX,"",5958050.0,4293537000.0,0.203593,0.1766,88,103296.0,1.76431,addition,4.2709992,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,65.2665,456.16
Mondelez international inc. (kraft foods),MDLZ,"",63975249.0,4264301000.0,0.202207,0.1965,89,456083.0,0.718024,addition,4.5861310,Q3 2001,CONSUMER STAPLES,13F,12/31/2021,29.5142,63.72
Chubb limited,CB,"",21931069.0,4256923000.0,0.201857,0.2027,90,-72856.0,-0.331105,reduction,5.1453693,Q1 2001,FINANCE,13F,12/31/2021,93.28,210.52
Colgate-palmolive co.,CL,"",49282107.0,4205735000.0,0.19943,0.1939,91,753469.0,1.552628,addition,5.8627754,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,26.7792,80.94
Equinix inc,EQIX,"",4946856.0,4184249000.0,0.198411,0.1885,92,433155.0,9.596449,addition,5.4528211,Q2 2004,INFORMATION TECHNOLOGY,13F,12/31/2021,456.9679,735.24
Marsh & mclennan companies  inc.,MMC,"",24011909.0,4173750000.0,0.197913,0.1853,93,860365.0,3.716232,addition,4.7759647,Q1 2001,FINANCE,13F,12/31/2021,52.6818,169.76
Gilead sciences inc.,GILD,"",57369269.0,4165583000.0,0.197526,0.2037,94,2187144.0,3.963501,addition,4.5753151,Q1 2001,HEALTH CARE,13F,12/31/2021,29.566,61.82
Duke energy corp.,DUK,"",39365840.0,4129477000.0,0.195814,0.2014,95,321440.0,0.823268,addition,5.1131143,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,210.8676,114.85
General electric co,GE,"",43496942.0,4112580000.0,0.195013,0.2357,96,255566.0,0.591022,addition,3.9567066,Q1 2001,INDUSTRIALS,13F,12/31/2021,33.391,90.83
Crown castle international corp,CCI,"",19664166.0,4104698000.0,0.194639,0.1719,97,896553.0,4.777129,addition,4.5496305,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,86.5378,192.68
Deere & co.,DE,"",11613684.0,3994236000.0,0.189401,0.2045,98,102269.0,0.888414,addition,3.7856184,Q1 2001,INDUSTRIALS,13F,12/31/2021,75.892,436.75
Booking holdings inc. (priceline),BKNG,"",1662583.0,3988919000.0,0.189149,0.2011,99,59847.0,3.734052,addition,4.0488112,Q3 2003,CONSUMER DISCRETIONARY,13F,12/31/2021,742.4066,2227.29
Public storage  inc.,PSA,"",10581880.0,3963549000.0,0.187946,0.1566,100,608871.0,6.105189,addition,6.0344877,Q1 2001,REAL ESTATE,13F,12/31/2021,164.4949,408.5
Pnc financial services group  inc. (the) (provident national trust co.),PNC,"",19704923.0,3951231000.0,0.187362,0.1982,101,536564.0,2.799217,addition,4.7089729,Q1 2001,FINANCE,13F,12/31/2021,78.165,175.0
Cme group inc,CME,"",16862546.0,3906238000.0,0.185228,0.1685,102,377321.0,2.288843,addition,4.6916063,Q1 2003,FINANCE,13F,12/31/2021,95.9333,237.66
Sherwin-williams co.,SHW,"",11031115.0,3884717000.0,0.184208,0.1611,103,135716.0,1.245627,addition,4.2338188,Q1 2001,MATERIALS,13F,12/31/2021,225.4681,252.9
Charter communications inc,CHTR,"",5922241.0,3861123000.0,0.183089,0.2213,104,168261.0,2.924254,addition,3.0926722,Q4 2010,COMMUNICATIONS,13F,12/31/2021,259.2443,555.32
Analog devices inc,ADI,"",21482120.0,3775912000.0,0.179048,0.1851,105,569252.0,2.722018,addition,4.1050065,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,100.9272,156.5
Moderna inc,MRNA,"",14863370.0,3774999000.0,0.179005,0.2839,106,905789.0,6.489584,addition,3.6879961,Q1 2019,HEALTH CARE,13F,12/31/2021,218.7935,165.49
Stryker corp.,SYK,"",13911036.0,3729638000.0,0.176854,0.1887,107,402204.0,2.977341,addition,3.6830907,Q1 2001,HEALTH CARE,13F,12/31/2021,87.0891,261.7
Truist financial corp,TFC,"",63687255.0,3728889000.0,0.176818,0.1922,108,1687751.0,2.722201,addition,4.7921426,Q1 2001,FINANCE,13F,12/31/2021,45.1839,52.14
Tjx companies inc.,TJX,"",49000588.0,3720125000.0,0.176403,0.1637,109,2057821.0,4.383681,addition,4.1077605,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,24.1782,62.71
Estee lauder companies inc.,EL,"",9761898.0,3613855000.0,0.171364,0.1506,110,261654.0,2.754182,addition,4.2000298,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,63.9448,263.87
Southern co.,SO,"",52509811.0,3601123000.0,0.17076,0.1706,111,432976.0,0.831418,addition,4.9526971,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,41.1481,75.99
U.s. bancorp (first national bank of cincinnati),USB,"",63110227.0,3573671000.0,0.169458,0.194,112,1841651.0,3.005866,addition,4.2497365,Q1 2001,FINANCE,13F,12/31/2021,33.0257,52.71
Csx corp,CSX,"",94594242.0,3556743000.0,0.168656,0.147,113,1095588.0,1.171769,addition,4.3420132,Q1 2001,TRANSPORTS,13F,12/31/2021,25.3733,35.06
Intercontinental exchange inc,ICE,"",25791770.0,3527540000.0,0.167271,0.1515,114,819503.0,3.281652,addition,4.5904893,Q4 2005,FINANCE,13F,12/31/2021,55.4777,124.53
General motors co,GM,"",59828001.0,3507716000.0,0.166331,0.1621,115,1636288.0,2.811892,addition,4.1174895,Q4 2010,CONSUMER DISCRETIONARY,13F,12/31/2021,36.4147,40.13
Edwards lifesciences corp.,EW,"",26920713.0,3487578000.0,0.165376,0.1554,116,948638.0,3.652531,addition,4.3328492,Q1 2001,HEALTH CARE,13F,12/31/2021,55.6396,120.02
Ford motor co.,F,"",167772396.0,3484633000.0,0.165236,0.1228,117,3739938.0,2.279999,addition,4.2653325,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,12.4693,15.48
Altria group  inc. (philip morris),MO,"",71762274.0,3465063000.0,0.164308,0.1703,118,2371300.0,3.417303,addition,3.9489330,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,27.5674,54.98
Exelon corp,EXC,"",83737364.76,3449836000.0,0.163586,0.1504,119,1207841.23,1.463526,addition,6.0937482,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,37.3759,49.03
Cigna holding co,CI,"",14982346.0,3440396000.0,0.163139,0.1568,120,162686.0,1.097771,addition,4.7058542,Q1 2001,FINANCE,13F,12/31/2021,111.7936,259.21
Simon property group  inc.,SPG,"",21332871.0,3408353000.0,0.161619,0.1364,121,1478289.0,7.445581,addition,6.4922833,Q1 2001,REAL ESTATE,13F,12/31/2021,126.1158,127.88
Dominion energy inc,D,"",42683815.0,3353241000.0,0.159006,0.1628,122,493101.0,1.168743,addition,5.2794662,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,58.9789,87.4
Air products & chemicals inc,APD,"",10840521.0,3314420000.0,0.157165,0.147,123,44161.0,0.409036,addition,4.8893419,Q1 2001,MATERIALS,13F,12/31/2021,109.5066,246.84
Waste management  inc.,WM,"",19458664.0,3247651000.0,0.153999,0.1544,124,-99408.0,-0.508271,reduction,4.6935088,Q1 2001,INDUSTRIALS,13F,12/31/2021,39.16,159.16
Illinois tool works inc,ITW,"",13032994.0,3232221000.0,0.153267,0.1409,125,210839.0,1.644334,addition,4.1648680,Q1 2001,INDUSTRIALS,13F,12/31/2021,60.3656,196.27
Eog resources inc,EOG,"",36245826.0,3219717000.0,0.152674,0.1508,126,709647.0,1.99697,addition,6.1917456,Q1 2001,ENERGY,13F,12/31/2021,71.3295,122.94
Becton  dickinson and co.,BDX,"",13022835.13,3195105000.0,0.151507,0.1588,127,492701.1,3.93213,addition,4.4615504,Q1 2001,HEALTH CARE,13F,12/31/2021,117.6704,271.68
Digital realty trust  inc.,DLR,"",17720869.0,3154473000.0,0.14958,0.1258,128,1248863.0,7.58173,addition,6.2444159,Q4 2004,REAL ESTATE,13F,12/31/2021,111.8125,145.02
T-mobile us inc,TMUS,"",26614179.0,3086712000.0,0.146367,0.1784,129,195324.0,0.739336,addition,2.1303444,Q2 2013,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,82.17,132.96
Norfolk southern corp.,NSC,"",10356955.0,3083369000.0,0.146209,0.1301,130,67178.0,0.652862,addition,4.3194034,Q1 2001,TRANSPORTS,13F,12/31/2021,65.1582,263.06
Regeneron pharmaceuticals inc.,REGN,"",4799822.0,3031184000.0,0.143734,0.1484,131,159817.0,3.444328,addition,4.5401381,Q1 2001,HEALTH CARE,13F,12/31/2021,294.4305,733.02
Aon plc,AON,"",10037405.0,3016842000.0,0.143054,0.1501,132,98794.0,0.994042,addition,4.5555736,Q1 2001,FINANCE,13F,12/31/2021,74.7942,328.26
Realty income corp.,O,"",41784931.0,3001512000.0,0.142327,0.0996,133,11896879.72,39.804802,addition,7.0663756,Q1 2001,REAL ESTATE,13F,12/31/2021,59.0795,72.61
Fidelity national information services inc,FIS,"",27021279.0,2949373000.0,0.139855,0.1671,134,1039748.0,4.001873,addition,4.4326921,Q3 2001,FINANCE,13F,12/31/2021,92.3907,102.45
Capital one financial corp,COF,"",20031163.0,2906321000.0,0.137813,0.1723,135,-100601.0,-0.499713,reduction,4.8662958,Q4 2001,FINANCE,13F,12/31/2021,63.14,132.59
Moodys corp,MCO,"",7416456.0,2896719000.0,0.137358,0.135,136,222009.0,3.085838,addition,4.0007378,Q1 2001,FINANCE,13F,12/31/2021,77.1907,328.4
Eaton corp. (torbenson axle co. - eaton axle & spring),ETN,"",16615642.0,2871515000.0,0.136163,0.1302,137,115947.0,0.702722,addition,4.1583817,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,50.3208,139.91
Progressive corp.,PGR,"",27182740.0,2790308000.0,0.132312,0.1271,138,572891.0,2.152928,addition,4.6478256,Q1 2001,FINANCE,13F,12/31/2021,32.1283,112.11
Freeport-mcmoran copper & gold  inc,FCX,"",66639592.0,2780870000.0,0.131865,0.1135,139,611927.0,0.926774,addition,4.5807300,Q1 2001,MATERIALS,13F,12/31/2021,18.2674,49.19
