Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Vanguard short-term corporate bond etf,VCSH,"",69073676.0,5612927000.0,0.545136,0.5165,28,8337555.0,13.727507,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,81.1633,77.44
Visa inc,V,"",25697527.0,5568911000.0,0.540861,0.6008,29,-441757.0,-1.690012,reduction,1.5495152,Q2 2008,FINANCE,13F,12/31/2021,98.4,212.79
Health care select sector spdr,XLV,"",38949697.0,5487624000.0,0.532966,0.486,30,1956255.0,5.288113,addition,No Data,Q4 2008,HEALTH CARE,13F,12/31/2021,83.837,138.64
Cisco systems  inc.,CSCO,"",86315139.0,5469790000.0,0.531234,0.4939,31,-1616154.0,-1.837974,reduction,2.0777961,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,32.47,51.17
Meta platforms  inc.,FB,"",15585734.0,5242263000.0,0.509136,0.5786,32,-934311.0,-5.65562,reduction,0.6749759,Q2 2012,COMMUNICATIONS,13F,12/31/2021,155.85,210.18
Broadcom ltd. (avago technologies),AVGO,"",7863152.0,5232218000.0,0.508161,0.4331,33,-791652.0,-9.146966,reduction,1.9259159,Q3 2009,INFORMATION TECHNOLOGY,13F,12/31/2021,254.37,573.85
Unitedhealth group inc.,UNH,"",10357274.0,5200801000.0,0.505109,0.4071,34,261619.0,2.591402,addition,1.1007847,Q1 2001,HEALTH CARE,13F,12/31/2021,212.8565,534.82
Invesco qqq trust  series 1,QQQ,CALL,12963300.0,5157448000.0,0.500899,0.4085,35,1903800.0,17.21416,addition,No Data,Q4 2016,FINANCE,13F,12/31/2021,,338.43
Consumer discretionary select sector spdr,XLY,"",24767310.0,5063429000.0,0.491768,0.4773,36,-1007005.0,-3.90701,reduction,No Data,Q4 2008,FINANCE,13F,12/31/2021,92.65,178.4
Johnson & johnson co.,JNJ,"",28968083.0,4955571000.0,0.481292,0.5197,37,-2213097.0,-7.097541,reduction,1.1017546,Q1 2001,HEALTH CARE,13F,12/31/2021,103.34,179.9
Ishares russell mid-cap etf,IWR,"",57826779.0,4800201000.0,0.466202,0.4388,38,3460482.0,6.365124,addition,No Data,Q4 2008,FINANCE,13F,12/31/2021,49.2489,76.63
Blackrock inc. class a,BLK,"",5225461.0,4784222000.0,0.464651,0.4848,39,-376863.0,-6.726905,reduction,3.4368446,Q4 2004,FINANCE,13F,12/31/2021,373.65,688.17
Procter & gamble co. (oh) (1905),PG,"",27694434.0,4530256000.0,0.439985,0.3926,40,479903.0,1.763407,addition,1.1444228,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,86.116,158.57
Texas instruments  inc.,TXN,"",23435297.0,4416850000.0,0.428971,0.4678,41,-149156.0,-0.632434,reduction,2.5393723,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,88.19,173.66
Vanguard dividend appreciation index fund-etf shares,VIG,"",25294029.0,4344249000.0,0.42192,0.3433,42,3632646.0,16.770148,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,101.3724,159.83
Costco co.,COST,"",7591123.0,4309481000.0,0.418543,0.348,43,85297.0,1.136411,addition,1.7127046,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,178.1173,590.39
Communication services select sector spdr fund,XLC,"",55291713.0,4295060000.0,0.417142,0.4721,44,-1820929.0,-3.188312,reduction,No Data,Q2 2018,FINANCE,13F,12/31/2021,48.31,66.48
Danaher corp.,DHR,"",12929659.0,4253987000.0,0.413153,0.4059,45,8684.0,0.067209,addition,1.8074526,Q4 2019,HEALTH CARE,13F,12/31/2021,197.3885,276.98
Chevron corp. (standard oil of california),CVX,"",35480772.0,4163669000.0,0.404382,0.3548,46,1593760.0,4.703159,addition,1.8218126,Q1 2001,ENERGY,13F,12/31/2021,93.5207,171.59
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",19843957.0,4137665000.0,0.401856,0.4541,47,-887133.0,-4.27924,reduction,2.8948923,Q1 2001,INDUSTRIALS,13F,12/31/2021,118.62,195.19
Walt disney co. (the),DIS,"",26458738.0,4098194000.0,0.398023,0.4538,48,462025.0,1.777244,addition,1.4532710,Q1 2001,COMMUNICATIONS,13F,12/31/2021,104.4269,130.47
Nextera energy inc.,NEE,"",43705436.0,4080340000.0,0.396289,0.3654,49,-1389970.0,-3.082287,reduction,2.2267506,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,32.62,82.81
Ishares iboxx usd investment grade corporate bond etf,LQD,"",30697350.0,4068013000.0,0.395091,0.3986,50,1660365.0,5.718104,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,121.2353,115.38
Btc ishares core s&p u.s.value etf,IUSV,"",53127974.0,4055790000.0,0.393904,0.3548,51,4618120.0,9.519963,addition,No Data,Q4 2008,FINANCE,13F,12/31/2021,57.5124,75.75
Thermo fisher scientific  inc.,TMO,"",5778901.0,3855912000.0,0.374492,0.3453,52,-78424.0,-1.338905,reduction,1.4772553,Q1 2001,HEALTH CARE,13F,12/31/2021,147.06,568.9
Vanguard ftse emerging markets etf,VWO,"",76809780.0,3799012000.0,0.368966,0.3588,53,7282575.0,10.474425,addition,No Data,Q3 2006,FINANCE,13F,12/31/2021,44.6444,45.45
Pepsico inc. (loft  inc.),PEP,"",21396472.0,3716782000.0,0.360979,0.3535,54,-1381806.0,-6.066332,reduction,1.5474940,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,85.42,171.9
Vanguard mid-cap index fund-etf shares,VO,"",14231613.0,3625788000.0,0.352142,0.3281,55,803958.0,5.98733,addition,No Data,Q1 2007,FINANCE,13F,12/31/2021,139.2562,232.91
United parcel service  inc. class b,UPS,"",16699503.0,3579372000.0,0.347634,0.311,56,149607.0,0.903975,addition,2.2770968,Q1 2001,TRANSPORTS,13F,12/31/2021,103.165,188.02
Abbott laboratories,ABT,"",25093645.0,3531680000.0,0.343002,0.3088,57,-235644.0,-0.930322,reduction,1.4229599,Q1 2001,HEALTH CARE,13F,12/31/2021,59.91,117.69
Ishares core s&p small-cap etf,IJR,"",30323411.0,3472334000.0,0.337238,0.3227,58,1681411.0,5.870439,addition,No Data,Q4 2008,FINANCE,13F,12/31/2021,71.5707,105.15
Apple inc,AAPL,PUT,19306900.0,3428327000.0,0.332964,0.2407,59,2823800.0,17.131486,addition,N/A,Q2 2006,INFORMATION TECHNOLOGY,13F,12/31/2021,,165.29
Btc ishares core s&p u.s.growth etf,IUSG,"",29457244.0,3406435000.0,0.330838,0.3254,60,-1336211.0,-4.339269,reduction,No Data,Q3 2009,FINANCE,13F,12/31/2021,60.42,99.33
Pfizer  inc.,PFE,"",57448235.0,3392318000.0,0.329467,0.2549,61,16760.0,0.029183,addition,1.0171836,Q1 2001,HEALTH CARE,13F,12/31/2021,30.0085,53.12
Walmart inc,WMT,"",23182751.0,3354311000.0,0.325776,0.3228,62,740904.0,3.301439,addition,0.8357522,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,87.6918,157.08
Ishares core s&p mid-cap etf,IJH,"",11656069.0,3299600000.0,0.320462,0.3106,63,214955.0,1.878794,addition,No Data,Q4 2008,FINANCE,13F,12/31/2021,150.3733,261.94
Financial select sector spdr,XLF,"",84297722.0,3291827000.0,0.319707,0.3188,64,1971257.0,2.394439,addition,No Data,Q2 2004,FINANCE,13F,12/31/2021,25.3188,36.89
Lowes companies  inc.,LOW,"",12401938.0,3205652000.0,0.311338,0.2712,65,-554541.0,-4.280029,reduction,1.8746468,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,73.65,201.28
Spdr s&p 500 etf trust,SPY,CALL,6605400.0,3137300000.0,0.304699,0.2336,66,1329500.0,25.199492,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,,437.79
Zoetis  inc.,ZTS,"",12711759.0,3102051000.0,0.301276,0.2583,67,-181851.0,-1.410396,reduction,2.6933372,Q1 2013,HEALTH CARE,13F,12/31/2021,83.79,187.3
Comcast corp.  class a,CMCSA,"",61512281.0,3095913000.0,0.30068,0.3896,68,-5987292.0,-8.870118,reduction,1.3597522,Q4 2002,COMMUNICATIONS,13F,12/31/2021,30.76,47.58
Exxonmobil corp. (standard oil of new jersey),XOM,"",50269333.0,3075981000.0,0.298744,0.2861,69,3131936.0,6.64427,addition,1.1873919,Q1 2001,ENERGY,13F,12/31/2021,66.5442,87.83
Mcdonalds corp.,MCD,"",11459533.0,3071956000.0,0.298353,0.2869,70,-70011.0,-0.607231,reduction,1.5411200,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,105.87,250.51
Vanguard total stock market index fund-etf shares,VTI,"",12607568.0,3043971000.0,0.295635,0.2768,71,529040.0,4.380004,addition,No Data,Q3 2003,FINANCE,13F,12/31/2021,132.3961,220.67
Union pacific corp.,UNP,"",12039341.0,3033072000.0,0.294576,0.2483,72,-238401.0,-1.941733,reduction,1.8903063,Q1 2001,TRANSPORTS,13F,12/31/2021,116.01,246.21
Salesforce.com inc.,CRM,"",11884051.0,3020094000.0,0.293316,0.3339,73,-45060.0,-0.377731,reduction,1.2004092,Q3 2005,INFORMATION TECHNOLOGY,13F,12/31/2021,105.61,189.41
Ishares core u.s. aggregate bond etf,AGG,"",26231963.0,2992542000.0,0.29064,0.3083,74,216438.0,0.831957,addition,No Data,Q4 2008,FINANCE,13F,12/31/2021,110.6882,103.97
Target corp.,TGT,"",12620169.0,2920812000.0,0.283674,0.2717,75,1111923.0,9.661968,addition,2.7291686,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,83.3668,237.2
Ishares russell 2000 etf,IWM,PUT,13054000.0,2903862000.0,0.282027,0.4321,76,-6088500.0,-31.80619,reduction,No Data,Q4 2009,FINANCE,13F,12/31/2021,,198.96
Verizon communications (bell atlantic corp.),VZ,"",55179499.0,2867126000.0,0.278459,0.3202,77,-2266410.0,-3.945294,reduction,1.3144787,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,48.71,53.83
Marvell technology group ltd,MRVL,"",32263876.0,2822766000.0,0.274151,0.1832,78,2831562.0,9.620589,addition,3.8055999,Q1 2004,INFORMATION TECHNOLOGY,13F,12/31/2021,50.6174,60.97
Vanguard mortgage-backed securities etf,VMBS,"",53108922.0,2806275000.0,0.27255,0.2721,79,3622676.0,7.320571,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,53.0729,48.67
Adobe systems  inc.,ADBE,"",4897812.0,2777354000.0,0.269741,0.2971,80,-103061.0,-2.06086,reduction,1.0369015,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,140.48,420.44
Truist financial corp,TFC,"",47279159.0,2768196000.0,0.268851,0.2848,81,226170.0,0.480671,addition,3.5575167,Q1 2001,FINANCE,13F,12/31/2021,49.7921,52.14
Citigroup  inc.,C,"",45729994.0,2761635000.0,0.268214,0.4164,82,-11763209.0,-20.460173,reduction,2.3085526,Q1 2001,FINANCE,13F,12/31/2021,75.28,50.93
Abbvie inc,ABBV,"",20394772.0,2761452000.0,0.268196,0.2239,83,277399.0,1.378903,addition,1.1546706,Q1 2013,HEALTH CARE,13F,12/31/2021,75.8314,162.31
Berkshire hathaway inc class b,BRK.B,"",9213917.0,2754960000.0,0.267566,0.2809,84,-760416.0,-7.623728,reduction,0.7155697,Q1 2001,FINANCE,13F,12/31/2021,159.48,344.33
Ishares msci eafe etf,EFA,"",34926994.0,2748056000.0,0.266895,0.2879,85,-830679.0,-2.323079,reduction,No Data,Q4 2008,FINANCE,13F,12/31/2021,66.16,72.02
Vanguard small-cap value index fund-etf shares,VBR,"",15260896.0,2729411000.0,0.265084,0.2363,86,1734310.0,12.821491,addition,No Data,Q2 2009,FINANCE,13F,12/31/2021,140.914,173.58
Merck & co,MRK,"",35422716.0,2714797000.0,0.263665,0.2758,87,-159769.0,-0.44901,reduction,1.4023556,Q1 2001,HEALTH CARE,13F,12/31/2021,57.42,86.91
Technology select sector spdr etf,XLK,"",15126497.0,2630044000.0,0.255434,0.2219,88,728015.0,5.056193,addition,No Data,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,75.6559,146.64
Lilly (eli) & co.,LLY,"",9487491.0,2620633000.0,0.25452,0.2222,89,168911.0,1.812626,addition,0.9962219,Q1 2001,HEALTH CARE,13F,12/31/2021,110.6315,301.86
Qualcomm inc.,QCOM,"",14259689.0,2607670000.0,0.253261,0.2017,90,-892727.0,-5.891648,reduction,1.2674361,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,79.94,136.91
Ishares tips bond etf,TIP,"",19750773.0,2551799000.0,0.247834,0.253,91,548502.0,2.856443,addition,No Data,Q4 2008,FINANCE,13F,12/31/2021,116.7944,121.17
Medtronic plc,MDT,"",24557537.0,2540477000.0,0.246735,0.3205,92,-218837.0,-0.883249,reduction,1.8305494,Q1 2001,HEALTH CARE,13F,12/31/2021,86.14,109.02
The energy select sector spdr fund,XLE,"",43837809.0,2432998000.0,0.236296,0.2525,93,-3129150.0,-6.66245,reduction,No Data,Q4 2008,ENERGY,13F,12/31/2021,52.75,79.85
Accenture plc,ACN,"",5806274.0,2406991000.0,0.23377,0.2126,94,-632357.0,-9.821296,reduction,0.8765056,Q3 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,121.68,319.47
Crown castle international corp,CCI,"",11457815.0,2391702000.0,0.232286,0.1904,95,813901.0,7.646633,addition,2.6509553,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,115.4161,192.68
Eaton corp. (torbenson axle co. - eaton axle & spring),ETN,"",13475530.0,2328841000.0,0.22618,0.2133,96,-369964.0,-2.67209,reduction,3.3725087,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,92.87,139.91
Vanguard financials etf,VFH,"",23825476.0,2300827000.0,0.22346,0.2375,97,-1016312.0,-4.091139,reduction,No Data,Q4 2008,FINANCE,13F,12/31/2021,62.41,89.64
Ssga spdr gold shares,GLD,"",13102306.0,2239970000.0,0.217549,0.2263,98,-254419.0,-1.904801,reduction,No Data,Q1 2005,MATERIALS,13F,12/31/2021,143.03,184.04
Morgan stanley,MS,"",22735176.0,2231683000.0,0.216744,0.2319,99,-362177.0,-1.568045,reduction,1.2669987,Q1 2001,FINANCE,13F,12/31/2021,50.41,84.76
Vanguard total international bond etf,BNDX,"",39560596.0,2182162000.0,0.211935,0.241,100,-1443875.0,-3.521262,reduction,No Data,Q2 2013,FINANCE,13F,12/31/2021,56.08,51.35
Conocophillips (phillips petroleum),COP,"",29612400.0,2137423000.0,0.20759,0.2142,101,-1018174.0,-3.324045,reduction,2.2787062,Q1 2001,ENERGY,13F,12/31/2021,58.09,101.37
Prologis  inc.,PLD,"",12609237.0,2122890000.0,0.206178,0.1689,102,-437064.0,-3.350099,reduction,1.7039509,Q1 2003,REAL ESTATE,13F,12/31/2021,74.96,162.7
Charter communications inc,CHTR,PUT,3234400.0,2108732000.0,0.204803,0.0079,103,3129600.0,2986.259542,addition,N/A,Q2 2015,COMMUNICATIONS,13F,12/31/2021,,555.32
First trust cloud computing etf,SKYY,"",19801296.0,2065473000.0,0.200602,0.2227,104,-677477.0,-3.308191,reduction,No Data,Q3 2011,FINANCE,13F,12/31/2021,59.95,84.46
Industrial select sector spdr,XLI,"",19445830.0,2057563000.0,0.199834,0.24,105,-4322343.0,-18.185424,reduction,No Data,Q4 2004,INDUSTRIALS,13F,12/31/2021,68.16,99.94
First trust dow jones internet index fund-,FDN,"",9035202.0,2043130000.0,0.198432,0.214,106,243784.0,2.772977,addition,No Data,Q4 2009,COMMUNICATIONS,13F,12/31/2021,115.8481,175.75
Automatic data processing inc,ADP,"",7981269.0,1968021000.0,0.191137,0.1679,107,-159106.0,-1.954529,reduction,1.9000974,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,102.65,229.2
Amazon.com inc.,AMZN,PUT,570500.0,1902241000.0,0.184748,0.2064,108,-38500.0,-6.321839,reduction,N/A,Q4 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,,3034.13
Nike inc.,NKE,"",11387180.0,1897901000.0,0.184327,0.1554,109,1018127.0,9.818901,addition,0.7201172,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,82.1126,133.46
Air products & chemicals inc,APD,"",6232549.0,1896315000.0,0.184173,0.1756,110,-411768.0,-6.197296,reduction,2.8110330,Q1 2001,MATERIALS,13F,12/31/2021,189.51,246.84
Ishares national muni bond etf,MUB,"",16212932.0,1885239000.0,0.183097,0.1876,111,567169.0,3.625064,addition,No Data,Q4 2008,FINANCE,13F,12/31/2021,111.5804,107.81
Mastercard inc,MA,"",5213671.0,1873376000.0,0.181945,0.1871,112,-1009.0,-0.019349,reduction,0.5376418,Q2 2006,FINANCE,13F,12/31/2021,78.95,357.82
Starbucks corp.,SBUX,"",15972849.0,1868345000.0,0.181456,0.1802,113,143873.0,0.908922,addition,1.3885812,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,44.796,79.5
Coca cola co.,KO,"",31549453.0,1868044000.0,0.181427,0.1777,114,-1271557.0,-3.874217,reduction,0.7277852,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,39.9,65.02
Lockheed martin corp.,LMT,"",5233053.0,1859879000.0,0.180634,0.1732,115,368542.0,7.576137,addition,1.9633709,Q1 2001,INDUSTRIALS,13F,12/31/2021,237.7073,467.66
Paypal holdings inc,PYPL,"",9754080.0,1839424000.0,0.178648,0.2748,116,-480411.0,-4.694039,reduction,0.8372566,Q3 2015,COMMUNICATIONS,13F,12/31/2021,75.22,102.31
Deere & co.,DE,"",5361341.0,1838350000.0,0.178543,0.1933,117,-230539.0,-4.122746,reduction,1.7475929,Q1 2001,INDUSTRIALS,13F,12/31/2021,183.98,436.75
Raytheon technologies corp. (united technologies),RTX,"",21022925.0,1809233000.0,0.175715,0.191,118,-510557.0,-2.370991,reduction,1.4106805,Q1 2001,INDUSTRIALS,13F,12/31/2021,66.4,104.27
Btc ishares msci usa min vol factor etf,USMV,"",22171106.0,1793641000.0,0.174201,0.1736,119,-722532.0,-3.156038,reduction,No Data,Q4 2011,FINANCE,13F,12/31/2021,50.69,77.78
Cvs health corp. (melville shoe),CVS,"",17308556.0,1785549000.0,0.173415,0.1509,120,76208.0,0.442238,addition,1.3187366,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,66.1636,103.68
Ishares nasdaq biotechnology etf,IBB,"",11668854.0,1780900000.0,0.172964,0.1985,121,-230870.0,-1.940129,reduction,No Data,Q4 2008,HEALTH CARE,13F,12/31/2021,94.49,130.86
Btc ishares msci usa quality factor etf,QUAL,"",11718769.0,1705784000.0,0.165668,0.1579,122,103917.0,0.894691,addition,No Data,Q4 2013,FINANCE,13F,12/31/2021,91.1468,130.25
Bristol-myers squibb co,BMY,"",27247748.0,1698896000.0,0.164999,0.1804,123,-2302367.0,-7.791398,reduction,1.2500614,Q1 2001,HEALTH CARE,13F,12/31/2021,57.19,77.51
American tower corp.  class a,AMT,"",5785347.0,1692215000.0,0.16435,0.161,124,-92636.0,-1.575983,reduction,1.2690370,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,123.29,255.54
Tjx companies inc.,TJX,"",21988270.0,1669349000.0,0.16213,0.1457,125,596043.0,2.78626,addition,1.8432952,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,44.3302,62.71
Sherwin-williams co.,SHW,"",4692264.0,1652427000.0,0.160486,0.1349,126,19629.0,0.420084,addition,1.8009236,Q1 2001,MATERIALS,13F,12/31/2021,273.0822,252.9
Emerson electric co.,EMR,"",17549467.0,1631574000.0,0.158461,0.1664,127,432678.0,2.527799,addition,2.9499860,Q1 2001,INDUSTRIALS,13F,12/31/2021,62.2564,92.86
Vanguard small-cap growth index fund-etf shares,VBK,"",5724041.0,1612978000.0,0.156655,0.1607,128,166984.0,3.0049,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,158.0677,238.91
Ishares trust ishares esg aware msci usa etf,ESGU,"",14894622.0,1607130000.0,0.156087,0.1435,129,768351.0,5.439164,addition,No Data,Q2 2017,FINANCE,13F,12/31/2021,77.2188,97.84
Ishares 20+ year treasury bond etf,TLT,"",10751423.0,1593254000.0,0.154739,0.1624,130,-156167.0,-1.431728,reduction,No Data,Q4 2008,FINANCE,13F,12/31/2021,145.85,120.75
Pnc financial services group  inc. (the) (provident national trust co.),PNC,"",7849582.0,1573998000.0,0.152869,0.1618,131,-162511.0,-2.028321,reduction,1.8758494,Q1 2001,FINANCE,13F,12/31/2021,103.12,175.0
Tesla inc,TSLA,"",1484625.0,1568922000.0,0.152376,0.2273,132,-1356348.0,-47.742376,reduction,0.1478320,Q3 2010,CONSUMER DISCRETIONARY,13F,12/31/2021,602.76,985.0
Netflix inc,NFLX,"",2602039.0,1567571000.0,0.152245,0.1604,133,54728.0,2.148462,addition,0.5889698,Q1 2007,COMMUNICATIONS,13F,12/31/2021,333.8995,341.13
Applied materials inc.,AMAT,"",9736933.0,1532203000.0,0.14881,0.1291,134,16213.0,0.166788,addition,1.1022178,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,61.6097,113.36
Parker-hannifin corp.,PH,"",4792578.0,1524614000.0,0.148073,0.1391,135,-29511.0,-0.611996,reduction,3.7302820,Q1 2001,INDUSTRIALS,13F,12/31/2021,263.93,273.87
Anthem inc,ANTM,"",3229394.0,1496953000.0,0.145386,0.121,136,84082.0,2.673248,addition,1.2751078,Q4 2001,HEALTH CARE,13F,12/31/2021,229.1849,516.72
Invesco s&p 500 equal weight etf,RSP,"",9065444.0,1475402000.0,0.143293,0.1306,137,619262.0,7.331857,addition,No Data,Q4 2008,FINANCE,13F,12/31/2021,116.1562,155.53
Vanguard high dividend yield indx etf,VYM,"",13096301.0,1468226000.0,0.142596,0.0843,138,5193866.0,65.724881,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,97.96,112.36
Ishares s&p 500 growth etf,IVW,"",17532144.0,1466915000.0,0.142469,0.1355,139,-229771.0,-1.293616,reduction,No Data,Q4 2004,FINANCE,13F,12/31/2021,24.73,71.76
