Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Cisco systems  inc.,CSCO,"",36382234.0,2305543000.0,0.5253,0.4636,33,4088953.0,12.661931,addition,0.8758007,Q4 2004,INFORMATION TECHNOLOGY,13F,12/31/2021,39.8483,51.17
Berkshire hathaway inc class b,BRK.B,"",7689989.0,2299308000.0,0.5238,0.5516,34,28175.0,0.367733,addition,0.5972187,Q4 2004,FINANCE,13F,12/31/2021,177.7857,344.33
Tjx companies inc.,TJX,"",29915914.0,2271216000.0,0.5174,0.4599,35,3486286.0,13.190825,addition,2.5078763,Q4 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,51.5099,62.71
Blackstone group inc,BX,"",16264125.0,2104417000.0,0.4794,0.55,36,-1660250.0,-9.262527,reduction,2.3678545,Q4 2009,FINANCE,13F,12/31/2021,51.61,112.98
Tesla inc,TSLA,PUT,1943400.0,2053747000.0,0.4679,0.3473,37,245400.0,14.452297,addition,N/A,Q3 2013,CONSUMER DISCRETIONARY,13F,12/31/2021,,985.0
Walt disney co. (the),DIS,"",13154720.0,2037534000.0,0.4642,0.5671,38,443876.0,3.492105,addition,0.7225354,Q4 2004,COMMUNICATIONS,13F,12/31/2021,114.4328,130.47
Thomson reuters corp.,TRI,"",16220693.0,1940319000.0,0.4421,0.465,39,262196.0,1.642987,addition,3.3362744,Q4 2004,COMMUNICATIONS,13F,12/31/2021,42.1036,106.5
Suncor energy  inc.,SU,"",77055637.0,1928701000.0,0.4394,0.4118,40,1768813.0,2.349432,addition,5.3648737,Q4 2004,ENERGY,13F,12/31/2021,30.8923,33.76
Mastercard inc,MA,"",5364249.0,1927481000.0,0.4391,0.4697,41,241845.0,4.721318,addition,0.5531696,Q1 2007,FINANCE,13F,12/31/2021,152.2179,357.82
Ishares russell 2000 etf,IWM,"",8494624.0,1889630000.0,0.4305,0.4012,42,1541199.0,22.164602,addition,No Data,Q4 2004,FINANCE,13F,12/31/2021,200.4469,198.96
Mcdonalds corp.,MCD,"",6848493.0,1835875000.0,0.4183,0.4203,43,239238.0,3.619742,addition,0.9210105,Q4 2004,CONSUMER DISCRETIONARY,13F,12/31/2021,158.3708,250.51
Shopify inc,SHOP,"",1269090.0,1748031000.0,0.3982,0.3903,44,177487.0,16.259299,addition,1.1132935,Q2 2015,COMMUNICATIONS,13F,12/31/2021,599.0781,579.51
Starbucks corp.,SBUX,"",14744838.0,1724705000.0,0.3929,0.4121,45,579553.0,4.091361,addition,1.2818254,Q3 2008,CONSUMER DISCRETIONARY,13F,12/31/2021,75.8619,79.5
Broadcom ltd. (avago technologies),AVGO,"",2568850.0,1709338000.0,0.3894,0.198,46,1021107.0,65.973938,addition,0.6291865,Q3 2012,INFORMATION TECHNOLOGY,13F,12/31/2021,413.6898,573.85
Philip morris international inc,PM,"",17853474.0,1696081000.0,0.3864,0.4672,47,-834437.0,-4.465117,reduction,1.1519650,Q2 2008,CONSUMER STAPLES,13F,12/31/2021,92.47,101.77
Coca cola co.,KO,"",28313267.0,1676429000.0,0.3819,0.371,48,1503062.0,5.606306,addition,0.6531326,Q4 2004,CONSUMER STAPLES,13F,12/31/2021,43.9836,65.02
Thermo fisher scientific  inc.,TMO,"",2505594.0,1671831000.0,0.3809,0.3698,49,51474.0,2.097452,addition,0.6405027,Q4 2006,HEALTH CARE,13F,12/31/2021,212.165,568.9
Vanguard developed markets index fund-etf shares,VEA,"",32630294.0,1666102000.0,0.3796,0.4164,50,1363089.0,4.359485,addition,No Data,Q4 2008,FINANCE,13F,12/31/2021,42.1581,47.01
Spdr s&p 500 etf trust,SPY,PUT,3503700.0,1664117000.0,0.3791,0.4762,51,-703400.0,-16.719355,reduction,No Data,Q4 2009,FINANCE,13F,12/31/2021,,437.79
Pepsico inc. (loft  inc.),PEP,"",9458017.0,1642953000.0,0.3743,0.287,52,2224363.0,30.750199,addition,0.6840485,Q4 2004,CONSUMER STAPLES,13F,12/31/2021,121.0294,171.9
Pfizer  inc.,PFE,"",27573106.0,1628190000.0,0.3709,0.2979,53,1314618.0,5.00645,addition,0.4882119,Q4 2004,HEALTH CARE,13F,12/31/2021,32.9087,53.12
Fortis inc,FTS,"",33429630.0,1613651000.0,0.3676,0.3737,54,1470100.0,4.59988,addition,7.0397528,Q4 2016,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,33.987,50.33
Adobe systems  inc.,ADBE,"",2844609.0,1613064000.0,0.3675,0.4279,55,26770.0,0.950019,addition,0.6022239,Q4 2004,INFORMATION TECHNOLOGY,13F,12/31/2021,283.9496,420.44
Cvs health corp. (melville shoe),CVS,"",15158724.0,1563774000.0,0.3563,0.3161,56,1035313.0,7.330474,addition,1.1549412,Q4 2004,CONSUMER STAPLES,13F,12/31/2021,68.8454,103.68
Procter & gamble co. (oh) (1905),PG,"",9407129.0,1538819000.0,0.3506,0.3271,57,535171.0,6.032163,addition,0.3887327,Q4 2004,CONSUMER STAPLES,13F,12/31/2021,95.7044,158.57
Estee lauder companies inc.,EL,"",4137281.0,1531622000.0,0.3489,0.3058,58,271927.0,7.034983,addition,1.7800538,Q4 2005,CONSUMER STAPLES,13F,12/31/2021,176.3755,263.87
Taiwan semiconductor manufacturing co ltd adr,TSM,"",12510949.0,1505192000.0,0.3429,0.3476,59,707914.0,5.997729,addition,0.2412411,Q4 2004,INFORMATION TECHNOLOGY,13F,12/31/2021,49.2141,98.36
Nextera energy inc.,NEE,"",16037977.0,1497304000.0,0.3411,0.3242,60,381701.0,2.438006,addition,0.8171197,Q4 2007,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,67.6566,82.81
Abbvie inc,ABBV,"",10407069.0,1409116000.0,0.321,0.2839,61,428451.0,4.293691,addition,0.5892067,Q4 2012,HEALTH CARE,13F,12/31/2021,,162.31
Bank of america corp. (north carolina national bank),BAC,"",31545553.0,1403462000.0,0.3197,0.3213,62,2847810.0,9.923463,addition,0.3911484,Q4 2004,FINANCE,13F,12/31/2021,23.3753,37.57
Ecolab inc.,ECL,"",5947766.0,1395287000.0,0.3179,0.3023,63,453705.0,8.258099,addition,2.0774881,Q4 2008,MATERIALS,13F,12/31/2021,198.7313,176.6
Qualcomm inc.,QCOM,"",7450147.0,1362409000.0,0.3104,0.26,64,-192342.0,-2.516746,reduction,0.6621873,Q4 2004,INFORMATION TECHNOLOGY,13F,12/31/2021,81.67,136.91
Accenture plc,ACN,"",3282922.0,1360934000.0,0.3101,0.266,65,130962.0,4.154939,addition,0.4955845,Q3 2012,INFORMATION TECHNOLOGY,13F,12/31/2021,159.2669,319.47
Shaw communications inc class b,SJR,"",44740855.0,1357438000.0,0.3093,0.3445,66,-241788.0,-0.537514,reduction,9.3843953,Q3 2012,COMMUNICATIONS,13F,12/31/2021,20.17,30.83
Brookfield infrastructure partners lp,BIP,"",22252683.0,1353185000.0,0.3083,0.3049,67,1652287.0,8.020656,addition,7.2896161,Q3 2012,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,21.873,66.73
Chevron corp. (standard oil of california),CVX,"",11526291.0,1352611000.0,0.3082,0.2879,68,767217.0,7.130883,addition,0.5918344,Q4 2004,ENERGY,13F,12/31/2021,102.0883,171.59
Waste connections inc,WCN,"",9748597.0,1328443000.0,0.3027,0.3319,69,-243017.0,-2.43221,reduction,3.7802414,Q2 2008,INDUSTRIALS,13F,12/31/2021,58.92,139.08
Fortive corp,FTV,"",17346764.0,1323385000.0,0.3015,0.2911,70,1707638.0,10.919012,addition,4.8310742,Q3 2016,INDUSTRIALS,13F,12/31/2021,62.1085,58.18
Verizon communications (bell atlantic corp.),VZ,"",25022141.0,1300151000.0,0.2962,0.3356,71,1461703.0,6.204057,addition,0.5960741,Q3 2012,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,51.461,53.83
Invesco qqq trust  series 1,QQQ,"",3246236.0,1291514000.0,0.2942,0.2987,72,82600.0,2.61092,addition,No Data,Q4 2004,FINANCE,13F,12/31/2021,242.233,338.43
Merck & co,MRK,"",16752702.0,1283930000.0,0.2925,0.2641,73,3421845.0,25.668605,addition,0.6632254,Q4 2004,HEALTH CARE,13F,12/31/2021,65.4439,86.91
Invesco qqq trust  series 1,QQQ,PUT,3227000.0,1283862000.0,0.2925,0.1611,74,1520700.0,89.122663,addition,No Data,Q4 2014,FINANCE,13F,12/31/2021,,338.43
Medtronic plc,MDT,"",12112187.0,1253003000.0,0.2855,0.4059,75,-164200.0,-1.337527,reduction,0.9028575,Q4 2004,HEALTH CARE,13F,12/31/2021,85.65,109.02
Tesla inc,TSLA,"",1161400.0,1227345000.0,0.2796,0.1777,76,292401.0,33.648025,addition,0.1156468,Q3 2012,CONSUMER DISCRETIONARY,13F,12/31/2021,593.5782,985.0
Texas instruments  inc.,TXN,"",6484120.0,1222064000.0,0.2784,0.3289,77,-3265.0,-0.050328,reduction,0.7025981,Q4 2004,INFORMATION TECHNOLOGY,13F,12/31/2021,80.81,173.66
T-mobile us inc,TMUS,"",10304489.0,1195113000.0,0.2723,0.2957,78,1530481.0,17.443351,addition,0.8248277,Q2 2013,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,110.522,132.96
Intel corp.,INTC,"",22988775.0,1183922000.0,0.2697,0.2145,79,7723032.0,50.590607,addition,0.5645573,Q4 2004,INFORMATION TECHNOLOGY,13F,12/31/2021,49.2887,45.67
Restaurant brands international inc,QSR,"",19488537.0,1182565000.0,0.2694,0.3774,80,-3894842.0,-16.656455,reduction,6.2886679,Q4 2014,CONSUMER DISCRETIONARY,13F,12/31/2021,53.55,60.43
Apple inc,AAPL,PUT,6570000.0,1166635000.0,0.2658,0.1893,81,1498800.0,29.555135,addition,N/A,Q4 2009,INFORMATION TECHNOLOGY,13F,12/31/2021,,165.29
Magna international inc. class a,MGA,"",14210044.0,1150161000.0,0.262,0.2501,82,1606680.0,12.748025,addition,4.8172558,Q4 2004,CONSUMER DISCRETIONARY,13F,12/31/2021,28.8327,60.73
Crown castle international corp,CCI,"",5481228.0,1144153000.0,0.2607,0.2279,83,496467.0,9.959695,addition,1.2681729,Q4 2009,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,126.4644,192.68
Rogers communications inc. class b (nyse),RCI,"",24012271.0,1143706000.0,0.2606,0.2815,84,1127533.0,4.927009,addition,6.0980153,Q4 2004,COMMUNICATIONS,13F,12/31/2021,37.7755,59.23
Union pacific corp.,UNP,"",4499087.0,1133456000.0,0.2582,0.2368,85,-80507.0,-1.757951,reduction,0.7064051,Q4 2004,TRANSPORTS,13F,12/31/2021,144.84,246.21
Svb financial group,SIVB,"",1644415.0,1115307000.0,0.2541,0.2928,86,-71560.0,-4.170224,reduction,2.7961685,Q2 2009,FINANCE,13F,12/31/2021,271.26,507.06
Pembina pipeline corp,PBA,"",35905255.0,1089006000.0,0.2481,0.2975,87,309862.0,0.870512,addition,6.5281208,Q2 2012,ENERGY,13F,12/31/2021,30.1119,39.72
Salesforce.com inc.,CRM,"",4272098.0,1085669000.0,0.2473,0.2558,88,696708.0,19.48621,addition,0.4315251,Q1 2007,INFORMATION TECHNOLOGY,13F,12/31/2021,198.224,189.41
Walmart inc,WMT,"",7416277.0,1073061000.0,0.2445,0.2532,89,527355.0,7.655116,addition,0.2673613,Q4 2004,CONSUMER STAPLES,13F,12/31/2021,103.4751,157.08
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",5087472.0,1060788000.0,0.2417,0.2997,90,-265193.0,-4.954411,reduction,0.7421747,Q4 2004,INDUSTRIALS,13F,12/31/2021,124.18,195.19
First republic bank (ca),FRC,"",5108616.0,1054977000.0,0.2404,0.2565,91,65751.0,1.303842,addition,3.5084239,Q2 2011,FINANCE,13F,12/31/2021,98.4884,160.75
Vanguard intermediate-term corporate bond etf,VCIT,"",11067420.0,1026614000.0,0.2339,0.2295,92,1850600.0,20.078509,addition,No Data,Q3 2012,FINANCE,13F,12/31/2021,89.5288,83.18
Ishares russell 2000 etf,IWM,PUT,4519100.0,1005274000.0,0.229,0.2759,93,-263300.0,-5.505604,reduction,No Data,Q4 2009,FINANCE,13F,12/31/2021,,198.96
Ishares core s&p mid-cap etf,IJH,"",3547058.0,1004101000.0,0.2288,0.2404,94,81928.0,2.364356,addition,No Data,Q1 2006,FINANCE,13F,12/31/2021,185.5754,261.94
Zoetis  inc.,ZTS,"",4111261.0,1003271000.0,0.2286,0.2012,95,182781.0,4.652716,addition,0.8710842,Q1 2013,HEALTH CARE,13F,12/31/2021,101.8932,187.3
Abbott laboratories,ABT,"",7028428.0,989181000.0,0.2254,0.2018,96,552956.0,8.539239,addition,0.3985539,Q4 2004,HEALTH CARE,13F,12/31/2021,67.6328,117.69
Exxonmobil corp. (standard oil of new jersey),XOM,"",16133245.0,987193000.0,0.2249,0.247,97,212100.0,1.332191,addition,0.3810770,Q4 2004,ENERGY,13F,12/31/2021,69.4993,87.83
Vanguard 500 index fund-etf shares,VOO,"",2218208.0,968404000.0,0.2206,0.2214,98,89719.0,4.21515,addition,No Data,Q4 2010,FINANCE,13F,12/31/2021,264.3781,402.52
Amgen  inc.,AMGN,"",4262944.0,959035000.0,0.2185,0.22,99,340736.0,8.687352,addition,0.7568262,Q4 2004,HEALTH CARE,13F,12/31/2021,171.2839,254.02
Barrick gold corp,GOLD,"",50375691.0,957139000.0,0.2181,0.2304,100,1976140.0,4.082972,addition,2.8311590,Q4 2004,MATERIALS,13F,12/31/2021,18.6445,25.2
Financial select sector spdr,XLF,PUT,23372700.0,912704000.0,0.2079,0.2218,101,964900.0,4.30609,addition,No Data,Q3 2012,FINANCE,13F,12/31/2021,,36.89
Nike inc.,NKE,"",5468621.0,911456000.0,0.2077,0.1886,102,544482.0,11.057405,addition,0.3458317,Q4 2004,CONSUMER DISCRETIONARY,13F,12/31/2021,81.5429,133.46
Amazon.com inc.,AMZN,PUT,271100.0,903940000.0,0.2059,0.1555,103,91600.0,51.030641,addition,N/A,Q2 2010,CONSUMER DISCRETIONARY,13F,12/31/2021,,3034.13
Netflix inc,NFLX,"",1484073.0,894066000.0,0.2037,0.189,104,310118.0,26.416515,addition,0.3359189,Q4 2009,COMMUNICATIONS,13F,12/31/2021,432.3198,341.13
Comcast corp.  class a,CMCSA,"",17441933.0,877852000.0,0.2,0.2307,105,1803697.0,11.53389,addition,0.3855605,Q3 2005,COMMUNICATIONS,13F,12/31/2021,41.2655,47.58
Paypal holdings inc,PYPL,"",4618820.0,871016000.0,0.1984,0.3119,106,73707.0,1.621676,addition,0.3964636,Q3 2015,COMMUNICATIONS,13F,12/31/2021,121.3995,102.31
U.s. bancorp (first national bank of cincinnati),USB,"",15084243.0,847283000.0,0.193,0.2378,107,-86280.0,-0.568735,reduction,1.0157475,Q1 2006,FINANCE,13F,12/31/2021,50.87,52.71
Edwards lifesciences corp.,EW,"",6501217.0,842233000.0,0.1919,0.1945,108,-13588.0,-0.208571,reduction,1.0463613,Q4 2009,HEALTH CARE,13F,12/31/2021,64.38,120.02
Aramark,ARMK,"",21595018.0,795775000.0,0.1813,0.1867,109,55594.0,0.258103,addition,8.4094140,Q4 2013,CONSUMER DISCRETIONARY,13F,12/31/2021,33.9375,37.02
Prologis  inc.,PLD,"",4671840.0,786550000.0,0.1792,0.1426,110,361472.0,8.386105,addition,0.6313297,Q1 2009,REAL ESTATE,13F,12/31/2021,90.7117,162.7
Linde plc (praxair inc.),LIN,"",2250830.0,779755000.0,0.1776,0.1525,111,279949.0,14.204257,addition,0.4391394,Q1 2006,MATERIALS,13F,12/31/2021,196.8209,318.52
Vanguard short-term corporate bond etf,VCSH,"",9555424.0,776475000.0,0.1769,0.1628,112,2066801.0,27.599213,addition,No Data,Q3 2012,FINANCE,13F,12/31/2021,81.4481,77.44
Duke energy corp.,DUK,"",7329756.0,768891000.0,0.1752,0.1926,113,-153988.0,-2.057633,reduction,0.9520407,Q2 2008,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,86.01,114.85
United parcel service  inc. class b,UPS,"",3576488.0,766584000.0,0.1746,0.1663,114,113416.0,3.275011,addition,0.4876797,Q4 2004,TRANSPORTS,13F,12/31/2021,130.6508,188.02
3m co. (minnesota mining & manufacturing),MMM,"",4301003.0,763987000.0,0.1741,0.1851,115,301090.0,7.527414,addition,0.7556598,Q3 2012,INDUSTRIALS,13F,12/31/2021,164.4148,147.38
Lockheed martin corp.,LMT,"",2141609.0,761150000.0,0.1734,0.1946,116,4177.0,0.195421,addition,0.8035028,Q3 2006,INDUSTRIALS,13F,12/31/2021,254.4872,467.66
Applied materials inc.,AMAT,"",4810386.0,756965000.0,0.1725,0.1333,117,883188.0,22.489011,addition,0.5445342,Q1 2006,INFORMATION TECHNOLOGY,13F,12/31/2021,105.5921,113.36
Morgan stanley,MS,"",7671587.0,753043000.0,0.1716,0.1404,118,2202072.0,40.260828,addition,0.4275265,Q3 2005,FINANCE,13F,12/31/2021,61.8063,84.76
Caterpillar inc.,CAT,"",3512025.0,726074000.0,0.1654,0.1385,119,776001.0,28.362361,addition,0.6553654,Q4 2004,INDUSTRIALS,13F,12/31/2021,145.9122,227.81
Metlife inc.,MET,"",11425616.0,713988000.0,0.1627,0.2005,120,-890619.0,-7.23126,reduction,1.3847918,Q1 2006,FINANCE,13F,12/31/2021,42.73,70.64
Ishares russell 2000 etf,IWM,CALL,3163900.0,703810000.0,0.1603,0.0844,121,1701500.0,116.349836,addition,No Data,Q1 2010,FINANCE,13F,12/31/2021,,198.96
Blackrock inc. class a,BLK,"",762162.0,697806000.0,0.159,0.1688,122,-1032.0,-0.135221,reduction,0.5012825,Q3 2009,FINANCE,13F,12/31/2021,439.5,688.17
Goldman sachs group inc,GS,"",1801974.0,689345000.0,0.1571,0.1631,123,166188.0,10.15952,addition,0.5332467,Q4 2004,FINANCE,13F,12/31/2021,263.7132,321.64
Teck resources ltd,TECK,"",23606396.0,680336000.0,0.155,0.1547,124,62975.0,0.267484,addition,4.4781316,Q3 2006,MATERIALS,13F,12/31/2021,22.1877,43.16
Altria group  inc. (philip morris),MO,"",14323265.0,678777000.0,0.1546,0.1597,125,1025096.0,7.70855,addition,0.7881803,Q4 2004,CONSUMER STAPLES,13F,12/31/2021,45.4217,54.98
Lilly (eli) & co.,LLY,"",2431260.0,671563000.0,0.153,0.1471,126,17106.0,0.708571,addition,0.2552914,Q4 2004,HEALTH CARE,13F,12/31/2021,101.6768,301.86
Ishares msci eafe etf,EFA,"",8502287.0,668962000.0,0.1524,0.1795,127,-220562.0,-2.528555,reduction,No Data,Q4 2004,FINANCE,13F,12/31/2021,65.58,72.02
Truist financial corp,TFC,"",11368874.0,665649000.0,0.1517,0.1688,128,459223.0,4.209328,addition,0.8554501,Q1 2007,FINANCE,13F,12/31/2021,48.0903,52.14
Cgi inc,GIB,"",7451301.0,659442000.0,0.1502,0.187,129,-911338.0,-10.897732,reduction,3.4315971,Q3 2006,INFORMATION TECHNOLOGY,13F,12/31/2021,42.68,80.38
General dynamics corp. (electric boat),GD,"",3092083.0,644606000.0,0.1469,0.1421,130,342984.0,12.476233,addition,1.1117144,Q2 2006,INDUSTRIALS,13F,12/31/2021,175.2274,243.74
Pnc financial services group  inc. (the) (provident national trust co.),PNC,"",3143410.0,630318000.0,0.1436,0.1582,131,77085.0,2.513921,addition,0.7511946,Q4 2005,FINANCE,13F,12/31/2021,120.9211,175.0
Invesco qqq trust  series 1,QQQ,CALL,1566300.0,623152000.0,0.142,0.0466,132,1073100.0,217.579075,addition,No Data,Q4 2010,FINANCE,13F,12/31/2021,,338.43
Cenovus energy inc,CVE,"",50208846.0,616565000.0,0.1405,0.1107,133,8503456.0,20.389345,addition,2.5325117,Q4 2009,ENERGY,13F,12/31/2021,12.8531,17.47
Conocophillips (phillips petroleum),COP,"",8523352.0,615216000.0,0.1402,0.1434,134,503050.0,6.272208,addition,0.6558811,Q1 2006,ENERGY,13F,12/31/2021,54.6495,101.37
Ishares core s&p small-cap etf,IJR,"",5359030.0,613663000.0,0.1398,0.1537,135,23153.0,0.433912,addition,No Data,Q4 2005,FINANCE,13F,12/31/2021,70.2919,105.15
Microsoft corp.,MSFT,PUT,1821100.0,612472000.0,0.1395,0.0986,136,495100.0,37.337858,addition,N/A,Q1 2010,INFORMATION TECHNOLOGY,13F,12/31/2021,,279.83
Open text corp.,OTEX,"",12849767.0,610108000.0,0.139,0.1333,137,2482787.0,23.94899,addition,4.7383402,Q1 2009,COMMUNICATIONS,13F,12/31/2021,28.1656,41.6
Alibaba group holding ltd adr,BABA,"",5116747.0,607818000.0,0.1385,0.3132,138,-2904702.0,-36.211687,reduction,0.1887462,Q3 2014,COMMUNICATIONS,13F,12/31/2021,202.12,95.49
Dominion energy inc,D,"",7617314.0,598418000.0,0.1363,0.1467,139,-939.0,-0.012326,reduction,0.9421686,Q1 2009,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,75.61,87.4
Btc ishares j.p. morgan usd emerging markets bond etf,EMB,"",5452333.0,594630000.0,0.1355,0.1427,140,534803.0,10.875439,addition,No Data,Q4 2009,FINANCE,13F,12/31/2021,107.0487,93.71
