Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Baxter international inc.,BAX,"",56894500.0,4834325665.0,0.773505,,22,7270725.0,14.651697,addition,11.3066056,,HEALTH CARE,13G,02/28/2022,,76.44
Anthem inc,ANTM,"",10363291.0,4803800000.0,0.768621,0.6645,23,-115928.0,-1.106266,reduction,4.0918863,Q4 2014,HEALTH CARE,13F,12/31/2021,222.52,516.72
American express co,AXP,"",28431050.0,4651319000.0,0.744223,0.9067,24,-3391231.0,-10.656782,reduction,3.7543202,Q1 2008,FINANCE,13F,12/31/2021,94.79,181.16
Accenture plc,ACN,"",11141046.0,4618520000.0,0.738976,0.6118,25,-103315.0,-0.918816,reduction,1.6818341,Q3 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,92.28,319.47
Exelon corp,EXC,"",108846636.58,4484295000.0,0.717499,0.5942,26,7523120.79,7.424852,addition,7.9210040,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,37.9697,49.03
Coca cola co.,KO,"",72853801.0,4313674000.0,0.690199,0.6401,27,1132489.0,1.579013,addition,1.6805971,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,43.9017,65.02
Morgan stanley,MS,"",42269708.0,4149195000.0,0.663882,0.7066,28,-425613.0,-0.996861,reduction,2.3556301,Q4 2007,FINANCE,13F,12/31/2021,71.42,84.76
Comcast corp.  class a,CMCSA,"",79852865.0,4018994000.0,0.64305,0.947,29,-19700985.0,-19.789275,reduction,1.7651778,Q4 2002,COMMUNICATIONS,13F,12/31/2021,21.01,47.58
Johnson controls international plc (tyco laboratories),JCI,"",47900722.0,3894807000.0,0.623179,0.5442,30,899310.0,1.913368,addition,6.8156998,Q3 2016,INDUSTRIALS,13F,12/31/2021,55.5528,61.53
Alphabet inc. class c,GOOG,"",1324925.0,3833789000.0,0.613416,0.6219,31,-46913.0,-3.419719,reduction,0.4197590,Q2 2014,COMMUNICATIONS,13F,12/31/2021,1115.14,2545.06
Merck & co,MRK,"",49873308.0,3822290000.0,0.611577,0.6331,32,314230.0,0.634051,addition,1.9744424,Q1 2001,HEALTH CARE,13F,12/31/2021,51.718,86.91
Mastercard inc,MA,"",10633086.0,3820680000.0,0.611319,0.4397,33,3197517.0,43.00299,addition,1.0965003,Q4 2007,FINANCE,13F,12/31/2021,230.3087,357.82
Salesforce.com inc.,CRM,"",14899170.0,3786326000.0,0.605822,0.733,34,-990649.0,-6.234489,reduction,1.5049667,Q4 2008,INFORMATION TECHNOLOGY,13F,12/31/2021,158.03,189.41
Blackrock inc. class a,BLK,"",4065146.0,3721886000.0,0.595512,0.6067,35,-187949.0,-4.419111,reduction,2.6736923,Q1 2002,FINANCE,13F,12/31/2021,287.1,688.17
Stryker corp.,SYK,"",13809015.0,3692806000.0,0.590859,0.5566,36,1400575.0,11.287277,addition,3.6560796,Q4 2009,HEALTH CARE,13F,12/31/2021,243.464,261.7
Union pacific corp.,UNP,"",14457961.0,3642395000.0,0.582793,0.5294,37,-1420967.0,-8.948759,reduction,2.2700557,Q2 2010,TRANSPORTS,13F,12/31/2021,111.86,246.21
Visa inc,V,"",16694743.0,3617917000.0,0.578876,0.5074,38,3301055.0,24.646348,addition,1.0066634,Q2 2008,FINANCE,13F,12/31/2021,99.6187,212.79
American tower corp.  class a,AMT,"",12286476.0,3593795000.0,0.575017,0.5947,39,-886602.0,-6.730409,reduction,2.6950835,Q1 2012,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,134.7,255.54
Hca healthcare inc,HCA,"",13752328.0,3533249000.0,0.565329,0.5991,40,-760044.0,-5.237214,reduction,4.5534736,Q1 2011,HEALTH CARE,13F,12/31/2021,78.68,260.94
Colgate-palmolive co.,CL,"",41267582.0,3521774000.0,0.563493,0.4361,41,7341680.0,21.640338,addition,4.9093389,Q3 2003,CONSUMER STAPLES,13F,12/31/2021,70.5423,80.94
Duke energy corp.,DUK,"",32763758.0,3436919000.0,0.549916,0.506,42,2279792.0,7.478659,addition,4.2555891,Q3 2012,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,85.0821,114.85
General dynamics corp. (electric boat),GD,"",16466936.0,3432862000.0,0.549267,0.5373,43,352699.0,2.188742,addition,5.9204521,Q4 2001,INDUSTRIALS,13F,12/31/2021,168.7983,243.74
Northrop grumman corp.,NOC,"",8692455.0,3364588000.0,0.538343,0.575,44,-695027.0,-7.403764,reduction,5.5684480,Q4 2007,INDUSTRIALS,13F,12/31/2021,277.64,467.2
Pepsico inc. (loft  inc.),PEP,"",18994715.0,3299571000.0,0.52794,0.4706,45,599557.0,3.25932,addition,1.3737876,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,102.7624,171.9
Marvell technology group ltd,MRVL,"",37348461.0,3267618000.0,0.522828,0.4703,46,-8495338.0,-18.531051,reduction,4.4053386,Q2 2014,INFORMATION TECHNOLOGY,13F,12/31/2021,30.87,60.97
Medtronic plc,MDT,"",31076131.0,3214826000.0,0.514381,0.7093,47,-2192207.0,-6.58947,reduction,2.3164535,Q1 2002,HEALTH CARE,13F,12/31/2021,64.3,109.02
Advanced micro devices inc,AMD,"",22280848.0,3206212000.0,0.513002,0.3767,48,757480.0,3.519338,addition,1.8578158,Q3 2016,INFORMATION TECHNOLOGY,13F,12/31/2021,30.5492,93.06
Boston scientific inc.,BSX,"",74516242.0,3165450000.0,0.50648,0.6187,49,-9314428.0,-11.111003,reduction,5.2228886,Q4 2008,HEALTH CARE,13F,12/31/2021,27.97,44.25
Bristol-myers squibb co,BMY,"",50147519.0,3126697000.0,0.50028,0.457,50,4740155.0,10.439177,addition,2.3006480,Q1 2001,HEALTH CARE,13F,12/31/2021,48.1702,77.51
Humana  inc.,HUM,"",6321811.0,2932435000.0,0.469197,0.4279,51,-143221.0,-2.215318,reduction,4.9878865,Q1 2001,HEALTH CARE,13F,12/31/2021,357.02,460.56
Pnc financial services group  inc. (the) (provident national trust co.),PNC,"",14489908.0,2905517000.0,0.46489,0.5571,52,-2253731.0,-13.460222,reduction,3.4627176,Q3 2001,FINANCE,13F,12/31/2021,89.97,175.0
Progressive corp.,PGR,"",28261623.0,2901055000.0,0.464177,0.423,53,749946.0,2.725919,addition,4.8322978,Q4 2016,FINANCE,13F,12/31/2021,72.7841,112.11
Marsh & mclennan companies  inc.,MMC,"",16530629.0,2873354000.0,0.459744,0.4724,54,-1811151.0,-9.874456,reduction,3.2879394,Q2 2008,FINANCE,13F,12/31/2021,49.89,169.76
Becton  dickinson and co.,BDX,"",11595446.78,2844901000.0,0.455192,0.6058,55,-3256545.95,-21.92666,reduction,3.9725351,Q1 2001,HEALTH CARE,13F,12/31/2021,237.79,271.68
Lockheed martin corp.,LMT,"",7812588.0,2776672000.0,0.444275,0.5028,56,-754158.0,-8.803319,reduction,2.9311777,Q1 2001,INDUSTRIALS,13F,12/31/2021,216.58,467.66
Nike inc.,NKE,"",16553812.0,2759024000.0,0.441451,0.4029,57,243830.0,1.494974,addition,1.0468514,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,53.7186,133.46
Astrazeneca plc,AZN,"",47105051.0,2743870000.0,0.439027,0.5429,58,-6040513.0,-11.365978,reduction,1.5200864,Q1 2001,HEALTH CARE,13F,12/31/2021,30.11,69.05
S&p global inc. (mcgraw-hill inc.),SPGI,"",5734202.0,2706143000.0,0.43299,0.4277,59,-184071.0,-3.110215,reduction,1.6523798,Q4 2011,COMMUNICATIONS,13F,12/31/2021,338.74,387.59
Mondelez international inc. (kraft foods),MDLZ,"",40616623.0,2693288000.0,0.430933,0.408,60,-619137.0,-1.501457,reduction,2.9116440,Q1 2009,CONSUMER STAPLES,13F,12/31/2021,51.47,63.72
Conocophillips (phillips petroleum),COP,"",37208348.0,2685700000.0,0.429719,0.4221,61,585914.0,1.599877,addition,2.8632226,Q1 2001,ENERGY,13F,12/31/2021,47.4752,101.37
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",12761965.0,2660998000.0,0.425767,0.4123,62,1343880.0,11.769749,addition,1.8617514,Q1 2001,INDUSTRIALS,13F,12/31/2021,122.7444,195.19
Workday inc,WDAY,"",9739714.0,2660694000.0,0.425718,0.3848,63,686455.0,7.582408,addition,4.9692418,Q1 2015,COMMUNICATIONS,13F,12/31/2021,166.0249,224.67
Linde plc (praxair inc.),LIN,"",7628449.0,2643060000.0,0.422897,0.4013,64,-410355.0,-5.104677,reduction,1.4883189,Q1 2020,MATERIALS,13F,12/31/2021,175.57,318.52
Sysco corp.,SYY,"",32002936.0,2513830000.0,0.40222,0.4095,65,1333008.0,4.346303,addition,6.2425710,Q1 2006,CONSUMER STAPLES,13F,12/31/2021,61.5393,86.27
Metlife inc.,MET,"",39879238.0,2492054000.0,0.398735,0.4035,66,1449169.0,3.770925,addition,4.8333886,Q4 2008,FINANCE,13F,12/31/2021,44.9225,70.64
Fidelity national information services inc,FIS,"",21567262.0,2354067000.0,0.376657,0.3989,67,2292180.0,11.891934,addition,3.5379906,Q2 2012,FINANCE,13F,12/31/2021,125.3799,102.45
Global payments inc.,GPN,"",17347378.0,2345017000.0,0.375209,0.5007,68,-1333367.0,-7.137654,reduction,6.1584612,Q1 2008,INFORMATION TECHNOLOGY,13F,12/31/2021,114.48,139.95
Philip morris international inc,PM,"",24536798.0,2330996000.0,0.372966,0.3993,69,-232274.0,-0.937758,reduction,1.5831951,Q2 2008,CONSUMER STAPLES,13F,12/31/2021,79.26,101.77
Pioneer natural resources co.,PXD,"",12237915.0,2225833000.0,0.356139,0.3569,70,-363776.0,-2.886724,reduction,5.0385840,Q1 2009,ENERGY,13F,12/31/2021,149.05,254.75
Deere & co.,DE,"",6108461.0,2094530000.0,0.33513,0.3789,71,-540154.0,-8.124309,reduction,1.9911255,Q3 2001,INDUSTRIALS,13F,12/31/2021,160.3,436.75
Ecolab inc.,ECL,"",8723949.0,2046551000.0,0.327454,0.2609,72,1371235.0,18.649372,addition,3.0471777,Q2 2010,MATERIALS,13F,12/31/2021,148.5466,176.6
Thermo fisher scientific  inc.,TMO,"",3047732.0,2033568000.0,0.325376,0.3104,73,-146262.0,-4.579282,reduction,0.7790890,Q1 2008,HEALTH CARE,13F,12/31/2021,162.51,568.9
Edwards lifesciences corp.,EW,"",15600040.0,2020985000.0,0.323363,0.3156,74,-789362.0,-4.816295,reduction,2.5108035,Q1 2009,HEALTH CARE,13F,12/31/2021,52.71,120.02
Regeneron pharmaceuticals inc.,REGN,"",3134775.0,1979673000.0,0.316753,0.3467,75,-233290.0,-6.926529,reduction,2.9651749,Q1 2001,HEALTH CARE,13F,12/31/2021,426.44,733.02
Tesla inc,TSLA,"",1794696.0,1896597000.0,0.303461,0.1034,76,1011122.0,129.039759,addition,0.1787074,Q3 2010,CONSUMER DISCRETIONARY,13F,12/31/2021,771.1047,985.0
Nvidia corp.,NVDA,"",6345690.0,1866330000.0,0.298618,0.1046,77,3377882.0,113.817403,addition,0.2528163,Q2 2013,INFORMATION TECHNOLOGY,13F,12/31/2021,181.8226,212.58
Airbnb  inc.,ABNB,"",11156422.0,1857431000.0,0.297194,0.3199,78,-55105.0,-0.491503,reduction,3.0057642,Q4 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,157.65,170.7
Canadian national railway co.,CNI,"",14768147.0,1816499000.0,0.290645,0.3318,79,-2072889.0,-12.30856,reduction,2.1177205,Q1 2001,TRANSPORTS,13F,12/31/2021,64.53,127.19
Seagen inc,SGEN,"",11636937.0,1799071000.0,0.287856,0.3521,80,-554544.0,-4.548619,reduction,6.3373013,Q1 2001,HEALTH CARE,13F,12/31/2021,109.79,149.72
Verizon communications (bell atlantic corp.),VZ,"",34622575.0,1798990000.0,0.287843,0.3284,81,-1123892.0,-3.144065,reduction,0.8247744,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,49.98,53.83
Blackstone group inc,BX,"",13440162.0,1739022000.0,0.278248,0.2886,82,-1142396.0,-7.833989,reduction,1.9567206,Q3 2018,FINANCE,13F,12/31/2021,50.4,112.98
Fortive corp,FTV,"",22256241.0,1697928000.0,0.271673,0.2216,83,3792930.0,20.543065,addition,6.1983637,Q3 2016,INDUSTRIALS,13F,12/31/2021,61.1668,58.18
Sempra energy  inc.,SRE,"",12650632.0,1673425000.0,0.267752,0.246,84,1217179.0,10.645769,addition,3.9616378,Q1 2015,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,112.0714,171.25
Lowes companies  inc.,LOW,"",6470001.0,1672367000.0,0.267583,0.1757,85,1376791.0,27.031891,addition,0.9779896,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,160.5203,201.28
United parcel service  inc. class b,UPS,"",7795139.0,1670810000.0,0.267334,0.2631,86,-699217.0,-8.231548,reduction,1.0629230,Q3 2003,TRANSPORTS,13F,12/31/2021,101.88,188.02
Centene corp,CNC,"",20020886.0,1649721000.0,0.26396,0.2147,87,-238476.0,-1.177115,reduction,3.4348505,Q1 2017,HEALTH CARE,13F,12/31/2021,54.2,86.54
American electric power company inc,AEP,"",18356185.0,1633150000.0,0.261308,0.2126,88,2957875.0,19.209089,addition,3.6381528,Q4 2006,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,76.991,102.04
Icon plc ads,ICLR,"",5154597.0,1596379000.0,0.255425,0.225,89,105972.0,2.099027,addition,6.4764380,Q4 2004,HEALTH CARE,13F,12/31/2021,160.6878,246.04
Costco co.,COST,"",2801860.0,1590616000.0,0.254503,0.2698,90,-728552.0,-20.636458,reduction,0.6321540,Q3 2011,CONSUMER STAPLES,13F,12/31/2021,231.3,590.39
Celanese corp,CE,"",9458859.0,1589655000.0,0.254349,0.246,91,-143809.0,-1.497594,reduction,8.7558300,Q2 2010,MATERIALS,13F,12/31/2021,82.94,145.17
Constellation brands  inc.,STZ,"",6324678.0,1587305000.0,0.253973,0.2309,92,-118280.0,-1.835803,reduction,3.8485515,Q1 2016,CONSUMER STAPLES,13F,12/31/2021,182.4,251.42
Starbucks corp.,SBUX,"",13516750.0,1581054000.0,0.252973,0.0983,93,8277119.0,157.971411,addition,1.1750630,Q1 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,113.2913,79.5
Taiwan semiconductor manufacturing co ltd adr,TSM,"",13100981.0,1576179000.0,0.252193,0.2898,94,-2160137.0,-14.154513,reduction,0.2526184,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,46.39,98.36
Eaton corp. (torbenson axle co. - eaton axle & spring),ETN,"",8996611.0,1554794000.0,0.248771,0.2354,95,-271625.0,-2.930709,reduction,2.2515737,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,54.61,139.91
Kla corp,KLAC,"",3555001.0,1529041000.0,0.244651,0.3231,96,-2123476.0,-37.395168,reduction,2.3587519,Q3 2016,INFORMATION TECHNOLOGY,13F,12/31/2021,138.0,321.48
Ihs markit ltd,INFO,"",11456055.0,1522740000.0,0.243642,0.2429,97,-788214.0,-6.437412,reduction,N/A,Q3 2014,INFORMATION TECHNOLOGY,13F,12/31/2021,60.81,
Adobe systems  inc.,ADBE,"",2678500.0,1518869000.0,0.243023,0.2647,98,-24781.0,-0.916701,reduction,0.5670575,Q2 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,156.55,420.44
Prologis  inc.,PLD,"",8978216.0,1511572000.0,0.241856,0.1968,99,-244335.0,-2.649321,reduction,1.2132724,Q1 2016,REAL ESTATE,13F,12/31/2021,105.08,162.7
F5 networks inc,FFIV,"",6158549.0,1507059000.0,0.241133,0.1941,100,418603.0,7.292804,addition,10.1395037,Q4 2008,INFORMATION TECHNOLOGY,13F,12/31/2021,169.6723,199.53
Public storage  inc.,PSA,"",3967464.0,1486053000.0,0.237772,0.2409,101,-800000.0,-16.78041,reduction,2.2625103,Q1 2009,REAL ESTATE,13F,12/31/2021,197.61,408.5
Biogen inc,BIIB,"",6184455.0,1483776000.0,0.237408,0.2685,102,606735.0,10.877832,addition,4.2081774,Q1 2001,HEALTH CARE,13F,12/31/2021,272.1176,212.55
Agilent technologies inc,A,"",9135135.0,1458424000.0,0.233352,0.2159,103,1077920.0,13.37832,addition,3.0413335,Q4 2010,INFORMATION TECHNOLOGY,13F,12/31/2021,102.9813,126.44
Analog devices inc,ADI,"",8213085.0,1443615000.0,0.230982,0.2428,104,-311809.0,-3.657629,reduction,1.5694339,Q4 2008,INFORMATION TECHNOLOGY,13F,12/31/2021,120.75,156.5
Vertex pharmaceuticals  inc.,VRTX,"",6518455.0,1431454000.0,0.229036,0.1879,105,427366.0,7.016249,addition,2.5605074,Q1 2001,HEALTH CARE,13F,12/31/2021,143.4714,287.97
Ppg industries  inc. (pittsburgh plate glass),PPG,"",8284059.0,1428504000.0,0.228564,0.2021,106,-26305.0,-0.316532,reduction,3.5079928,Q1 2001,MATERIALS,13F,12/31/2021,108.71,128.27
Corning inc.,GLW,"",37273654.0,1387699000.0,0.222036,0.2386,107,-1167998.0,-3.038366,reduction,4.4077132,Q4 2002,MATERIALS,13F,12/31/2021,27.65,33.69
Automatic data processing inc,ADP,"",5626671.0,1387424000.0,0.221992,0.2188,108,-809278.0,-12.574338,reduction,1.3395392,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,119.24,229.2
Electronic arts  inc.,EA,"",9932906.0,1310150000.0,0.209627,0.0869,109,6342057.0,176.617201,addition,3.5320482,Q3 2014,INFORMATION TECHNOLOGY,13F,12/31/2021,127.2799,122.6
Trane technologies plc,TT,"",6435354.0,1300134000.0,0.208025,0.1892,110,-7620.0,-0.118268,reduction,2.7555907,Q1 2008,INDUSTRIALS,13F,12/31/2021,98.81,148.05
Truist financial corp,TFC,"",21794338.0,1276058000.0,0.204173,0.219,111,-158822.0,-0.723458,reduction,1.6399133,Q1 2010,FINANCE,13F,12/31/2021,46.68,52.14
Dominion energy inc,D,"",16233927.0,1275338000.0,0.204057,0.1943,112,586507.0,3.748266,addition,2.0079383,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,63.4176,87.4
Ares management lp,ARES,"",15370862.0,1249190000.0,0.199874,0.211,113,-1430493.0,-8.514153,reduction,9.1704173,Q2 2019,FINANCE,13F,12/31/2021,45.15,77.3
Transunion,TRU,"",10439654.0,1237934000.0,0.198073,0.1879,114,601064.0,6.109249,addition,5.4401532,Q2 2015,INFORMATION TECHNOLOGY,13F,12/31/2021,51.7526,93.69
Zoetis  inc.,ZTS,"",5066572.0,1236395000.0,0.197827,0.1554,115,361316.0,7.678987,addition,1.0734932,Q1 2013,HEALTH CARE,13F,12/31/2021,190.7234,187.3
Aercap holdings n.v.,AER,"",18583219.0,1215716000.0,0.194518,0.126,116,5768960.0,45.019849,addition,7.5887043,Q4 2006,INDUSTRIALS,13F,12/31/2021,52.9872,50.33
Copart inc.,CPRT,"",7994277.0,1212091000.0,0.193938,0.2074,117,-795896.0,-9.054384,reduction,3.3660496,Q3 2017,INDUSTRIALS,13F,12/31/2021,82.55,116.98
Micron technology  inc.,MU,"",13011220.0,1211996000.0,0.193923,0.134,118,1909280.0,17.197715,addition,1.1619473,Q1 2009,INFORMATION TECHNOLOGY,13F,12/31/2021,42.9528,70.13
Illumina inc,ILMN,"",3180829.0,1210114000.0,0.193621,0.2255,119,-88225.0,-2.698793,reduction,2.0260057,Q1 2013,HEALTH CARE,13F,12/31/2021,338.03,336.49
Crown castle international corp,CCI,"",5793277.0,1209288000.0,0.193489,0.1742,120,-114704.0,-1.941509,reduction,1.3403706,Q1 2016,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,112.48,192.68
M&t bank corp. (buffalo  ny) (manufacturers & traders trust),MTB,"",7835045.0,1203306000.0,0.192532,0.1834,121,615210.0,8.521109,addition,6.0710421,Q1 2008,FINANCE,13F,12/31/2021,129.1147,159.56
Lennar corp. class a,LEN,"",10236846.0,1189112000.0,0.190261,0.161,122,132601.0,1.31233,addition,3.9165511,Q4 2010,CONSUMER DISCRETIONARY,13F,12/31/2021,79.353,76.77
Palo alto networks inc,PANW,"",2094219.0,1165978000.0,0.18656,0.0093,123,1980063.0,1734.52381,addition,2.1264476,Q1 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,551.4649,626.78
Alnylam pharmaceuticals inc,ALNY,"",6844430.0,1160677000.0,0.185711,0.2367,124,-526642.0,-7.144714,reduction,5.6937041,Q3 2013,HEALTH CARE,13F,12/31/2021,79.14,167.34
Genpact ltd,G,"",21188672.0,1124695000.0,0.179954,0.1812,125,-1235597.0,-5.510088,reduction,11.4425217,Q2 2008,INDUSTRIALS,13F,12/31/2021,22.57,42.12
Brookfield asset management inc,BAM,"",18586883.0,1123585000.0,0.179777,0.0589,126,12123143.0,187.556167,addition,1.1325167,Q3 2019,REAL ESTATE,13F,12/31/2021,52.9832,54.63
Motorola solutions inc,MSI,"",4131231.0,1122457000.0,0.179596,0.1765,127,-334904.0,-7.498743,reduction,2.4560094,Q2 2012,INFORMATION TECHNOLOGY,13F,12/31/2021,95.33,233.19
Archer-daniels-midland co.,ADM,"",16388424.0,1107695000.0,0.177234,0.172,128,-466983.0,-2.770523,reduction,2.9136143,Q3 2006,CONSUMER STAPLES,13F,12/31/2021,41.22,96.91
Synaptics inc,SYNA,"",3822520.0,1106657000.0,0.177068,0.089,129,911084.0,31.293286,addition,9.7335930,Q4 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,186.8086,152.84
Teleflex  inc.,TFX,"",3339352.0,1096911000.0,0.175509,0.209,130,75952.0,2.327389,addition,7.1198948,Q2 2015,INDUSTRIALS,13F,12/31/2021,318.4045,336.62
Westinghouse air brake technologies corp,WAB,"",11901586.0,1096255000.0,0.175404,0.1611,131,915779.0,8.336019,addition,6.4232169,Q4 2017,INDUSTRIALS,13F,12/31/2021,72.9566,89.17
Cdw corp.,CDW,"",5346408.0,1094839000.0,0.175177,0.1695,132,-127234.0,-2.324485,reduction,3.9619361,Q3 2013,INFORMATION TECHNOLOGY,13F,12/31/2021,68.77,172.97
Ingersoll rand inc,IR,"",17617197.0,1089976000.0,0.174399,0.1878,133,-4286275.0,-19.56893,reduction,4.3223409,Q4 2017,INDUSTRIALS,13F,12/31/2021,30.34,46.44
Illinois tool works inc,ITW,"",4357896.0,1075529000.0,0.172088,0.0786,134,2122113.0,94.915875,addition,1.3926241,Q1 2001,INDUSTRIALS,13F,12/31/2021,199.6515,196.27
Lumentum holdings inc,LITE,"",9851726.0,1042017000.0,0.166726,0.1443,135,-303948.0,-2.992889,reduction,13.6450499,Q1 2016,INFORMATION TECHNOLOGY,13F,12/31/2021,70.3,85.65
Fleetcor technologies inc,FLT,"",4608255.0,1031511000.0,0.165045,0.2128,136,-180145.0,-3.762113,reduction,5.9166215,Q2 2014,INFORMATION TECHNOLOGY,13F,12/31/2021,199.54,258.67
Cvs health corp. (melville shoe),CVS,"",9934205.0,1024813000.0,0.163973,0.1169,137,1834451.0,22.648231,addition,0.7568858,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,65.956,103.68
Kimberly-clark corp.,KMB,"",7144737.0,1021126000.0,0.163383,0.1686,138,-338133.0,-4.518761,reduction,2.1205507,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,135.63,126.42
