Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Nike inc.,NKE,"",23738878.0,3956559000.0,0.357322,0.3235,49,82831.0,0.350147,addition,1.5012299,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,119.0766,133.46
Walt disney co. (the),DIS,"",25365085.0,3928798000.0,0.354815,0.4221,50,-1132518.0,-4.274039,reduction,1.3932011,Q1 2001,COMMUNICATIONS,13F,12/31/2021,137.93,130.47
Chipotle mexican grill  inc.,CMG,"",2226370.0,3892252000.0,0.351514,0.3943,51,-77228.0,-3.352495,reduction,7.9422593,Q1 2007,CONSUMER DISCRETIONARY,13F,12/31/2021,811.48,1603.17
Fortinet inc,FTNT,"",10707518.0,3848282000.0,0.347544,0.3072,52,-463149.0,-4.146118,reduction,6.6582647,Q4 2009,INFORMATION TECHNOLOGY,13F,12/31/2021,185.38,331.76
Qualcomm inc.,QCOM,"",20831041.0,3809373000.0,0.34403,0.2569,53,-318690.0,-1.506828,reduction,1.8515139,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,77.69,136.91
Mongodb inc,MDB,"",7161197.0,3790779000.0,0.34235,0.2967,54,478384.0,7.158423,addition,10.5987640,Q4 2017,INFORMATION TECHNOLOGY,13F,12/31/2021,359.0694,416.5
Spotify technology sa,SPOT,"",16102881.0,3768557000.0,0.340343,0.3395,55,101697.0,0.635559,addition,8.9836306,Q2 2018,COMMUNICATIONS,13F,12/31/2021,177.4297,136.27
Goldman sachs group inc,GS,"",9782462.0,3742280000.0,0.33797,0.439,56,-2550576.0,-20.680841,reduction,2.8948620,Q1 2001,FINANCE,13F,12/31/2021,223.06,321.64
Nextera energy inc.,NEE,"",38538953.0,3597997000.0,0.32494,0.2622,57,3073337.0,8.665681,addition,1.9635232,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,48.4976,82.81
Synopsys inc.,SNPS,"",9737325.0,3588204000.0,0.324056,0.2734,58,39812.0,0.410538,addition,6.3601611,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,106.6151,294.77
Linde plc (praxair inc.),LIN,"",10340722.0,3583903000.0,0.323667,0.322,59,-1302600.0,-11.187529,reduction,2.0174864,Q1 2001,MATERIALS,13F,12/31/2021,185.42,318.52
Waste connections inc,WCN,"",26244971.0,3576402000.0,0.32299,0.3392,60,-2355808.0,-8.236867,reduction,10.1770876,Q1 2001,INDUSTRIALS,13F,12/31/2021,64.85,139.08
Ingersoll rand inc,IR,"",57765282.0,3573938000.0,0.322767,0.2799,61,-1200125.0,-2.035304,reduction,14.1725861,Q2 2017,INDUSTRIALS,13F,12/31/2021,27.0,46.44
Agilent technologies inc,A,"",21689105.0,3462666000.0,0.312718,0.3391,62,-1172527.0,-5.128798,reduction,7.2208895,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,44.19,126.44
Paypal holdings inc,PYPL,"",18280528.0,3447342000.0,0.311334,0.6741,63,-9229221.0,-33.54891,reduction,1.5691374,Q3 2015,COMMUNICATIONS,13F,12/31/2021,55.46,102.31
United parcel service  inc. class b,UPS,"",16039009.0,3437801000.0,0.310472,0.2877,64,-739640.0,-4.408221,reduction,2.1870337,Q1 2001,TRANSPORTS,13F,12/31/2021,116.92,188.02
Zoom video communications inc,ZM,"",18422562.0,3388093000.0,0.305983,0.5041,65,-2049214.0,-10.009947,reduction,7.4498027,Q2 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,320.47,110.31
Lululemon athletica inc.,LULU,"",8611468.0,3370958000.0,0.304436,0.3364,66,-214694.0,-2.432473,reduction,6.9396449,Q2 2012,CONSUMER DISCRETIONARY,13F,12/31/2021,239.93,390.78
Hilton worldwide holdings inc,HLT,"",21464501.0,3348248000.0,0.302385,0.2716,67,-365745.0,-1.675405,reduction,7.6895363,Q4 2013,CONSUMER DISCRETIONARY,13F,12/31/2021,97.51,155.58
Prologis  inc.,PLD,"",19583967.0,3297157000.0,0.297771,0.2306,68,57365.0,0.293779,addition,2.6464820,Q1 2001,REAL ESTATE,13F,12/31/2021,72.2224,162.7
Hubspot inc,HUBS,"",4922119.0,3244415000.0,0.293007,0.2619,69,808282.0,19.647886,addition,10.4172058,Q4 2014,INFORMATION TECHNOLOGY,13F,12/31/2021,357.657,445.47
Hologic inc.,HOLX,"",41296661.0,3161672000.0,0.285535,0.2916,70,-650617.0,-1.551035,reduction,16.5197140,Q3 2005,HEALTH CARE,13F,12/31/2021,39.39,76.33
Doordash  inc.,DASH,"",21048092.0,3134061000.0,0.283041,0.3746,71,1735292.0,8.985191,addition,6.6259812,Q4 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,165.6637,109.31
Carvana co,CVNA,"",13439264.0,3115086000.0,0.281328,0.3717,72,350017.0,2.67408,addition,14.9157799,Q2 2019,CONSUMER DISCRETIONARY,13F,12/31/2021,173.2163,101.53
T-mobile us inc,TMUS,"",26416508.0,3063787000.0,0.276695,0.3486,73,-2560068.0,-8.834957,reduction,2.1145218,Q2 2013,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,119.15,132.96
Veeva systems inc,VEEV,"",14358078.0,3050517251.88,0.275496,,74,2010080.0,16.27859,addition,10.3284625,,INFORMATION TECHNOLOGY,13G,03/31/2022,,191.46
Avantor inc,AVTR,"",71869442.0,3028578000.0,0.273515,0.2776,75,-210666.0,-0.292266,reduction,11.7824920,Q2 2019,HEALTH CARE,13F,12/31/2021,21.75,31.46
Broadcom ltd. (avago technologies),AVGO,"",4541838.0,3022184000.0,0.272937,0.1687,76,846806.0,22.91742,addition,1.1124290,Q2 2012,INFORMATION TECHNOLOGY,13F,12/31/2021,385.2463,573.85
Southern co.,SO,"",43738622.0,2999595000.0,0.270897,0.2043,77,8731817.0,24.943199,addition,4.1254032,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,54.0694,75.99
S&p global inc. (mcgraw-hill inc.),SPGI,"",6208936.0,2930183000.0,0.264629,0.2757,78,-681217.0,-9.88682,reduction,1.7891802,Q1 2001,COMMUNICATIONS,13F,12/31/2021,189.25,387.59
West pharmaceutical services inc,WST,"",6241901.0,2927514000.0,0.264388,0.2035,79,1151427.0,22.619249,addition,8.4030257,Q3 2004,HEALTH CARE,13F,12/31/2021,167.7604,381.22
Marvell technology group ltd,MRVL,"",32706813.0,2861519000.0,0.258428,0.1938,80,-1413671.0,-4.143174,reduction,3.8578454,Q1 2002,INFORMATION TECHNOLOGY,13F,12/31/2021,21.91,60.97
Transunion,TRU,"",23842639.0,2827260000.0,0.255334,0.2498,81,223774.0,0.947438,addition,12.4245122,Q2 2015,INFORMATION TECHNOLOGY,13F,12/31/2021,52.9122,93.69
Datadog inc,DDOG,"",15435270.0,2749176000.0,0.248282,0.2524,82,-3528775.0,-18.607713,reduction,5.8403043,Q3 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,57.45,136.04
Medtronic plc,MDT,"",25982131.0,2687852000.0,0.242744,0.2797,83,2284638.0,9.640843,addition,1.9367404,Q1 2001,HEALTH CARE,13F,12/31/2021,90.6263,109.02
Home depot  inc. (the),HD,"",6425008.0,2666443000.0,0.24081,0.1994,84,-25967.0,-0.402528,reduction,0.6217650,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,160.35,304.52
Textron inc.,TXT,"",34357036.0,2652363000.0,0.239538,0.2226,85,493954.0,1.45868,addition,15.8818170,Q1 2001,INDUSTRIALS,13F,12/31/2021,34.6507,68.65
Teledyne technologies  inc.,TDY,"",5952763.0,2600703000.0,0.234873,0.2444,86,-87883.0,-1.454861,reduction,12.6131780,Q1 2006,INDUSTRIALS,13F,12/31/2021,291.39,480.24
Pfizer  inc.,PFE,"",43258716.0,2554427000.0,0.230694,0.1587,87,4065502.0,10.372974,addition,0.7659427,Q1 2001,HEALTH CARE,13F,12/31/2021,37.9941,53.12
Sempra energy  inc.,SRE,"",19235734.0,2544503000.0,0.229797,0.3437,88,-9616602.0,-33.33041,reduction,6.0238106,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,117.05,171.25
Comcast corp.  class a,CMCSA,"",50320863.0,2532649000.0,0.228727,0.2771,89,-2287895.0,-4.348886,reduction,1.1123617,Q4 2002,COMMUNICATIONS,13F,12/31/2021,27.12,47.58
Accenture plc,ACN,"",6086428.0,2523129000.0,0.227867,0.1315,90,1721526.0,39.440198,addition,0.9187972,Q2 2002,INFORMATION TECHNOLOGY,13F,12/31/2021,176.8854,319.47
Coca cola co.,KO,"",42524787.0,2517892000.0,0.227394,0.1707,91,7979000.0,23.096883,addition,0.9809651,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,46.6833,65.02
Johnson & johnson co.,JNJ,"",14494371.0,2479551000.0,0.223932,0.2308,92,-683126.0,-4.500913,reduction,0.5512702,Q1 2001,HEALTH CARE,13F,12/31/2021,102.28,179.9
Morgan stanley,MS,"",25206452.0,2474265000.0,0.223454,0.4907,93,-28337173.0,-52.923524,reduction,1.4047194,Q1 2001,FINANCE,13F,12/31/2021,43.85,84.76
Perkinelmer inc.,PKI,"",14360438.0,2472436610.46,0.223289,,94,4303649.0,42.79347,addition,11.3829553,,HEALTH CARE,13G,01/31/2022,,161.42
Burlington stores inc,BURL,"",8439542.0,2460211000.0,0.222185,0.2265,95,-41704.0,-0.49172,reduction,12.6926326,Q4 2013,CONSUMER DISCRETIONARY,13F,12/31/2021,108.27,213.85
Ceridian hcm holding inc,CDAY,"",23413019.0,2445724000.0,0.220877,0.2432,96,478973.0,2.08848,addition,15.3982698,Q2 2018,INFORMATION TECHNOLOGY,13F,12/31/2021,57.5105,60.63
Okta inc,OKTA,"",10889976.0,2441206000.0,0.220469,0.2231,97,908685.0,9.103882,addition,7.2735644,Q2 2017,INFORMATION TECHNOLOGY,13F,12/31/2021,194.8127,143.57
Applied materials inc.,AMAT,"",15471214.0,2434550000.0,0.219867,0.2557,98,-5619999.0,-26.646163,reduction,1.7513366,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,47.03,113.36
Ball corp.,BLL,"",24957171.0,2402627000.0,0.216984,0.2155,99,-475423.0,-1.869345,reduction,7.7696830,Q1 2001,MATERIALS,13F,12/31/2021,38.78,87.15
Amphenol corp. (1987),APH,"",27378141.0,2394493000.0,0.21625,0.1727,100,2338668.0,9.339925,addition,4.5711008,Q4 2004,INFORMATION TECHNOLOGY,13F,12/31/2021,77.0338,70.38
Ameren corporation,AEE,"",26888367.0,2393334000.0,0.216145,0.2277,101,-2960812.0,-9.919241,reduction,10.4329769,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,72.84,96.25
Catalent inc,CTLT,"",18616482.0,2383468000.0,0.215254,0.2341,102,-65681.0,-0.351571,reduction,10.3942201,Q3 2014,HEALTH CARE,13F,12/31/2021,33.69,97.32
Sherwin-williams co.,SHW,"",6723606.0,2367786000.0,0.213838,0.1516,103,967392.0,16.806046,addition,2.5805669,Q1 2001,MATERIALS,13F,12/31/2021,294.2948,252.9
Centene corp,CNC,"",28709382.0,2365653000.0,0.213645,0.1578,104,1820990.0,6.772402,addition,4.9254781,Q3 2006,HEALTH CARE,13F,12/31/2021,41.7528,86.54
Texas instruments  inc.,TXN,"",12503664.0,2356566000.0,0.212825,0.3022,105,-4194640.0,-25.120156,reduction,1.3548562,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,111.03,173.66
Microchip technology inc,MCHP,"",26720017.0,2326245000.0,0.210086,0.2348,106,-5763695.0,-17.743339,reduction,4.8058386,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,45.21,65.22
Global payments inc.,GPN,"",16949743.0,2291266000.0,0.206927,0.5135,107,-17657836.0,-51.023032,reduction,6.0172975,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,131.3,139.95
Kla corp,KLAC,"",5301754.0,2280337000.0,0.20594,0.1229,108,1400031.0,35.882378,addition,3.5177268,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,287.5455,321.48
Roblox corp. class a,RBLX,"",21880043.0,2257145000.0,0.203846,0.144,109,1636256.0,8.082756,addition,4.0788857,Q1 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,70.7774,42.36
Costar group inc,CSGP,"",27653214.0,2185434000.0,0.197369,0.3355,110,-13746298.0,-33.20401,reduction,7.0010316,Q1 2010,INDUSTRIALS,13F,12/31/2021,115.74,61.82
Zoetis  inc.,ZTS,"",8809053.0,2149673000.0,0.19414,0.1754,111,-786747.0,-8.198868,reduction,1.8664411,Q1 2013,HEALTH CARE,13F,12/31/2021,110.0,187.3
Bill.com holdings  inc.,BILL,"",11419091.0,2149187117.11,0.194096,,112,2108580.0,22.647307,addition,11.0239973,,INFORMATION TECHNOLOGY,13G,01/31/2022,,196.01
Keurig dr pepper inc,KDP,"",57892232.0,2133908000.0,0.192716,0.1362,113,15537339.0,36.683693,addition,4.0822121,Q2 2008,CONSUMER STAPLES,13F,12/31/2021,36.1503,37.24
Teleflex  inc.,TFX,"",6494778.0,2133405000.0,0.192671,0.26,114,-836505.0,-11.410077,reduction,13.8476376,Q4 2006,INDUSTRIALS,13F,12/31/2021,210.78,336.62
Square inc,SQ,"",13076077.0,2111917000.0,0.19073,0.3085,115,-584274.0,-4.277152,reduction,2.5225789,Q3 2017,FINANCE,13F,12/31/2021,202.91,121.31
Entegris inc.,ENTG,"",14910754.0,2066332000.0,0.186613,0.1822,116,-460911.0,-2.998446,reduction,10.9763742,Q1 2002,INFORMATION TECHNOLOGY,13F,12/31/2021,33.45,110.11
Equity residential,EQR,"",22793532.0,2062815000.0,0.186296,0.1766,117,-378970.0,-1.63543,reduction,6.0634441,Q1 2001,REAL ESTATE,13F,12/31/2021,64.11,90.43
Fifth third bancorp (1927) (cincinnati  oh),FITB,"",47228752.0,2056812000.0,0.185753,0.1906,118,-466701.0,-0.978502,reduction,6.9072393,Q1 2001,FINANCE,13F,12/31/2021,22.06,39.01
Twilio inc,TWLO,"",7804338.0,2055194000.0,0.185607,0.1602,119,2471680.0,46.349869,addition,4.5452584,Q2 2016,INFORMATION TECHNOLOGY,13F,12/31/2021,221.3037,137.09
State street corp. (state street bank & trust co.  boston  ma),STT,"",21916832.0,2038265000.0,0.184078,0.0963,120,9849312.0,81.618361,addition,5.9871039,Q1 2001,FINANCE,13F,12/31/2021,81.1455,75.81
Argenx se ads adr,ARGX,"",5603556.0,1962309000.0,0.177219,0.1583,121,36318.0,0.652352,addition,10.8452463,Q2 2017,HEALTH CARE,13F,12/31/2021,153.8409,322.82
Ferrari n.v.,RACE,"",7423138.0,1921242000.0,0.17351,0.1754,122,-1481188.0,-16.634476,reduction,4.0179826,Q4 2015,CONSUMER DISCRETIONARY,13F,12/31/2021,102.2,219.99
Weyerhaeuser corp.,WY,"",45988066.0,1893789000.0,0.171031,0.1484,123,1676821.0,3.784188,addition,6.1618861,Q1 2001,MATERIALS,13F,12/31/2021,25.3394,39.9
Taiwan semiconductor manufacturing co ltd adr,TSM,"",15708522.0,1889892000.0,0.170679,0.1797,124,-1380079.0,-8.076021,reduction,0.3028980,Q3 2009,INFORMATION TECHNOLOGY,13F,12/31/2021,92.56,98.36
Old dominion freight line inc,ODFL,"",5251895.0,1882174000.0,0.169982,0.1356,125,216100.0,4.291279,addition,4.5722803,Q1 2008,TRANSPORTS,13F,12/31/2021,171.0297,264.75
Match group inc.,MTCH,"",14172214.0,1874275000.0,0.169268,0.2521,126,-2878997.0,-16.884414,reduction,4.9701207,Q1 2009,CONSUMER DISCRETIONARY,13F,12/31/2021,47.57,92.1
Paylocity holding corp,PCTY,"",7900271.0,1865728000.0,0.168496,0.2084,127,8149.0,0.103255,addition,14.3353690,Q2 2014,INFORMATION TECHNOLOGY,13F,12/31/2021,126.3234,200.35
Union pacific corp.,UNP,"",7166008.0,1805332000.0,0.163042,0.1043,128,1516756.0,26.848793,addition,1.1251405,Q1 2001,TRANSPORTS,13F,12/31/2021,184.5111,246.21
Te connectivity ltd,TEL,"",11029636.0,1779521000.0,0.160711,0.1447,129,-171408.0,-1.530286,reduction,3.3800750,Q2 2007,INFORMATION TECHNOLOGY,13F,12/31/2021,87.8,120.88
Marriott international inc/md,MAR,"",10661147.0,1761648000.0,0.159097,0.1723,130,-1696259.0,-13.726659,reduction,3.2577576,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,84.41,180.51
Bruker corp,BRKR,"",20854627.0,1749912000.0,0.158037,0.1762,131,-3102256.0,-12.949331,reduction,13.8317674,Q3 2005,HEALTH CARE,13F,12/31/2021,19.14,62.14
Norfolk southern corp.,NSC,"",5776847.0,1719825000.0,0.15532,0.1305,132,-15989.0,-0.276013,reduction,2.4092537,Q1 2001,TRANSPORTS,13F,12/31/2021,197.36,263.06
Kimberly-clark corp.,KMB,"",12018248.0,1717647000.0,0.155123,0.1274,133,1800238.0,17.618284,addition,3.5670038,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,126.5025,126.42
Alibaba group holding ltd adr,BABA,"",14453603.0,1716943000.0,0.155059,0.3914,134,-13622844.0,-48.520541,reduction,0.5331635,Q3 2014,COMMUNICATIONS,13F,12/31/2021,125.12,95.49
Walmart inc,WMT,"",11843039.0,1713569000.0,0.154755,0.1199,135,2710965.0,29.686192,addition,0.4269487,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,106.2819,157.08
Tjx companies inc.,TJX,"",22334412.0,1695629000.0,0.153135,0.1643,136,-4115449.0,-15.559435,reduction,1.8723126,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,56.47,62.71
Jpmorgan chase & co. (chemical bank),JPM,"",10649418.0,1686335000.0,0.152295,0.1825,137,-1192574.0,-10.070721,reduction,0.3606538,Q1 2001,FINANCE,13F,12/31/2021,82.8,126.12
Hunt (j.b.) transport services  inc.,JBHT,"",8218767.0,1679916000.0,0.151715,0.1291,138,20356.0,0.248292,addition,7.8263616,Q2 2004,TRANSPORTS,13F,12/31/2021,95.4405,172.01
