Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Becton  dickinson and co.,BDX,"",9716795.0,2383981000.0,0.296812,0.3254,75,-356776.88,-3.541712,reduction,3.3289195,Q1 2001,HEALTH CARE,13F,12/31/2021,237.56,271.68
Vanguard total stock market index fund-etf shares,VTI,"",9798854.0,2365835000.0,0.294553,0.2849,76,273379.0,2.869978,addition,No Data,Q2 2004,FINANCE,13F,12/31/2021,122.2021,220.67
Zoom video communications inc,ZM,"",12564326.0,2310705000.0,0.287689,0.4618,77,-547042.0,-4.172272,reduction,5.0808215,Q2 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,162.86,110.31
Coupang inc,CPNG,"",77487138.0,2276571000.0,0.283439,0.2566,78,9087176.0,13.285352,addition,4.9015919,Q1 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,32.346,16.88
Ishares core s&p small-cap etf,IJR,"",19846427.0,2272614000.0,0.282946,0.3313,79,-2681842.0,-11.904341,reduction,No Data,Q1 2001,FINANCE,13F,12/31/2021,78.6,105.15
Merck & co,MRK,"",29424943.0,2255128000.0,0.280769,0.2644,80,3287041.0,12.575764,addition,1.1649088,Q1 2001,HEALTH CARE,13F,12/31/2021,66.3802,86.91
Walmart inc,WMT,"",15580922.0,2254405000.0,0.280679,0.2701,81,1190882.0,8.275738,addition,0.5617017,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,99.9154,157.08
Vanguard developed markets index fund-etf shares,VEA,"",44105516.0,2252026000.0,0.280383,0.2843,82,2304433.0,5.512855,addition,No Data,Q3 2007,FINANCE,13F,12/31/2021,39.1278,47.01
Royalty pharma plc,RPRX,"",56230690.0,2240794000.0,0.278985,0.2789,83,-1074621.0,-1.875256,reduction,12.9873982,Q2 2020,HEALTH CARE,13F,12/31/2021,44.71,44.1
Netflix inc,NFLX,"",3677086.0,2215225000.0,0.275801,0.2992,84,37871.0,1.040637,addition,0.8323059,Q2 2002,COMMUNICATIONS,13F,12/31/2021,347.4238,341.13
Amgen  inc.,AMGN,"",9660973.0,2173429000.0,0.270598,0.2837,85,-245872.0,-2.48184,reduction,1.7151709,Q1 2001,HEALTH CARE,13F,12/31/2021,163.68,254.02
Intercontinental exchange inc,ICE,"",15883891.0,2172438000.0,0.270474,0.2283,86,1119757.0,7.584305,addition,2.8270581,Q4 2005,FINANCE,13F,12/31/2021,105.9941,124.53
Comcast corp.  class a,CMCSA,"",43012332.0,2164811000.0,0.269525,0.3259,87,-254803.0,-0.588907,reduction,0.9508039,Q4 2002,COMMUNICATIONS,13F,12/31/2021,35.76,47.58
Raytheon technologies corp. (united technologies),RTX,"",24829772.0,2136852000.0,0.266044,0.2797,88,667096.0,2.760853,addition,1.6661276,Q1 2001,INDUSTRIALS,13F,12/31/2021,66.3151,104.27
Intuitive surgical inc,ISRG,"",5848246.0,2101275000.0,0.261614,0.4379,89,-3963251.0,-40.393948,reduction,1.6281542,Q1 2001,HEALTH CARE,13F,12/31/2021,322.12,279.7
Blackrock inc. class a,BLK,"",2292335.0,2098770000.0,0.261302,0.2637,90,-42600.0,-1.824462,reduction,1.5076946,Q1 2001,FINANCE,13F,12/31/2021,347.95,688.17
Mercadolibre inc,MELI,"",1539571.0,2075961000.0,0.258463,0.1297,91,966039.0,168.436809,addition,3.0535544,Q3 2007,COMMUNICATIONS,13F,12/31/2021,1119.9626,1060.34
Ishares iboxx usd high yield corporate bond etf,HYG,"",23752026.0,2066664000.0,0.257305,0.2771,92,238083.0,1.012518,addition,No Data,Q3 2007,FINANCE,13F,12/31/2021,85.4656,80.24
Ssga spdr gold shares,GLD,"",12075270.0,2064389000.0,0.257022,0.2469,93,913682.0,8.18595,addition,No Data,Q4 2004,MATERIALS,13F,12/31/2021,152.0758,184.04
Airbnb  inc.,ABNB,"",11830184.0,1969608000.0,0.245221,0.1956,94,3174291.0,36.672022,addition,3.1872892,Q4 2020,CONSUMER DISCRETIONARY,13F,12/31/2021,162.195,170.7
Intel corp.,INTC,"",38061699.0,1960178000.0,0.244047,0.2096,95,8847379.0,30.284391,addition,0.9347176,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,41.8979,45.67
Invesco s&p 500 equal weight etf,RSP,"",11998467.0,1952751000.0,0.243123,0.2183,96,1179966.0,10.906927,addition,No Data,Q1 2004,FINANCE,13F,12/31/2021,106.0087,155.53
Ishares core s&p mid-cap etf,IJH,"",6432578.0,1820935000.0,0.226711,0.2225,97,152943.0,2.43554,addition,No Data,Q2 2001,FINANCE,13F,12/31/2021,145.9791,261.94
Vanguard ftse emerging markets etf,VWO,"",36737006.0,1817012000.0,0.226223,0.2304,98,2524183.0,7.377886,addition,No Data,Q1 2005,FINANCE,13F,12/31/2021,42.3822,45.45
Ishares s&p 500 value etf,IVE,"",11573080.0,1812691000.0,0.225685,0.2192,99,383662.0,3.428793,addition,No Data,Q2 2003,FINANCE,13F,12/31/2021,86.7945,155.64
Vanguard dividend appreciation index fund-etf shares,VIG,"",10304252.0,1769755000.0,0.220339,0.2044,100,423014.0,4.280982,addition,No Data,Q2 2007,FINANCE,13F,12/31/2021,84.2556,159.83
Ishares tips bond etf,TIP,"",13474534.0,1740910000.0,0.216748,0.1974,101,1997785.0,17.407238,addition,No Data,Q1 2004,FINANCE,13F,12/31/2021,120.3249,121.17
Exxonmobil corp. (standard oil of new jersey),XOM,"",28446476.0,1740639000.0,0.216714,0.1813,102,5559464.0,24.290912,addition,0.6719229,Q1 2001,ENERGY,13F,12/31/2021,59.4521,87.83
Crown castle international corp,CCI,"",8322999.0,1737343000.0,0.216304,0.1871,103,307906.0,3.841577,addition,1.9256637,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,123.2348,192.68
Ishares core u.s. aggregate bond etf,AGG,"",15219649.0,1736258000.0,0.216169,0.2294,104,386729.0,2.607234,addition,No Data,Q1 2005,FINANCE,13F,12/31/2021,114.4991,103.97
American express co,AXP,"",10589901.0,1732509000.0,0.215702,0.225,105,616406.0,6.180441,addition,1.3983964,Q1 2001,FINANCE,13F,12/31/2021,100.7542,181.16
Citigroup  inc.,C,"",28337197.0,1711281000.0,0.213059,0.2314,106,3859140.0,15.765712,addition,1.4305252,Q1 2001,FINANCE,13F,12/31/2021,138.3146,50.93
Sea ltd adr,SE,"",7637095.0,1708494000.0,0.212712,0.3315,107,-85614.0,-1.108601,reduction,1.9093737,Q4 2017,INFORMATION TECHNOLOGY,13F,12/31/2021,145.04,108.58
Financial select sector spdr,XLF,"",43339586.0,1692411000.0,0.21071,0.2262,108,-1409321.0,-3.149398,reduction,No Data,Q4 2001,FINANCE,13F,12/31/2021,23.23,36.89
Health care select sector spdr,XLV,"",11778954.0,1659538000.0,0.206617,0.1556,109,2705092.0,29.811915,addition,No Data,Q2 2003,HEALTH CARE,13F,12/31/2021,103.7825,138.64
Bill.com holdings  inc.,BILL,"",6599217.0,1644195000.0,0.204707,0.2407,110,-96427.0,-1.440145,reduction,6.3708881,Q4 2019,INFORMATION TECHNOLOGY,13F,12/31/2021,260.98,196.01
Estee lauder companies inc.,EL,"",4434958.0,1641821000.0,0.204411,0.1676,111,287199.0,6.924197,addition,1.9081285,Q1 2001,CONSUMER STAPLES,13F,12/31/2021,246.9351,263.87
Lowes companies  inc.,LOW,"",6315327.0,1632383000.0,0.203236,0.1629,112,354496.0,5.94709,addition,0.9546095,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,116.0693,201.28
Wayfair inc class a,W,"",8572414.0,1628501000.0,0.202753,0.2865,113,246249.0,2.957532,addition,10.7970427,Q4 2014,CONSUMER DISCRETIONARY,13F,12/31/2021,205.4035,108.23
Palo alto networks inc,PANW,"",2917995.0,1624623000.0,0.20227,0.1954,114,-110753.0,-3.656725,reduction,2.9629009,Q3 2012,INFORMATION TECHNOLOGY,13F,12/31/2021,193.7,626.78
Vanguard short-term corporate bond etf,VCSH,"",19725264.0,1602875000.0,0.199562,0.224,115,-453401.0,-2.246933,reduction,No Data,Q4 2009,FINANCE,13F,12/31/2021,81.07,77.44
Taiwan semiconductor manufacturing co ltd adr,TSM,"",13018340.0,1566236000.0,0.195,0.2165,116,-1377557.0,-9.569095,reduction,0.2510249,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,50.48,98.36
Medtronic plc,MDT,"",14967440.0,1548381000.0,0.192777,0.2287,117,1419780.0,10.479891,addition,1.1156916,Q1 2001,HEALTH CARE,13F,12/31/2021,90.2259,109.02
Bristol-myers squibb co,BMY,"",24715930.0,1541038000.0,0.191863,0.2,118,-379859.0,-1.513636,reduction,1.1339076,Q1 2001,HEALTH CARE,13F,12/31/2021,56.78,77.51
Ishares msci eafe etf,EFA,"",19575086.0,1540168000.0,0.191755,0.199,119,636804.0,3.362523,addition,No Data,Q3 2001,FINANCE,13F,12/31/2021,68.0572,72.02
Starbucks corp.,SBUX,"",13132741.0,1536139000.0,0.191253,0.1912,120,261345.0,2.030432,addition,1.1416796,Q1 2001,CONSUMER DISCRETIONARY,13F,12/31/2021,62.0158,79.5
Vanguard mid-cap index fund-etf shares,VO,"",5939210.0,1513132000.0,0.188389,0.1866,121,88314.0,1.50941,addition,No Data,Q1 2005,FINANCE,13F,12/31/2021,135.5889,232.91
Union pacific corp.,UNP,"",5923249.0,1492244000.0,0.185788,0.1351,122,806892.0,15.770831,addition,0.9300139,Q1 2001,TRANSPORTS,13F,12/31/2021,148.3892,246.21
First trust value line dividend index fund-,FVD,"",34321278.0,1477188000.0,0.183914,0.1791,123,398976.0,1.176147,addition,No Data,Q1 2009,FINANCE,13F,12/31/2021,29.9144,42.22
At&t inc. (southwestern bell - sbc corp.),T,"",78852375.7,1465081000.0,0.182406,0.2088,124,2846124.68,3.744593,addition,0.8337823,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,33.8728,19.54
Technology select sector spdr etf,XLK,"",8359776.0,1453514000.0,0.180966,0.1681,125,2959.0,0.035408,addition,No Data,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,68.3774,146.64
Lockheed martin corp.,LMT,"",4047707.0,1438596000.0,0.179109,0.1709,126,369832.0,10.055589,addition,1.5186451,Q1 2001,INDUSTRIALS,13F,12/31/2021,282.0471,467.66
American tower corp.  class a,AMT,"",4770742.0,1395441000.0,0.173736,0.1525,127,503295.0,11.79382,addition,1.0464797,Q1 2001,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,178.8443,255.54
Ishares msci emerging markets etf,EEM,"",28538546.0,1394108000.0,0.17357,0.144,128,7309216.0,34.429801,addition,No Data,Q2 2003,FINANCE,13F,12/31/2021,46.291,44.23
Fidelity national information services inc,FIS,"",12693244.0,1385468000.0,0.172494,0.1561,129,3170985.0,33.300764,addition,2.0822568,Q3 2001,FINANCE,13F,12/31/2021,111.0105,102.45
Vanguard small-cap index fund-etf shares,VB,"",6108295.0,1380536000.0,0.17188,0.1741,130,196379.0,3.321749,addition,No Data,Q1 2006,FINANCE,13F,12/31/2021,125.973,207.73
Zoetis  inc.,ZTS,"",5650181.0,1378815000.0,0.171666,0.1638,131,-613267.0,-9.791204,reduction,1.1971469,Q1 2013,HEALTH CARE,13F,12/31/2021,67.77,187.3
Vanguard ftse all-world ex-us etf,VEU,"",22301576.0,1366640000.0,0.17015,0.1816,132,180155.0,0.814392,addition,No Data,Q1 2007,FINANCE,13F,12/31/2021,49.1488,56.43
Mongodb inc,MDB,"",2538421.0,1343714000.0,0.167296,0.1638,133,-40928.0,-1.586757,reduction,3.7569313,Q4 2017,INFORMATION TECHNOLOGY,13F,12/31/2021,160.02,416.5
Btc ishares 1-3 year treasury bond etf,SHY,"",15315883.0,1310120000.0,0.163113,0.1665,134,966374.0,6.734544,addition,No Data,Q3 2002,FINANCE,13F,12/31/2021,85.362,83.18
Btc ishares msci usa min vol factor etf,USMV,"",16065630.0,1299709000.0,0.161817,0.1534,135,571180.0,3.686352,addition,No Data,Q4 2011,FINANCE,13F,12/31/2021,53.2975,77.78
Texas instruments  inc.,TXN,"",6894810.0,1299464000.0,0.161787,0.1409,136,1451787.0,26.672439,addition,0.7470991,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,139.5485,173.66
International business machines corp.,IBM,"",9712381.0,1298158000.0,0.161624,0.2117,137,-1598837.0,-14.134968,reduction,1.0799814,Q1 2001,INFORMATION TECHNOLOGY,13F,12/31/2021,140.92,126.56
Roper technologies inc,ROP,"",2599316.0,1278501000.0,0.159177,0.1567,138,-9413.0,-0.360827,reduction,2.4614074,Q1 2001,INDUSTRIALS,13F,12/31/2021,385.05,461.16
Jpmorgan ultra-short income etf,JPST,"",25216449.0,1272927000.0,0.158483,0.1634,139,1302860.0,5.448199,addition,No Data,Q1 2018,FINANCE,13F,12/31/2021,50.5179,50.2
