Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Oracle corp,ORCL,"",142066815.0,12389647000.0,0.280989,0.3136,58,-2832589.0,-1.954866,reduction,5.3245298,Q2 2002,INFORMATION TECHNOLOGY,13F,12/31/2021,25.35,79.45
Philip morris international inc,PM,"",126627443.0,12029607000.0,0.272823,0.2953,59,1184738.0,0.944446,addition,8.1704201,Q1 2008,CONSUMER STAPLES,13F,12/31/2021,69.1937,101.77
Medtronic plc,MDT,"",113153710.0,11705752000.0,0.265478,0.3503,60,654088.0,0.581414,addition,8.4346184,Q2 2002,HEALTH CARE,13F,12/31/2021,64.5462,109.02
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",56119426.0,11701462000.0,0.265381,0.2957,61,36037.0,0.064256,addition,8.1868598,Q2 2002,INDUSTRIALS,13F,12/31/2021,79.5429,195.19
Crown castle international corp,CCI,"",55894000.0,11667313000.0,0.264607,0.2396,62,246089.0,0.442225,addition,12.9320028,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,91.7573,192.68
Morgan stanley,MS,"",117937806.0,11576776000.0,0.262553,0.2866,63,-650877.0,-0.548853,reduction,6.5725045,Q2 2002,FINANCE,13F,12/31/2021,43.1,84.76
Starbucks corp.,SBUX,"",98681046.0,11542723000.0,0.261781,0.2693,64,378018.0,0.384544,addition,8.5787226,Q2 2002,CONSUMER DISCRETIONARY,13F,12/31/2021,43.7715,79.5
Applied materials inc.,AMAT,"",73139429.0,11509221000.0,0.261021,0.2341,65,-91207.0,-0.124548,reduction,8.2793607,Q2 2002,INFORMATION TECHNOLOGY,13F,12/31/2021,21.99,113.36
Cvs health corp. (melville shoe),CVS,"",109236922.0,11268882000.0,0.255571,0.2284,66,879616.0,0.811774,addition,8.3227470,Q2 2002,CONSUMER STAPLES,13F,12/31/2021,53.5725,103.68
Blackrock inc. class a,BLK,"",12236134.0,11202913000.0,0.254074,0.2536,67,60458.0,0.496547,addition,8.0478432,Q2 2002,FINANCE,13F,12/31/2021,351.1426,688.17
Amgen  inc.,AMGN,"",46661009.0,10497327000.0,0.238072,0.2472,68,-136233.0,-0.291113,reduction,8.2840110,Q2 2002,HEALTH CARE,13F,12/31/2021,90.11,254.02
Servicenow inc,NOW,"",15989501.0,10378945000.0,0.235387,0.2449,69,141584.0,0.893392,addition,7.9947505,Q3 2012,INFORMATION TECHNOLOGY,13F,12/31/2021,152.0309,507.33
Raytheon technologies corp. (united technologies),RTX,"",118463846.0,10194999000.0,0.231216,0.2539,70,-476664.0,-0.400758,reduction,7.9491619,Q2 2002,INDUSTRIALS,13F,12/31/2021,55.35,104.27
International business machines corp.,IBM,"",75553655.0,10098501000.0,0.229027,0.2586,71,617177.0,0.8236,addition,8.4012917,Q2 2002,INFORMATION TECHNOLOGY,13F,12/31/2021,118.2866,126.56
Intuitive surgical inc,ISRG,"",28062045.0,10082694000.0,0.228669,0.2301,72,103944.0,0.371785,addition,7.8124856,Q2 2002,HEALTH CARE,13F,12/31/2021,272.7053,279.7
Goldman sachs group inc,GS,"",26131505.0,9996606000.0,0.226716,0.2439,73,153072.0,0.589227,addition,7.7329307,Q2 2002,FINANCE,13F,12/31/2021,139.8003,321.64
Citigroup  inc.,C,"",164986164.0,9963515000.0,0.225966,0.2916,74,-2280135.0,-1.363177,reduction,8.3288714,Q2 2002,FINANCE,13F,12/31/2021,3775.98,50.93
Equinix inc,EQIX,"",11702044.0,9898057000.0,0.224481,0.2281,75,78583.0,0.676072,addition,12.8989308,Q2 2002,INFORMATION TECHNOLOGY,13F,12/31/2021,309.5855,735.24
Target corp.,TGT,"",42664160.0,9874193000.0,0.22394,0.2436,76,-214167.0,-0.499476,reduction,9.2263175,Q2 2002,CONSUMER DISCRETIONARY,13F,12/31/2021,57.91,237.2
Caterpillar inc.,CAT,"",47559902.0,9832533000.0,0.222995,0.2282,77,-294862.0,-0.61616,reduction,8.8749697,Q2 2002,INDUSTRIALS,13F,12/31/2021,88.57,227.81
Charles schwab corp,SCHW,"",116756598.0,9819229000.0,0.222693,0.2098,78,810816.0,0.699306,addition,6.4342148,Q2 2002,FINANCE,13F,12/31/2021,31.8851,82.75
S&p global inc. (mcgraw-hill inc.),SPGI,"",20328152.0,9593466000.0,0.217573,0.2136,79,84681.0,0.418313,addition,5.8578035,Q2 2002,COMMUNICATIONS,13F,12/31/2021,74.6021,387.59
Automatic data processing inc,ADP,"",38508651.0,9495463000.0,0.215351,0.1896,80,322960.0,0.845762,addition,9.1677384,Q2 2002,INFORMATION TECHNOLOGY,13F,12/31/2021,66.275,229.2
Zoetis  inc.,ZTS,"",37332605.0,9110275000.0,0.206615,0.1798,81,50756.0,0.136141,addition,7.9099432,Q1 2013,HEALTH CARE,13F,12/31/2021,44.3918,187.3
3m co. (minnesota mining & manufacturing),MMM,"",50240763.0,8924266000.0,0.202396,0.2184,82,109353.0,0.218133,addition,8.8269928,Q2 2002,INDUSTRIALS,13F,12/31/2021,110.8756,147.38
Anthem inc,ANTM,"",18912468.0,8766686000.0,0.198822,0.1753,83,-15598.0,-0.082407,reduction,7.4674800,Q2 2002,HEALTH CARE,13F,12/31/2021,97.19,516.72
Boeing company,BA,"",43079520.0,8672769000.0,0.196692,0.2344,84,161737.0,0.376853,addition,7.2968540,Q2 2002,INDUSTRIALS,13F,12/31/2021,108.8784,181.94
Micron technology  inc.,MU,"",89470520.0,8334178000.0,0.189013,0.1581,85,-193251.0,-0.215529,reduction,7.9900294,Q2 2002,INFORMATION TECHNOLOGY,13F,12/31/2021,21.81,70.13
Lam research corp.,LRCX,"",11504998.0,8273819000.0,0.187645,0.1635,86,-60116.0,-0.519805,reduction,8.2473019,Q2 2002,INFORMATION TECHNOLOGY,13F,12/31/2021,68.79,456.16
Analog devices inc,ADI,"",46027491.0,8090252000.0,0.183481,0.1907,87,195235.0,0.425977,addition,8.7953679,Q2 2002,INFORMATION TECHNOLOGY,13F,12/31/2021,93.132,156.5
Conocophillips (phillips petroleum),COP,"",109952950.0,7936404000.0,0.179992,0.1853,88,-136369.0,-0.123871,reduction,8.4609983,Q2 2002,ENERGY,13F,12/31/2021,48.42,101.37
Digital realty trust  inc.,DLR,"",44779146.0,7920088000.0,0.179622,0.1594,89,360629.0,0.811889,addition,15.7791139,Q4 2004,REAL ESTATE,13F,12/31/2021,96.6414,145.02
General electric co,GE,"",82214690.0,7766822000.0,0.176146,0.2105,90,-60875.0,-0.073989,reduction,7.4786731,Q2 2002,INDUSTRIALS,13F,12/31/2021,1359.62,90.83
Gilead sciences inc.,GILD,"",105803799.0,7682413000.0,0.174232,0.1825,91,598438.0,0.568828,addition,8.4380668,Q2 2002,HEALTH CARE,13F,12/31/2021,46.5582,61.82
Stryker corp.,SYK,"",28652681.0,7662301000.0,0.173776,0.1872,92,72587.0,0.253977,addition,7.5860937,Q2 2002,HEALTH CARE,13F,12/31/2021,92.9032,261.7
American express co,AXP,"",46602078.0,7624100000.0,0.172909,0.1977,93,-918850.0,-1.933569,reduction,6.1538044,Q2 2002,FINANCE,13F,12/31/2021,51.38,181.16
Simon property group  inc.,SPG,"",47545983.0,7596421000.0,0.172282,0.1529,94,187712.0,0.396366,addition,14.4697819,Q2 2002,REAL ESTATE,13F,12/31/2021,101.3715,127.88
Booking holdings inc. (priceline),BKNG,"",3143232.0,7541338000.0,0.171032,0.1849,95,6398.0,0.203964,addition,7.6545671,Q2 2002,CONSUMER DISCRETIONARY,13F,12/31/2021,663.1909,2227.29
Mondelez international inc. (kraft foods),MDLZ,"",113509194.0,7526794000.0,0.170703,0.1633,96,492873.0,0.436108,addition,8.1370223,Q2 2002,CONSUMER STAPLES,13F,12/31/2021,30.3668,63.72
Public storage  inc.,PSA,"",20084013.0,7522668000.0,0.170609,0.1475,97,95221.0,0.476372,addition,11.4532323,Q2 2002,REAL ESTATE,13F,12/31/2021,128.0244,408.5
Lockheed martin corp.,LMT,"",20852508.0,7411191000.0,0.168081,0.1825,98,-438344.0,-2.058837,reduction,7.8235798,Q2 2002,INDUSTRIALS,13F,12/31/2021,155.56,467.66
Pnc financial services group  inc. (the) (provident national trust co.),PNC,"",36927929.0,7404788000.0,0.167936,0.1791,99,78468.0,0.212942,addition,8.8248310,Q2 2002,FINANCE,13F,12/31/2021,80.296,175.0
Deere & co.,DE,"",21484587.0,7366850000.0,0.167075,0.1789,100,-6699.0,-0.031171,reduction,7.0031567,Q2 2002,INDUSTRIALS,13F,12/31/2021,86.61,436.75
Marsh & mclennan companies  inc.,MMC,"",42128173.0,7322717000.0,0.166074,0.1579,101,140383.0,0.334342,addition,8.3792866,Q2 2002,FINANCE,13F,12/31/2021,50.1435,169.76
Altria group  inc. (philip morris),MO,"",154163044.0,7305787000.0,0.16569,0.1732,102,933963.0,0.609521,addition,8.4832809,Q2 2002,CONSUMER STAPLES,13F,12/31/2021,32.2125,54.98
Sherwin-williams co.,SHW,"",20613398.0,7259215000.0,0.164634,0.1432,103,-4455.0,-0.021607,reduction,7.9115659,Q2 2002,MATERIALS,13F,12/31/2021,150.07,252.9
Cme group inc,CME,"",31356965.0,7163812000.0,0.16247,0.1494,104,254162.0,0.817168,addition,8.7243370,Q4 2002,FINANCE,13F,12/31/2021,107.1811,237.66
Duke energy corp.,DUK,"",66738560.0,7000875000.0,0.158775,0.1605,105,508085.0,0.767147,addition,8.6684772,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,184.7673,114.85
Moderna inc,MRNA,"",27426570.0,6965801000.0,0.15798,0.2598,106,245159.0,0.901936,addition,6.8052591,Q4 2018,HEALTH CARE,13F,12/31/2021,132.4858,165.49
Csx corp,CSX,"",183589803.0,6902977000.0,0.156555,0.1374,107,-2408062.0,-1.294672,reduction,8.4270387,Q2 2002,TRANSPORTS,13F,12/31/2021,29.08,35.06
Chubb limited,CB,"",35503624.0,6863205000.0,0.155653,0.1532,108,-51636.0,-0.145227,reduction,8.3297014,Q2 2002,FINANCE,13F,12/31/2021,96.73,210.52
Tjx companies inc.,TJX,"",89858041.0,6822022000.0,0.154719,0.1485,109,-776799.0,-0.857064,reduction,7.5328752,Q2 2002,CONSUMER DISCRETIONARY,13F,12/31/2021,33.31,62.71
Truist financial corp,TFC,"",116494076.0,6820727000.0,0.154689,0.1686,110,784869.0,0.678312,addition,8.7655879,Q2 2002,FINANCE,13F,12/31/2021,45.8958,52.14
Vanguard 500 index fund-etf shares,VOO,"",15620752.0,6819552000.0,0.154663,0.1531,111,-4494.0,-0.028761,reduction,No Data,Q4 2012,FINANCE,13F,12/31/2021,284.26,402.52
Sba communications corp.,SBAC,"",17363296.0,6754669000.0,0.153191,0.1424,112,23013.0,0.132714,addition,16.0890977,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,112.6168,355.38
Estee lauder companies inc.,EL,"",17887435.0,6621928000.0,0.150181,0.1329,113,41972.0,0.235197,addition,7.6960199,Q2 2002,CONSUMER STAPLES,13F,12/31/2021,77.7079,263.87
Colgate-palmolive co.,CL,"",76746614.0,6549555000.0,0.148539,0.1431,114,532105.0,0.698168,addition,9.1300512,Q2 2002,CONSUMER STAPLES,13F,12/31/2021,50.2252,80.94
Realty income corp.,O,"",89344766.0,6396191000.0,0.145061,0.0981,115,26512710.2,42.196153,addition,15.1093625,Q2 2002,REAL ESTATE,13F,12/31/2021,55.3784,72.61
Edwards lifesciences corp.,EW,"",49076649.0,6357879000.0,0.144192,0.1372,116,269987.0,0.553177,addition,7.8988146,Q2 2002,HEALTH CARE,13F,12/31/2021,23.3574,120.02
Illinois tool works inc,ITW,"",25701561.0,6343145000.0,0.143858,0.1321,117,-41741.0,-0.162143,reduction,8.2132785,Q2 2002,INDUSTRIALS,13F,12/31/2021,73.44,196.27
Synopsys inc.,SNPS,"",17070637.0,6290529000.0,0.142665,0.1265,118,62629.0,0.368232,addition,11.1500849,Q2 2002,INFORMATION TECHNOLOGY,13F,12/31/2021,54.556,294.77
Southern co.,SO,"",90764249.0,6224612000.0,0.14117,0.1395,119,140231.0,0.154739,addition,8.5608350,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,42.8798,75.99
Ford motor co.,F,"",298630831.0,6202563000.0,0.14067,0.1048,120,642134.0,0.215489,addition,7.5921893,Q2 2002,CONSUMER DISCRETIONARY,13F,12/31/2021,11.5399,15.48
U.s. bancorp (first national bank of cincinnati),USB,"",109186579.0,6133011000.0,0.139092,0.1606,121,392653.0,0.360914,addition,7.3524405,Q2 2002,FINANCE,13F,12/31/2021,32.5652,52.71
Becton  dickinson and co.,BDX,"",24780775.15,6079872000.0,0.137887,0.1475,122,18877.42,0.076236,addition,8.4897547,Q2 2002,HEALTH CARE,13F,12/31/2021,137.297,271.68
General motors co,GM,"",102724091.0,6022714000.0,0.136591,0.1343,123,118788.0,0.115772,addition,7.0696891,Q4 2010,CONSUMER DISCRETIONARY,13F,12/31/2021,36.8552,40.13
Cigna holding co,CI,"",26120848.0,5998130000.0,0.136033,0.1327,124,-578722.0,-2.167533,reduction,8.2043828,Q2 2002,FINANCE,13F,12/31/2021,113.01,259.21
Charter communications inc,CHTR,"",9188697.0,5990755000.0,0.135866,0.1704,125,-240856.0,-2.554267,reduction,4.7984586,Q4 2010,COMMUNICATIONS,13F,12/31/2021,210.63,555.32
Air products & chemicals inc,APD,"",19637915.0,5975032000.0,0.13551,0.1242,126,120742.0,0.618645,addition,8.8571831,Q2 2002,MATERIALS,13F,12/31/2021,100.4409,246.84
Intercontinental exchange inc,ICE,"",43498491.0,5949288000.0,0.134926,0.1235,127,188097.0,0.4343,addition,7.7419796,Q4 2005,FINANCE,13F,12/31/2021,51.2912,124.53
Iqvia holdings inc,IQV,"",20970407.0,5916590000.0,0.134184,0.1246,128,24486.0,0.116901,addition,10.9841547,Q2 2013,HEALTH CARE,13F,12/31/2021,89.7349,238.48
Welltower inc.,WELL,"",68821686.0,5902837000.0,0.133872,0.1372,129,1801505.0,2.688004,addition,15.3867244,Q2 2002,REAL ESTATE,13F,12/31/2021,61.5315,96.03
Pioneer natural resources co.,PXD,"",24583077.0,5890105249.2,0.133584,,130,378211.0,1.562541,addition,10.1213235,,ENERGY,13G,02/28/2022,,254.75
Eaton corp. (torbenson axle co. - eaton axle & spring),ETN,"",34026467.0,5880454000.0,0.133365,0.1256,131,160841.0,0.474939,addition,8.5157732,Q2 2002,CONSUMER DISCRETIONARY,13F,12/31/2021,62.066,139.91
Cadence design systems  inc.,CDNS,"",31373044.0,5846367000.0,0.132592,0.1183,132,-65766.0,-0.209187,reduction,11.3239091,Q2 2002,INFORMATION TECHNOLOGY,13F,12/31/2021,23.76,149.8
Waste management  inc.,WM,"",34980666.0,5838273000.0,0.132408,0.1298,133,-7564.0,-0.021619,reduction,8.4374787,Q2 2002,INDUSTRIALS,13F,12/31/2021,47.8,159.16
Kla corp,KLAC,"",13509990.0,5810782000.0,0.131785,0.1305,134,-2195178.0,-13.977425,reduction,8.9639115,Q2 2002,INFORMATION TECHNOLOGY,13F,12/31/2021,69.9,321.48
Xilinx  inc,XLNX,"",26975240.0,5719561000.0,0.129716,0.1006,135,153097.0,0.570786,addition,N/A,Q2 2002,INFORMATION TECHNOLOGY,13F,12/31/2021,44.5957,
Cbre group inc common stock class a,CBRE,"",52322773.0,5677544000.0,0.128763,0.1263,136,97741.0,0.187154,addition,15.7445736,Q2 2004,REAL ESTATE,13F,12/31/2021,36.4049,85.56
Amphenol corp. (1987),APH,"",64683170.0,5657190000.0,0.128301,0.1172,137,222913.0,0.345815,addition,10.7996117,Q2 2002,INFORMATION TECHNOLOGY,13F,12/31/2021,41.0505,70.38
Avalonbay communities  inc.,AVB,"",22369485.0,5650308000.0,0.128145,0.1226,138,98433.0,0.441977,addition,16.0065024,Q2 2002,REAL ESTATE,13F,12/31/2021,130.5793,246.61
Dexcom inc,DXCM,"",10410319.0,5589821000.0,0.126773,0.1406,139,61061.0,0.590004,addition,10.7250307,Q2 2005,HEALTH CARE,13F,12/31/2021,124.6426,492.11
