Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Walt disney co. (the),DIS,"",116787053.0,18089148000.0,0.455822,0.5674,28,-3008403.0,-2.511283,reduction,6.4146386,Q3 2007,COMMUNICATIONS,13F,12/31/2021,114.16,130.47
Costco co.,COST,"",31078322.0,17643166000.0,0.444584,0.3791,29,944199.0,3.133322,addition,7.0118725,Q3 2007,CONSUMER STAPLES,13F,12/31/2021,205.0917,590.39
Netflix inc,NFLX,"",29223880.0,17605636000.0,0.443638,0.4621,30,2179427.0,8.058684,addition,6.6148054,Q2 2009,COMMUNICATIONS,13F,12/31/2021,212.7629,341.13
Lilly (eli) & co.,LLY,"",63632522.0,17576577000.0,0.442906,0.3878,31,3676934.0,6.132763,addition,6.6816521,Q3 2007,HEALTH CARE,13F,12/31/2021,102.7957,301.86
Abbvie inc,ABBV,"",128197554.0,17357949000.0,0.437397,0.3831,32,1358115.0,1.070736,addition,7.2580336,Q1 2013,HEALTH CARE,13F,12/31/2021,75.8279,162.31
Btc ishares core msci total international stock etf,IXUS,"",241152932.0,17107389000.0,0.431083,0.4531,33,13230668.0,5.804904,addition,No Data,Q2 2015,FINANCE,13F,12/31/2021,58.0389,65.29
Intel corp.,INTC,"",331347190.0,17064379000.0,0.429999,0.4839,34,6936922.0,2.138318,addition,8.1372100,Q3 2007,INFORMATION TECHNOLOGY,13F,12/31/2021,39.0757,45.67
Salesforce.com inc.,CRM,"",66550473.0,16912472000.0,0.426172,0.4918,35,1786860.0,2.759049,addition,6.7222700,Q3 2007,INFORMATION TECHNOLOGY,13F,12/31/2021,122.0735,189.41
Coca cola co.,KO,"",279741946.0,16563519000.0,0.417378,0.3964,36,9884447.0,3.662839,addition,6.4531090,Q3 2007,CONSUMER STAPLES,13F,12/31/2021,43.9876,65.02
Intuit  inc.,INTU,"",25129120.0,16163554000.0,0.4073,0.3544,37,1664393.0,7.09317,addition,8.8854355,Q4 2007,INFORMATION TECHNOLOGY,13F,12/31/2021,200.9416,465.11
Exxonmobil corp. (standard oil of new jersey),XOM,"",262259467.0,16047658000.0,0.404379,0.4336,38,-1015641.0,-0.385772,reduction,6.1947264,Q3 2007,ENERGY,13F,12/31/2021,79.84,87.83
Comcast corp.  class a,CMCSA,"",312385608.0,15722367000.0,0.396183,0.4815,39,4885047.0,1.58863,addition,6.9054021,Q3 2007,COMMUNICATIONS,13F,12/31/2021,37.5234,47.58
Merck & co,MRK,"",198224263.0,15191909000.0,0.382816,0.3951,40,10326974.0,5.496074,addition,7.8475322,Q3 2007,HEALTH CARE,13F,12/31/2021,65.3031,86.91
Verizon communications (bell atlantic corp.),VZ,"",290740891.0,15106895000.0,0.380673,0.4384,41,791443.0,0.272959,addition,6.9259910,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,50.0153,53.83
Nike inc.,NKE,"",89964963.0,14994459000.0,0.37784,0.3646,42,298848.0,0.33329,addition,5.6893209,Q3 2007,CONSUMER DISCRETIONARY,13F,12/31/2021,62.5171,133.46
Qualcomm inc.,QCOM,"",81379537.0,14881876000.0,0.375003,0.2819,43,3319939.0,4.253082,addition,7.2332124,Q3 2007,INFORMATION TECHNOLOGY,13F,12/31/2021,69.9333,136.91
Chevron corp. (standard oil of california),CVX,"",126043765.0,14791236000.0,0.372719,0.3655,44,-2633518.0,-2.046607,reduction,6.4719031,Q3 2007,ENERGY,13F,12/31/2021,106.19,171.59
Danaher corp.,DHR,"",44189145.0,14538673000.0,0.366355,0.3889,45,-1432350.0,-3.139638,reduction,6.1772538,Q4 2019,HEALTH CARE,13F,12/31/2021,162.2,276.98
Nextera energy inc.,NEE,"",155328784.0,14501495000.0,0.365418,0.3328,46,3926202.0,2.59322,addition,7.9138545,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,67.3446,82.81
Paypal holdings inc,PYPL,"",75987482.0,14329721000.0,0.36109,0.5905,47,-5062459.0,-6.246098,reduction,6.5225031,Q3 2015,COMMUNICATIONS,13F,12/31/2021,63.1,102.31
Mcdonalds corp.,MCD,"",52918755.0,14185930000.0,0.357466,0.3417,48,2294758.0,4.532945,addition,7.1167083,Q3 2007,CONSUMER DISCRETIONARY,13F,12/31/2021,142.7315,250.51
Texas instruments  inc.,TXN,"",73785202.0,13906299000.0,0.35042,0.3923,49,885939.0,1.215292,addition,7.9951238,Q3 2007,INFORMATION TECHNOLOGY,13F,12/31/2021,89.3249,173.66
Wells fargo & co.  (northwest bancorporation),WFC,"",281093073.0,13486845000.0,0.33985,0.3832,50,-13809606.0,-4.682767,reduction,7.3940950,Q3 2007,FINANCE,13F,12/31/2021,52.18,46.35
Walmart inc,WMT,"",92145965.0,13332599000.0,0.335964,0.3604,51,-206135.0,-0.223206,reduction,3.3219179,Q3 2007,CONSUMER STAPLES,13F,12/31/2021,78.52,157.08
Prologis  inc.,PLD,"",77044162.0,12971155000.0,0.326856,0.2561,52,4127777.0,5.660973,addition,10.4113732,Q4 2008,REAL ESTATE,13F,12/31/2021,67.405,162.7
Advanced micro devices inc,AMD,"",88837161.0,12783668000.0,0.322131,0.2464,53,3309946.0,3.87005,addition,7.4073966,Q4 2008,INFORMATION TECHNOLOGY,13F,12/31/2021,28.3614,93.06
At&t inc. (southwestern bell - sbc corp.),T,"",682747796.28,12685494000.0,0.319657,0.3938,54,-6748905.97,-0.978816,reduction,7.2193516,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,38.3,19.54
Lowes companies  inc.,LOW,"",46706387.0,12072668000.0,0.304215,0.2775,55,-2155499.0,-4.411412,reduction,7.0600241,Q3 2008,CONSUMER DISCRETIONARY,13F,12/31/2021,82.97,201.28
Union pacific corp.,UNP,"",45822201.0,11543985000.0,0.290893,0.2362,56,2776330.0,6.449701,addition,7.1945794,Q3 2007,TRANSPORTS,13F,12/31/2021,120.9198,246.21
Applied materials inc.,AMAT,"",71844772.0,11305493000.0,0.284883,0.2699,57,-3046905.0,-4.068416,reduction,8.1328060,Q4 2008,INFORMATION TECHNOLOGY,13F,12/31/2021,45.37,113.36
Amgen  inc.,AMGN,"",50046345.0,11258926000.0,0.28371,0.2918,58,1032929.0,2.107441,addition,8.8850301,Q3 2007,HEALTH CARE,13F,12/31/2021,170.9387,254.02
United parcel service  inc. class b,UPS,"",52091461.0,11165282000.0,0.28135,0.2729,59,-1433327.0,-2.677875,reduction,7.1030436,Q3 2007,TRANSPORTS,13F,12/31/2021,118.6,188.02
Medtronic plc,MDT,"",107903362.0,11162603000.0,0.281283,0.3615,60,4883180.0,4.740023,addition,8.0432509,Q3 2007,HEALTH CARE,13F,12/31/2021,84.0114,109.02
American tower corp.  class a,AMT,"",36636712.0,10716237000.0,0.270035,0.2551,61,2302202.0,6.705213,addition,8.0363968,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,151.0449,255.54
Bristol-myers squibb co,BMY,"",169226707.0,10551284000.0,0.265878,0.2924,62,-7307256.0,-4.139292,reduction,7.7637157,Q3 2007,HEALTH CARE,13F,12/31/2021,57.03,77.51
Servicenow inc,NOW,"",16190700.0,10509544000.0,0.264826,0.2809,63,65623.0,0.406962,addition,8.0953500,Q3 2012,INFORMATION TECHNOLOGY,13F,12/31/2021,191.3031,507.33
Morgan stanley,MS,"",106794945.0,10482992000.0,0.264157,0.3084,64,-6402153.0,-5.655757,reduction,5.9515288,Q3 2007,FINANCE,13F,12/31/2021,49.68,84.76
Oracle corp,ORCL,"",119247252.0,10399550000.0,0.262055,0.2863,65,1886260.0,1.607229,addition,4.4692742,Q3 2007,INFORMATION TECHNOLOGY,13F,12/31/2021,45.3035,79.45
Anthem inc,ANTM,"",21474453.0,9954268000.0,0.250834,0.226,66,-180422.0,-0.83317,reduction,8.4790652,Q3 2007,HEALTH CARE,13F,12/31/2021,174.07,516.72
Zoetis  inc.,ZTS,"",40315810.0,9838266000.0,0.247911,0.2114,67,1427812.0,3.671601,addition,8.5420176,Q1 2013,HEALTH CARE,13F,12/31/2021,78.4398,187.3
Citigroup  inc.,C,"",160163284.0,9672265000.0,0.243728,0.3165,68,-940849.0,-0.584001,reduction,8.0854016,Q3 2007,FINANCE,13F,12/31/2021,78.3,50.93
Cvs health corp. (melville shoe),CVS,"",93556501.0,9651288000.0,0.243199,0.2247,69,-1038447.0,-1.097783,reduction,7.1280577,Q3 2007,CONSUMER STAPLES,13F,12/31/2021,73.46,103.68
Starbucks corp.,SBUX,"",82463592.0,9645766000.0,0.24306,0.231,70,7672037.0,10.257892,addition,7.1688770,Q4 2008,CONSUMER DISCRETIONARY,13F,12/31/2021,63.3049,79.5
Spdr s&p 500 etf trust,SPY,CALL,20153200.0,9571961000.0,0.241201,0.4937,71,-20938700.0,-50.955784,reduction,No Data,Q4 2012,FINANCE,13F,12/31/2021,,437.79
Intuitive surgical inc,ISRG,"",26538660.0,9535341000.0,0.240278,0.2484,72,-239016.0,-0.892594,reduction,7.3883746,Q1 2009,HEALTH CARE,13F,12/31/2021,135.69,279.7
Blackrock inc. class a,BLK,"",10141086.0,9284770000.0,0.233964,0.2376,73,20505.0,0.202607,addition,6.6699065,Q2 2009,FINANCE,13F,12/31/2021,441.9995,688.17
Target corp.,TGT,"",39463243.0,9133375000.0,0.230149,0.2636,74,-1690280.0,-4.107255,reduction,8.5341048,Q4 2008,CONSUMER DISCRETIONARY,13F,12/31/2021,80.85,237.2
Goldman sachs group inc,GS,"",23795472.0,9102958000.0,0.229382,0.2458,75,570001.0,2.454206,addition,7.0416432,Q3 2007,FINANCE,13F,12/31/2021,242.4386,321.64
Philip morris international inc,PM,"",94109468.0,8940401000.0,0.225286,0.244,76,2179980.0,2.371361,addition,6.0722531,Q2 2008,CONSUMER STAPLES,13F,12/31/2021,106.8197,101.77
S&p global inc. (mcgraw-hill inc.),SPGI,"",18812872.0,8878360000.0,0.223723,0.2086,77,1277266.0,7.283843,addition,5.4211572,Q4 2008,COMMUNICATIONS,13F,12/31/2021,176.8996,387.59
Charles schwab corp,SCHW,"",105402885.0,8864385000.0,0.223371,0.2208,78,-2867792.0,-2.648725,reduction,5.8085351,Q4 2007,FINANCE,13F,12/31/2021,44.27,82.75
International business machines corp.,IBM,"",65452374.0,8748364000.0,0.220447,0.251,79,924180.0,1.432211,addition,7.2780660,Q3 2007,INFORMATION TECHNOLOGY,13F,12/31/2021,164.9814,126.56
Gilead sciences inc.,GILD,"",118961206.0,8637775000.0,0.21766,0.2366,80,-2021143.0,-1.67061,reduction,9.4873966,Q3 2007,HEALTH CARE,13F,12/31/2021,68.12,61.82
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",41185153.0,8587518000.0,0.216394,0.2453,81,-83670.0,-0.202744,reduction,6.0082060,Q3 2007,INDUSTRIALS,13F,12/31/2021,131.25,195.19
Raytheon technologies corp. (united technologies),RTX,"",98553636.0,8481525000.0,0.213723,0.2403,82,-1300361.0,-1.302262,reduction,6.6131468,Q3 2007,INDUSTRIALS,13F,12/31/2021,67.06,104.27
Linde plc (praxair inc.),LIN,"",24310993.0,8422058000.0,0.212225,0.196,83,450203.0,1.88679,addition,4.7431019,Q4 2007,MATERIALS,13F,12/31/2021,146.3059,318.52
Conocophillips (phillips petroleum),COP,"",111073845.0,8017310000.0,0.202025,0.2038,84,3652817.0,3.400467,addition,8.5472524,Q3 2007,ENERGY,13F,12/31/2021,50.7681,101.37
Lam research corp.,LRCX,"",11100869.0,7983188000.0,0.201166,0.1803,85,-212363.0,-1.877121,reduction,7.9576040,Q3 2007,INFORMATION TECHNOLOGY,13F,12/31/2021,162.13,456.16
Automatic data processing inc,ADP,"",31994621.0,7889233000.0,0.198798,0.1745,86,817884.0,2.623379,addition,7.6169460,Q4 2008,INFORMATION TECHNOLOGY,13F,12/31/2021,112.4488,229.2
Micron technology  inc.,MU,"",84437352.0,7865339000.0,0.198196,0.1718,87,-2012523.0,-2.327965,reduction,7.5405499,Q3 2007,INFORMATION TECHNOLOGY,13F,12/31/2021,37.05,70.13
Crown castle international corp,CCI,"",37010877.0,7725650000.0,0.194676,0.1557,88,4919828.0,15.330842,addition,8.5630795,Q1 2009,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,119.241,192.68
Analog devices inc,ADI,"",43050848.0,7567047000.0,0.190679,0.2049,89,-642448.0,-1.470358,reduction,8.2265628,Q4 2007,INFORMATION TECHNOLOGY,13F,12/31/2021,113.19,156.5
Equinix inc,EQIX,"",8928856.0,7552383000.0,0.19031,0.1878,90,441521.0,5.202116,addition,9.8421007,Q2 2009,INFORMATION TECHNOLOGY,13F,12/31/2021,511.3505,735.24
Caterpillar inc.,CAT,"",36502143.0,7546454000.0,0.19016,0.2028,91,-1225416.0,-3.248066,reduction,6.8115240,Q3 2007,INDUSTRIALS,13F,12/31/2021,106.98,227.81
American express co,AXP,"",45902704.0,7509683000.0,0.189234,0.2242,92,-1903009.0,-3.980715,reduction,6.0614521,Q3 2007,FINANCE,13F,12/31/2021,87.3,181.16
Marsh & mclennan companies  inc.,MMC,"",43136914.0,7498062000.0,0.188941,0.1702,93,2986547.0,7.438405,addition,8.5799250,Q4 2007,FINANCE,13F,12/31/2021,83.6939,169.76
3m co. (minnesota mining & manufacturing),MMM,"",41810186.0,7426745000.0,0.187144,0.2045,94,179402.0,0.430936,addition,7.3457923,Q3 2007,INDUSTRIALS,13F,12/31/2021,186.9598,147.38
Edwards lifesciences corp.,EW,"",57040983.0,7389659000.0,0.186209,0.1681,95,4007132.0,7.555801,addition,9.1806624,Q2 2009,HEALTH CARE,13F,12/31/2021,64.672,120.02
Moderna inc,MRNA,"",27661473.0,7025462000.0,0.177032,0.2897,96,779313.0,2.898997,addition,6.8635448,Q4 2018,HEALTH CARE,13F,12/31/2021,138.2063,165.49
Cigna holding co,CI,"",29587275.0,6794127000.0,0.171203,0.1655,97,62416.0,0.211402,addition,9.2931642,Q3 2007,FINANCE,13F,12/31/2021,168.1899,259.21
General motors co,GM,"",115439614.0,6768223000.0,0.17055,0.1729,98,-1728624.0,-1.475335,reduction,7.9447983,Q4 2010,CONSUMER DISCRETIONARY,13F,12/31/2021,36.82,40.13
Public storage  inc.,PSA,"",17255693.0,6463290000.0,0.162866,0.1397,99,456793.0,2.719184,addition,9.8403372,Q4 2008,REAL ESTATE,13F,12/31/2021,220.5965,408.5
General electric co,GE,"",68206900.0,6443507000.0,0.162368,0.2026,100,-2018451.0,-2.874248,reduction,6.2044521,Q3 2007,INDUSTRIALS,13F,12/31/2021,31.98,90.83
Intercontinental exchange inc,ICE,"",46929022.0,6418482000.0,0.161737,0.1335,101,5408445.0,13.025939,addition,8.3525548,Q4 2008,FINANCE,13F,12/31/2021,77.7924,124.53
Stryker corp.,SYK,"",23860749.0,6380841000.0,0.160789,0.1787,102,-343412.0,-1.418814,reduction,6.3173802,Q3 2007,HEALTH CARE,13F,12/31/2021,144.37,261.7
Estee lauder companies inc.,EL,"",16953258.0,6276099000.0,0.158149,0.1258,103,1969898.0,13.147238,addition,7.2940928,Q4 2008,CONSUMER STAPLES,13F,12/31/2021,146.2352,263.87
Booking holdings inc. (priceline),BKNG,"",2608920.0,6259400000.0,0.157728,0.1715,104,29197.0,1.131788,addition,6.3533818,Q3 2007,CONSUMER DISCRETIONARY,13F,12/31/2021,1768.5678,2227.29
Lockheed martin corp.,LMT,"",17560981.0,6241348000.0,0.157274,0.167,105,274160.0,1.585948,addition,6.5886433,Q3 2007,INDUSTRIALS,13F,12/31/2021,278.5391,467.66
Boeing company,BA,"",30786905.0,6198021000.0,0.156182,0.1887,106,136818.0,0.446387,addition,5.2147181,Q3 2007,INDUSTRIALS,13F,12/31/2021,190.5282,181.94
Marvell technology group ltd,MRVL,"",70754622.0,6190323000.0,0.155988,0.1156,107,2305751.0,3.368574,addition,8.3456737,Q2 2009,INFORMATION TECHNOLOGY,13F,12/31/2021,31.0609,60.97
Regeneron pharmaceuticals inc.,REGN,"",9610871.0,6069457000.0,0.152942,0.1587,108,244009.0,2.605024,addition,9.0908958,Q4 2009,HEALTH CARE,13F,12/31/2021,474.5589,733.02
Sherwin-williams co.,SHW,"",17154122.0,6040997000.0,0.152225,0.1384,109,-521986.0,-2.95306,reduction,6.5838716,Q3 2007,MATERIALS,13F,12/31/2021,288.18,252.9
Pnc financial services group  inc. (the) (provident national trust co.),PNC,"",29974459.0,6010476000.0,0.151456,0.1615,110,486126.0,1.648537,addition,7.1631295,Q4 2008,FINANCE,13F,12/31/2021,126.9823,175.0
Deere & co.,DE,"",17429966.0,5976561000.0,0.150601,0.1857,111,-2368794.0,-11.964355,reduction,5.6815047,Q3 2007,INDUSTRIALS,13F,12/31/2021,128.94,436.75
Idexx laboratories inc.,IDXX,"",8990586.0,5919940000.0,0.149175,0.1514,112,296552.0,3.410983,addition,10.6714346,Q2 2009,HEALTH CARE,13F,12/31/2021,242.6628,496.78
Cadence design systems  inc.,CDNS,"",31520631.0,5873868000.0,0.148014,0.1325,113,264277.0,0.845514,addition,11.3771797,Q2 2009,INFORMATION TECHNOLOGY,13F,12/31/2021,51.3019,149.8
Fidelity national information services inc,FIS,"",53774624.0,5869500000.0,0.147904,0.1801,114,902020.0,1.706025,addition,8.8214311,Q4 2008,FINANCE,13F,12/31/2021,110.5069,102.45
Tjx companies inc.,TJX,"",76599062.0,5815400000.0,0.14654,0.1479,115,-3470836.0,-4.334758,reduction,6.4213639,Q3 2007,CONSUMER DISCRETIONARY,13F,12/31/2021,44.15,62.71
Mondelez international inc. (kraft foods),MDLZ,"",87518897.0,5803380000.0,0.146237,0.1445,116,-1213286.0,-1.367357,reduction,6.2738814,Q3 2007,CONSUMER STAPLES,13F,12/31/2021,43.48,63.72
Csx corp,CSX,"",151615861.0,5700758000.0,0.143651,0.122,117,5149812.0,3.516045,addition,6.9593883,Q3 2007,TRANSPORTS,13F,12/31/2021,35.581,35.06
Newmont mining corp. (holding co.),NEM,"",91635497.0,5683233000.0,0.14321,0.1401,118,-533991.0,-0.579358,reduction,11.5621169,Q3 2007,MATERIALS,13F,12/31/2021,36.1,84.77
Charter communications inc,CHTR,"",8655420.0,5643072000.0,0.142198,0.171,119,260167.0,3.098977,addition,4.5199743,Q3 2010,COMMUNICATIONS,13F,12/31/2021,332.5197,555.32
Ford motor co.,F,"",270177973.0,5611596000.0,0.141405,0.1057,120,3676091.0,1.379387,addition,6.8688230,Q3 2007,CONSUMER DISCRETIONARY,13F,12/31/2021,10.9258,15.48
Duke energy corp.,DUK,"",53412420.0,5602963000.0,0.141187,0.1451,121,299355.0,0.563618,addition,6.9375837,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,85.1414,114.85
Truist financial corp,TFC,"",95681454.0,5602147000.0,0.141167,0.1585,122,-826443.0,-0.856348,reduction,7.1995437,Q3 2007,FINANCE,13F,12/31/2021,50.0,52.14
Simon property group  inc.,SPG,"",35039594.0,5598275000.0,0.141069,0.1232,123,1181872.0,3.490701,addition,10.6636828,Q3 2007,REAL ESTATE,13F,12/31/2021,155.2672,127.88
Altria group  inc. (philip morris),MO,"",117741481.0,5579770000.0,0.140603,0.1527,124,-2092234.0,-1.745948,reduction,6.4790759,Q3 2007,CONSUMER STAPLES,13F,12/31/2021,66.3,54.98
Colgate-palmolive co.,CL,"",65218485.0,5565745000.0,0.140249,0.1273,125,5039853.0,8.374821,addition,7.7586238,Q3 2007,CONSUMER STAPLES,13F,12/31/2021,72.385,80.94
Cme group inc,CME,"",24161904.0,5520029000.0,0.139097,0.1383,126,-1390408.0,-5.441418,reduction,6.7224808,Q3 2007,FINANCE,13F,12/31/2021,133.83,237.66
U.s. bancorp (first national bank of cincinnati),USB,"",95616688.0,5370789000.0,0.135337,0.1561,127,1789050.0,1.906741,addition,6.4386669,Q3 2007,FINANCE,13F,12/31/2021,50.9201,52.71
Boston scientific inc.,BSX,"",125391513.0,5326632000.0,0.134224,0.1487,128,2991252.0,2.443828,addition,8.7887672,Q4 2007,HEALTH CARE,13F,12/31/2021,29.0482,44.25
Nxp semiconductors n.v.,NXPI,"",23341781.0,5316790000.0,0.133976,0.1238,129,764512.0,3.386202,addition,8.8908147,Q1 2011,INFORMATION TECHNOLOGY,13F,12/31/2021,135.1951,170.0
Illinois tool works inc,ITW,"",21540015.0,5316074000.0,0.133958,0.1169,130,1340520.0,6.636404,addition,6.8834007,Q4 2008,INDUSTRIALS,13F,12/31/2021,141.6108,196.27
Vertex pharmaceuticals  inc.,VRTX,"",23944931.0,5258308000.0,0.132502,0.1196,131,397036.0,1.686079,addition,9.4057830,Q2 2008,HEALTH CARE,13F,12/31/2021,146.945,287.97
Chubb limited,CB,"",27072527.0,5233391000.0,0.131874,0.1331,132,-339430.0,-1.238255,reduction,6.3516351,Q3 2007,FINANCE,13F,12/31/2021,136.05,210.52
Humana  inc.,HUM,"",11254356.0,5220447000.0,0.131548,0.1151,133,693945.0,6.571193,addition,8.8796470,Q3 2007,HEALTH CARE,13F,12/31/2021,249.2711,460.56
Becton  dickinson and co.,BDX,"",21212045.98,5204300000.0,0.131141,0.1367,134,849508.73,4.17192,addition,7.2671281,Q3 2007,HEALTH CARE,13F,12/31/2021,198.629,271.68
Ishares msci eafe etf,EFA,"",66129430.0,5203064000.0,0.13111,0.127,135,7976631.0,13.716676,addition,No Data,Q2 2009,FINANCE,13F,12/31/2021,66.1752,72.02
Southern co.,SO,"",73889061.0,5067311000.0,0.127689,0.1273,136,539395.0,0.735375,addition,6.9691764,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,51.3467,75.99
Waste management  inc.,WM,"",29941759.0,4997279000.0,0.125925,0.1235,137,407039.0,1.378171,addition,7.2220739,Q1 2008,INDUSTRIALS,13F,12/31/2021,77.9854,159.16
Autodesk  inc.,ADSK,"",17765885.0,4995588000.0,0.125882,0.1379,138,488853.0,2.829496,addition,8.1754409,Q4 2008,INFORMATION TECHNOLOGY,13F,12/31/2021,116.7333,196.73
