Summary data collected by the Greenhouse Gas Reporting Program for 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 08/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Primary NAICS Code,Industry Type (subparts),Total reported direct emissions from Electrical Equipment Use,SF6 emissions ,Does the facility employ continuous emissions monitoring? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007339,110000398338,BP Whiting Business Unit,WHITING,IN,46394,2815 INDIANAPOLIS BLVD,Lake,41.6703,-87.4803,324110,"C,D,DD,MM-REF,P,Y","1,158.24","1,158.24",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013043,110011042460,Basin Electric Power Cooperative,Bismarck,ND,58503,1717 East Interstate Avenue,BURLEIGH COUNTY,46.83447,-100.76678,221122,DD,"6,103.56","6,103.56",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013207,110070525536,Bearkat Substation,Garden City,TX,79739,,GLASSCOCK COUNTY,31.766,-101.5312,221121,DD,0.00,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005611,110000912503,Bonneville Power Administration - Transmission,Vancouver,WA,98663, 5411 NE Hwy 99,CLARK COUNTY,45.6616,-122.6572,221121,DD,"26,019.36","26,019.36",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006158,110043812620,CON EDISON - ELECTRIC TRANSMISSION & DISTRIBUTION SYSTEM,New York,NY,10003,4 Irving Place,NEW YORK COUNTY,40.7341,-73.98868,237130,DD,"64,745.16","64,745.16",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008343,110005031009,"CenterPoint Energy Houston Electric, LLC substations",Houston,TX,77034,"4500 South Shaver, Building D",HARRIS COUNTY,29.639182,-95.208525,221121,DD,"24,633.12","24,633.12",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011288,110000807379,Central Hudson Gas and Electric Corporation Elec T&D Equipment,Poughkeepsie,NY,12601,284 South Avenue,DUTCHESS COUNTY,41.690648,-73.931605,221122,DD,"3,910.20","3,910.20",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009507,110007995562,Clark Energy Center,Marcy,NY,13403,6520 Glass Factory Road,ONEIDA COUNTY,43.17781,-75.22843,221121,DD,"12,660.84","12,660.84",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007204,110000519582,Coalinga Cogeneration Facility,COALINGA,CA,93210,32812 WEST GALE AVE,Fresno,36.1807,-120.3885,221112,"D,DD",0.00,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009855,110016675141,Consumers Energy - Electric Asset Management,Jackson,MI,49201,One Energy Plaza,JACKSON COUNTY,42.24668,-84.40311,221121,DD,818.52,818.52,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013208,110070525546,Cottonwood Substation,Roaring Springs,TX,79220,,DICKENS COUNTY,33.7783,-100.8766,221121,DD,0.00,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002040,110008170237,DOW TEXAS OPERATIONS FREEPORT,FREEPORT,TX,77541,2301 N. BRAZOSPORT BLVD. BUILDING B-101,BRAZORIA COUNTY,28.9792,-95.3549,325110,"C,DD,TT,W-UNSTG,X",29.64,29.64,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009685,110064038535,Duke Energy Power Delivery Carolinas,Charlotte,NC,28202,526 South Church St,MECKLENBURG COUNTY,35.22476,-80.84901,221121,DD,"249,121.92","249,121.92",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009540,110043808591,Duke Energy Power Delivery Midwest,Cincinnati,OH,45202,139 East Fourth Street,HAMILTON COUNTY,39.10036,-84.50994,221121,DD,"8,789.40","8,789.40",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008769,110055514420,East Garden City Substation,Garden City,NY,11599,595 Stewart Avenue,NASSAU COUNTY,40.731721,-73.611541,221121,DD,"1,452.36","1,452.36",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001695,110013859547,East Kentucky Power Transmission System,Winchester,KY,40391,4775 Lexington Road,CLARK COUNTY,38.02152,-84.25715,221112,DD,"4,092.60","4,092.60",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011120,110009694919,Entergy (all subsidiary companies),New Orleans,LA,70113,639 Loyola Ave.,ORLEANS PARISH,29.94914,-90.07633,221122,DD,"11,625.72","11,625.72",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009620,110017609346,Evergy Transmission and Distribution,Topeka,KS,66612,818 S Kansas Ave,SHAWNEE COUNTY,39.04854,-95.67468,221121,DD,"9,993.24","9,993.24",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003060,110010115623,FPL Transmission and Distribution System,Riviera Beach,FL,33407,"2455 Port West Blvd, BLDG-E",PALM BEACH COUNTY,26.768814,-80.101219,221121,DD,"41,040.00","41,040.00",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013209,110070525537,Faraday Substation,Gail,TX,79720,,BORDEN COUNTY,32.6479,-101.3971,221121,DD,0.00,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009854,110013718281,FirstEnergy Substation Group,Akron,OH,44308,76 South Main Street,SUMMIT COUNTY,41.08312,-81.51766,221121,DD,"134,540.52","134,540.52",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001032,110008138078,Gibbons Creek Steam Electric Station,ANDERSON,TX,77830,12824 FM244,Grimes,30.6167,-96.0778,221112,"D,DD","1,525.32","1,525.32",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013210,110070525538,Grelton Substation,Stanton,TX,79749,,MARTIN COUNTY,32.1664,-101.8815,221121,DD,0.00,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013499,,Gulf Power Company Transmission and Distribution,Pensacola,FL,32520,One Energy Place,,30.414704,-87.202644,221121,DD,"1,388.52","1,388.52",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010344,110001760540,HECO Distribution and Transmission,Honolulu,HI,96814,820 Ward Avenue,HONOLULU COUNTY,21.30042,-157.85149,221122,DD,"3,600.12","3,600.12",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013286,110064638227,Hummel Station LLC,Selinsgrove,PA,17876,2386 N. Old Trail Road,SNYDER COUNTY,40.8361,-76.825,221112,"C,D,DD",0.00,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010527,110049258772,ITC Great Plains,Novi,MI,48377,27175 Energy Way,OAKLAND COUNTY,42.4926,-83.44298,221121,DD,228.00,228.00,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009726,110049258772,ITC Midwest,Novi,MI,48377,27175 Energy Way,OAKLAND COUNTY,42.4926,-83.44298,221121,DD,"9,735.60","9,735.60",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009725,110049258772,ITC Transmission/Michigan Electric Transmission Company,Novi,MI,48377,27175 Energy Way,OAKLAND COUNTY,42.4926,-83.44298,221121,DD,"39,298.08","39,298.08",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013535,110068750514,Indianapolis Power & Light Company,Indianapolis,IN,46221,1230 W. Morris Street,MARION COUNTY,39.75142,-86.18121,221122,DD,"1,705.44","1,705.44",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004001,110006825908,Kern River Cogeneration Facility,BAKERSFIELD,CA,93308,1546 SW China Grade Loop,KERN COUNTY,35.4518,-118.9851,221112,"C,DD",182.40,182.40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009894,110028044998,LCRA Transmission Services,Austin,TX,78703,3700 Lake Austin Blvd,TRAVIS COUNTY,30.29394,-97.78362,221121,DD,"23,144.28","23,144.28",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009765,110043814708,"LG&E and KU Energy, LLC - Subpart DD SF6",Louisville,KY,40202,220 West Main Street,JEFFERSON COUNTY,38.25634,-85.75418,221112,DD,"37,677.00","37,677.00",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009868,110004550352,LIPA T&D System,Uniondale,NY,11553,333 Earle Ovington Blvd,NASSAU COUNTY,40.724276,-73.59322,221121,DD,"16,721.52","16,721.52",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013238,110070525510,Liberty Utilities Kodiak Service Center,Joplin,MO,64804,3400 S. Kodiak Rd.,NEWTON COUNTY,37.05216,-94.405951,221122,DD,656.64,656.64,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013211,110070525539,Long Draw Substation,Gail,TX,79738,,BORDEN COUNTY,32.7213,-101.633,221121,DD,0.00,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009555,110037257884,Los Angeles Department of Water and Power - electric power transmission & distribution entity (SF6),Los Angeles,CA,90012,111 N. Hope Street,LOS ANGELES COUNTY,34.05651,-118.24976,221121,DD,"20,460.72","20,460.72",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009627,110043787676,MidAmerican Energy Company,Des Moines,IA,50309,"666 Grand Avenue, Suite 500",POLK COUNTY,41.58758,-93.62616,221122,DD,"10,560.96","10,560.96",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014009,110069018459,Montana-Dakota Utilities Co. - Electric Power System,Bismarck,ND,58501,400 N Fourth St.,BURLEIGH COUNTY,46.80891,-100.7861,221121,DD,148.20,148.20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001564,110070828021,Muscatine,MUSCATINE,IA,52761,3205 CEDAR ST,Muscatine,41.3917,-91.0569,221112,"C,D,DD",20.52,20.52,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010121,110003116663,NIPSCO Electric Transmission,Merrillville,IN,46410,801 East 86th Avenue,LAKE COUNTY,41.46339,-87.32624,221121,DD,"4,986.36","4,986.36",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010049,110001979574,NPPD T&D System,Columbus,NE,68601,1414 15th Street,PLATTE COUNTY,41.43107,-97.34489,221121,DD,"9,560.04","9,560.04",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009612,110009461126,Nevada Power d/b/a NV Energy Transmission,Las Vegas,NV,89146,6226 West Sahara Ave,CLARK COUNTY,36.14427,-115.22733,221112,DD,"12,068.04","12,068.04",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009741,110040452676,New England Power Company,Waltham,MA,02451,40 Sylvan Road,MIDDLESEX COUNTY,42.396463,-71.271237,221121,DD,"13,816.80","13,816.80",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009542,110043783956,"Northern States Power Company, A Minnesota Corporation - Subpart DD",Minneapolis,MN,55401,414 Nicollet Mall,HENNEPIN COUNTY,44.97967,-93.26989,221121,DD,"29,838.36","29,838.36",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007416,110055511799,Oklahoma Gas & Electric Co.,Oklahoma City,OK,73102,321 N Harvey Mailcode WN50,OKLAHOMA COUNTY,35.471181,-97.516602,221122,DD,"32,902.68","32,902.68",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008107,110032905792,Oncor Electric Delivery,Dallas,TX,75202,1616 Woodall Rodgers Freeway,DALLAS COUNTY,32.78705,-96.80382,221122,DD,"27,054.48","27,054.48",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013650,110020829264,Otter Tail Power Co. Transmisstion & Distribution System,Fergus Falls,MN,56537,215 S. Cascade St.,OTTER TAIL COUNTY,46.28221,-96.07241,221122,DD,"1,073.88","1,073.88",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000326,110043797585,PECO Transmission and Distribution,Philadelphia,PA,19103,2301 Market Street  S7-2,DELAWARE COUNTY,39.832588,-75.424143,221121,DD,"24,345.84","24,345.84",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010144,110014010453,PGE T&D Facility,Portland,OR,97204,121 SW Salmon Street,MULTNOMAH COUNTY,45.52,-122.66999,221122,DD,"5,538.12","5,538.12",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009440,110022767503,PNM Electric Operations,Albuquerque,NM,87107,4201 Edith Boulevard NE,BERNALILLO COUNTY,35.12388,-106.6329,221122,DD,"29,047.20","29,047.20",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009569,110046591318,PPL Electric Utilities,Allentown,PA,18101,2 North 9th Street,LEHIGH COUNTY,40.608388,-75.45599,221122,DD,"1,251.72","1,251.72",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010191,110055519728,PREPA Electrical Transmission and Distribution Equiment,San Juan,PR,00936,Ponce de Leon Avenue Box 364267,SAN JUAN MUNICIPIO,18.466224,-66.105724,221121,DD,"9,742.44","9,742.44",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010796,110001527517,PSE&G Subpart DD,Newark,NJ,07102,80 Park Plaza,ESSEX COUNTY,40.73811,-74.16993,221121,DD,"18,472.56","18,472.56",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009619,110000896816,PacifiCorp (T&D System),Salt Lake City,UT,84116,"1407 west North Temple, Suite 110",SALT LAKE COUNTY,40.768613,-111.926354,221121,DD,"25,203.12","25,203.12",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009578,110000844631,Pacific Gas and Electric Company (PG&E) - SF6 Emissions,San Francisco,CA,94105,77 Beale Street,SAN FRANCISCO COUNTY,37.79134,-122.39604,221122,DD,"56,607.84","56,607.84",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013811,110013380867,PowerSouth Transmission System,Andalusia,AL,36421,2027 East Three Notch Street,COVINGTON COUNTY,31.32981,-86.46757,221121,DD,114.00,114.00,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009543,110070082036,Public Service Company of Colorado - Subpart DD,Minneapolis,MN,55401,414 Nicollet Mall,HENNEPIN COUNTY,44.97967,-93.26989,221121,DD,"26,922.24","26,922.24",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010301,110043790092,Puget Sound Energy T&D,Bellevue,WA,98004,10885 N.E. 4th Street,KING COUNTY,47.61373,-122.19453,221122,DD,"15,561.00","15,561.00",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012373,110067566440,Red Gate Power Plant,Edinburg,TX,78541,3428 WEST FM 490,HIDALGO COUNTY,26.450628,-98.177386,221112,"C,DD",0.00,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012430,110070082282,Rochester Gas and Electric - Subpart DD,Rochester,NY,14649,89 East Avenue,MONROE COUNTY,43.15694,-77.60186,221122,DD,"1,322.40","1,322.40",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009695,110043808270,SCE&G Electric Power Delivery,Cayce,SC,29033,220 Operations Way,LEXINGTON COUNTY,33.956548,-81.047512,221121,DD,"28,037.16","28,037.16",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003998,110006825908,SYCAMORE COGENERATION Facility,BAKERSFIELD,CA,93308,1546 SW China Grade Loop,KERN COUNTY,35.4518,-118.9851,221112,"C,DD",216.60,216.60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013543,110011658278,Sacramento Municipal Utility District (SMUD)-SF6,Sacramento,CA,95817,6201 S Street,SACRAMENTO COUNTY,38.551717,-121.429721,221121,DD,"1,887.84","1,887.84",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000507,110035420719,Salinas River Cogeneration Facility,SAN ARDO,CA,93450,"Star Route 42, Wunpost Road",Monterey,35.9515,-120.8679,221112,"D,DD",0.00,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009888,110039345045,Salt River Project - T & D Equipment,Tempe,AZ,85281,1521 N. Project Drive,MARICOPA COUNTY,33.447479,-111.952819,221121,DD,"7,334.76","7,334.76",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013191,110070525544,Sand Bluff Substation,Big Spring,TX,79720,,GLASSCOCK COUNTY,32.0035,-101.2729,221121,DD,31.92,31.92,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000506,110043089537,Sargent Canyon Cogeneration Facility,San Ardo,CA,93450,,Monterey,35.9359,-120.8405,221112,"D,DD",0.00,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010082,110005373390,Seattle City Light,Seattle,WA,98124,"700 5th Ave, Suite 3300, PO Box 34023",KING COUNTY,47.60443,-122.32983,221111,DD,458.28,458.28,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013733,110060029115,Shell Chemical Appalachia LLC,monaca,PA,15061,300 frankfort road,BEAVER COUNTY,40.66564,-80.33646,325110,DD,0.00,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009784,110009461126,Sierra Pacific Power Co d/b/a NV Energy Transmission,Las Vegas,NV,89146,6226 W Sahara Ave,CLARK COUNTY,36.14427,-115.22733,221112,DD,574.56,574.56,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009787,110011661022,Southern California Edison,Rosemead,CA,91770,2244 Walnut Grove Avenue,LOS ANGELES COUNTY,34.05306,-118.0818,221122,DD,"151,588.08","151,588.08",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009585,110055517196,Southern Company Transmission and Distribution,Atlanta,GA,30308,30 Ivan Allen Jr. Blvd. NW,FULTON COUNTY,33.76466,-84.38826,221121,DD,"67,909.80","67,909.80",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009544,110043783956,Southwestern Public Service Company - Subpart DD,Minneapolis,MN,55401,414 Nicollet Mall,HENNEPIN COUNTY,44.97967,-93.26989,221121,DD,"140,860.68","140,860.68",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009537,110039616216,T&D FLORIDA,SAINT PETERSBURG,FL,33701,299 FIRST AVE N,PINELLAS COUNTY,27.77209,-82.6371,221112,DD,"126,125.04","126,125.04",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008733,110004954194,TVA Transmission System,Chattanooga,TN,37402,1101 Market St. ,HAMILTON COUNTY,35.04299,-85.3093,221121,DD,"35,547.48","35,547.48",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009645,110055517392,Tampa Electric Company,Tampa,FL,33601,PO Box 111,HILLSBOROUGH COUNTY,27.94,-82.45,221121,DD,"4,881.48","4,881.48",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009439,110055516794,Texas New Mexico Power,Lewisville,TX,75067,577 N. Garden Ridge Boulevard,DENTON COUNTY,33.04887,-97.03545,221122,DD,"4,491.60","4,491.60",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009917,110017281430,Transmission and Distribution,"El Paso, TX",TX,79901,100 North Stanton Street ,EL PASO COUNTY,31.75853,-106.48587,221112,DD,"31,128.84","31,128.84",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008193,110011661451,Tucson Electric Power Company,Tucson,AZ,85701,88 East Broadway Blvd.,PIMA COUNTY,32.16306,-110.89745,221122,DD,"1,176.48","1,176.48",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010321,110055520397,Vermont Electric Power Company,Rutland,VT,05701,366 Pinnacle Ridge Rd,RUTLAND COUNTY,43.66108,-72.9926,221121,DD,319.20,319.20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009971,110020903502,Virginia Electric and Power Company,Richmond,VA,23219,120 Tredegar Street,RICHMOND CITY,37.533948,-77.452741,221121,DD,"30,973.80","30,973.80",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010171,110015846691,WAPA,Lakewood,CO,80228,12155 West Alameda Parkway,JEFFERSON COUNTY,39.7061,-105.1367,221122,DD,"69,218.52","69,218.52",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
