Summary data collected by the Greenhouse Gas Reporting Program for 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 08/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004064,110043785918,Jefferson Cocke County Utility District,Newport,TN,37821,122 Highway 25 E,COCKE COUNTY,35.97379,-83.212725,221210,NN-LDC,,,,,137758.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005143,110018204138,"Jo-Carroll Energy, Inc.",Elizabeth,IL,61028,793 U.S. Route 20 West,JO DAVIESS COUNTY,42.295213,-90.205711,221122,NN-LDC,,,,,54202.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010137,110007870688,Johnson Controls,Milwaukee,WI,53202,507 E Michigan St.,MILWAUKEE COUNTY,43.03763,-87.90451,334512,QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010195,110029587409,"Juno International, LLC",Eatontown,NJ,07724,36 Eaton Road,MONMOUTH COUNTY,40.27892,-74.0479,325120,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002082,110035798580,KANSAS ETHANOL LLC,LYONS,KS,67554,1630 AVE Q,RICE COUNTY,38.28959,-98.19522,325193,"C,II,PP",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004267,110000481611,KERN OIL & REFINING CO.,BAKERSFIELD,CA,93307,7724 E PANAMA LN ,KERN COUNTY,35.295278,-118.921111,324110,"C,MM-REF,Y",,3678940.1149101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002602,110019656905,KEYSPAN GAS EAST CORPORATION,Hicksville,NY,11801,175 East Old Country Road,NASSAU COUNTY,40.766791,-73.510559,221210,"NN-LDC,W-LDC",,,,,10023896.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002836,110043811514,"KM Tejas Texas City Extraction Plant, TX",Texas City,TX,77592,900 Grant Ave,GALVESTON COUNTY,29.375833,-94.940833,211130,NN-FRAC,,,,,,84195.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002407,110000536714,KOCH FERITLIZER ENID LLC ENID NITROGEN PLT,ENID,OK,73701,1619 SOUTH 78TH,GARFIELD COUNTY,36.3791,-97.7613,325311,"C,G,PP,V",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006575,110000596846,"KOCH FERTILIZER BEATRICE, LLC",BEATRICE,NE,68310,21178 SOUTHWEST 89TH ROAD,GAGE COUNTY,40.319088,-96.8414,325311,"C,G,PP,V",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006037,110021074317,"KOCH FERTILIZER DODGE CITY, LLC",DODGE CITY,KS,67801,11559 U.S. HIGHWAY 50,FORD COUNTY,37.777013,-99.929746,325311,"C,G,PP,V",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013943,,KSP CO2 Plant,Tad,WV,25201,1544 Natural Resources Circle,,38.2951422245565,-81.4628883715081,211130,PP,,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004107,110043794276,Kansas Gas Service,Overland Park,KS,66213,7421 W. 129th St,JOHNSON COUNTY,38.89568,-94.67305,221210,"NN-LDC,W-LDC",,,,,5932523.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010442,110000486322,Kapolei Refinery,Kapolei,HI,96707,91-325 Komohana St.,HONOLULU COUNTY,21.3041,-158.0912,324110,MM-REF,,11059470.3907478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010728,110045620672,Keyera Energy Inc.,Houston,TX,77042,"Suite 210, 10370 Richmond Ave",HARRIS COUNTY,29.7277,-95.55628,424710,"MM-EXP,MM-IMP",,,confidential,926427.3599819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011199,110038902015,"Kia Georgia, Inc.",West Point,GA,31833,7777 Kia Parkway,TROUP COUNTY,32.9159,-85.11761,336111,"C,QQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011431,110000834893,"Kidde Fenwal, Inc.",Ashland,MA,01721,400 Main Street,MIDDLESEX COUNTY,42.255641,-71.458205,325998,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004709,110039153028,"Kinder Morgan Altamont LLC Altamont Gas Plant, Altamont, UT",ALTAMONT,UT,84001,17790 WEST 3750 NORTH,DUCHESNE COUNTY,40.35932,-110.28605,211130,"C,NN-FRAC,W-PROC",,,,,,502772.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002521,110000727580,King Ranch Gas Plant,Kingsville,TX,78375,,KLEBERG COUNTY,27.4656,-98.0576,486210,"C,NN-FRAC,W-PROC",,,,,,1590925.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013700,,"Kiva Energy, Inc.",Manteca,CA,95336,1262 Dupont Court,,37.787834,-121.194497,424720,MM-IMP,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007292,110055511691,"Kivlan & Company, Inc.",Mechanicsburg,PA,17050,"100 Sterling Parkway, Suite 111",CUMBERLAND COUNTY,40.24332,-77.02712,425120,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011230,110058239954,"Knox Energy Cooperative Association, Inc.",Canton,OH,44718,"4100 Holiday Street, NW Suite 201",STARK COUNTY,40.85116,-81.42535,221210,NN-LDC,,,,,92356.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011775,110064541063,"Knox Energy Cooperative Association, Inc.",Kane,PA,16735,7083 RT 321,MCKEAN COUNTY,41.653004,-78.785607,221210,NN-LDC,,,,,26449.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002423,110070081833,Knoxville Utilities Board,Knoxville,TN,37921,4505 Middlebrook Pike,KNOX COUNTY,35.973564,-84.027317,221122,NN-LDC,,,,,640929.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010446,,"Koch Carbon, LLC",Wichita,KS,67220,4111 E. 37th Street North,,37.7645505,-97.276076,423520,MM-EXP,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007046,110010507861,"Koch Fertilizer Ft. Dodge, LLC",Duncombe,IA,50532,3162 200TH STREET,WEBSTER COUNTY,42.499406,-94.017177,325311,"C,G,PP,V",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010404,110054619999,"Koch Supply & Trading, LP",Wichita,KS,67220,4111 East 37th Street North,SEDGWICK COUNTY,37.75228,-97.28994,424720,"MM-IMP,MM-EXP",,,confidential,3807812.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010439,110054620102,"Kolmar Americas, Inc.",Bridgeport,CT,06604,10 Middle Street,FAIRFIELD COUNTY,41.17855,-73.18843,424720,"MM-IMP,MM-EXP",,,confidential,1315296.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005343,110014399098,LA VETA Gas Plant,"LA VETA, 4.7 MI W OF",CO,81055,,HUERFANO COUNTY,37.539714,-105.105336,211130,PP,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007283,110000449499,LAKE CHARLES CARBON CO,LAKE CHARLES,LA,70605,4040 West Tank Farm ROAD,CALCASIEU PARISH,30.11837,-93.29295,324199,"C,MM-IMP",,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003319,110043783340,"LAMBDA ENERGY RESOURCES, LLC-KALKASKA GAS PLANT",KALKASKA,MI,49646,1080 PROUGH RD SW,KALKASKA COUNTY,44.69818,-85.19514,211130,"C,NN-FRAC,W-PROC",,,,,,109995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010409,110070082078,LAXFUEL Corporation,Los Angeles,CA,90045,9900 LAXFUEL Road,LOS ANGELES COUNTY,33.951611,-118.387578,424710,MM-IMP,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010226,,LG Electronics USA Inc.,Englewood Cliffs,NJ,07632,111 Sylvan Avenue,,40.8923269,-73.9418603,423620,QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002701,110043814708,"LG&E and KU Energy, LLC",Louisville,KY,40202,220 West Main,JEFFERSON COUNTY,38.25634,-85.75418,486210,"NN-LDC,W-LDC",,,,,2328754.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001386,110043973153,LIBERTY UTILITIES - GEORGIA,Columbus,GA,31901,2300 Victory Dr.,DALLAS COUNTY,32.92548,-96.81613,221210,NN-LDC,,,,,409838.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005481,110024302958,LIBERTY UTILITIES - MASSACHUSETTS,FALL RIVER,MA,02722,P.O. Box 911,BRISTOL COUNTY,41.70285,-71.16312,221210,"NN-LDC,W-LDC",,,,,340382.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005641,110015846094,LINAM RANCH GAS PLANT,HOBBS,NM,88240,,LEA COUNTY,32.6953,-103.2853,211130,"C,PP,UU,W-PROC",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002119,110002321381,"LINDE - WHITING, IN 1-4",EAST CHICAGO,IN,46312,2551 DICKEY ROAD,LAKE COUNTY,41.668631,-87.472829,325120,"C,P,PP",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003529,110043800786,LINDE ELECTRONICS AND SPECIALTY GASES,Hampton,NJ,08827,"53 Frontage Rd, Suite 210",WARREN COUNTY,40.67725,-75.14239,325120,"OO,PP",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007861,110017419667,LION OIL CO-EL DORADO REFINERY,EL DORADO,AR,71730,1000 MCHENRY,UNION COUNTY,33.200091,-92.675095,324110,"C,MM-REF,P,Y",,9872286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000064,110000516834,LONE STAR GAS LIQUIDS,SHAFTER,CA,93263,19430 BEECH AVENUE,KERN COUNTY,35.447778,-119.26,211130,"C,NN-FRAC,W-PROC",,,,,,641069.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005642,110043971468,LOS ALAMOS COUNTY UTILITIES,LOS ALAMOS,NM,87544,"1000 Central Avenue, Suite 130",LOS ALAMOS COUNTY,35.881811,-106.300598,221210,NN-LDC,,,,,42870.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005162,110005726287,LPG Supply & Distribution,Kapolei,HI,96707,91-239 Kuhela Street,HONOLULU COUNTY,21.30216,-158.09985,221210,MM-IMP,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002286,110001187144,LUNDAY-THAGARD COMPANY,SOUTH GATE,CA,90280,9301 SOUTH GARFIELD AVENUE,LOS ANGELES COUNTY,33.946295,-118.16704,324110,"C,MM-REF,Y",,1071129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007562,110000463221,LYONDELL CHEMICAL CHANNELVIEW,CHANNELVIEW,TX,77530,2502 SHELDON RD.,HARRIS COUNTY,29.816654,-95.107603,325110,"C,MM-EXP",,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005876,110043971690,Lake Apopka Natural Gas District,Winter Garden,FL,34787,1320 S. Winter Garden Vineland Rd. ,ORANGE COUNTY,28.524224,-81.591442,221210,NN-LDC,,,,,110719.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005701,110043788256,Lancaster Municipal Gas,Lancaster,OH,43130,1424 Campground Rd.,FAIRFIELD COUNTY,39.74096,-82.66591,221210,NN-LDC,,,,,105526.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003699,110017180744,Laurens Commission of Public Works,Laurens,SC,29360,212 Church Street,LAURENS COUNTY,34.50083,-82.01958,221210,NN-LDC,,,,,50316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002998,110043785213,Lawrenceburg Utility Systems,Lawrenceburg,TN,38464,1607 N. Locust Ave.,LAWRENCE COUNTY,35.26244,-87.32377,221210,NN-LDC,,,,,33801.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000343,110000595348,Lemont Refinery,LEMONT,IL,60439,135TH STREET AND NEW AVENUE,Will,41.6439,-88.0467,324110,"C,MM-REF,P,Y",,22136305.059559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010232,110055519960,Lennox International Inc,Richardson,TX,75080,2140 Lake Park Blvd,DALLAS COUNTY,32.98068,-96.760897,333415,QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010835,,"Lenz Sales & Dist., Inc.",New Berlin,IL,62670,4825 Waverly Road,,39.74502,-90.26362,424690,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004755,110043815440,Lewisburg Gas Department,Lewisburg,TN,37091,505 North Ellington Pkwy,MARSHALL COUNTY,35.452352,-86.777364,221210,NN-LDC,,,,,31666.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010935,110056383211,Lexington Gas System,Lexington,TN,38351,54 Monroe Avenue,HENDERSON COUNTY,35.648981,-88.394311,221210,NN-LDC,,,,,48782.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006769,110043971208,Libby Ranch CO2 Production,Bueyeros,NM,88415,,HARDING COUNTY,35.8938,-103.7021,211120,PP,,,,,,,146756.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001395,110063988840,Liberty Utilities - Hannibal Office,Hannibal,MO,63401,2 Industrial Loop Drive,DALLAS COUNTY,32.925488,-96.816137,221210,NN-LDC,,,,,433762.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001387,110043973153,Liberty Utilities - Keokuk Office,Keokuk,IA,52632,2547 Hilton Road,DALLAS COUNTY,32.92548,-96.81613,221210,NN-LDC,,,,,149645.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005747,110063988859,Liberty Utilities - Virden Office,Virden,IL,62690,136 E. Dean Street,DALLAS COUNTY,32.925488,-96.816137,221210,NN-LDC,,,,,123362.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003719,110070081873,Lignite Gas Plant,Lignite,ND,58752,,BURKE COUNTY,48.8743194,-102.5457778,211130,"NN-FRAC,PP,UU",,,,,,141658.6,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000411,110000395475,Lima Refinery,LIMA,OH,45804,1150 SOUTH METCALF STREET,Allen,40.7234,-84.1133,324110,"C,MM-REF,Y",,19338184.1635195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006451,110000307864,"Limetree Bay Refining and Terminals, LLC",CHRISTIANSTED,VI,00820,1 ESTATE HOPE,ST. CROIX ISLAND,17.7102,-64.7544,324110,"C,MM-REF,Y",,1494971.263594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008002,110009059703,Linde Decatur,DECATUR,AL,35601,900 LINDE LN,MORGAN COUNTY,34.62946,-87.01574,325120,"C,P,PP",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007113,110038158604,Linde Inc.,Danbury,CT,06810,10 Reverview Drive,FAIRFIELD COUNTY,41.38486,-73.515305,325120,"OO,PP",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013727,110070716021,Lone Star Frac 6 & 8,Mont Belvieu,TX,77580,,CHAMBERS COUNTY,29.847742,-94.9243,486210,"C,NN-FRAC,W-PROC",,,,,,11028589.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013929,110070930967,Lone Star NGL Frac VII,Mont Belvieu,TX,77580,,CHAMBERS COUNTY,29.847742,-94.9243,486210,"C,NN-FRAC,W-PROC",,,,,,11518531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012131,110070082163,Lone Star NGL Fracs 4 & 5,Mont Belvieu,TX,77580,,CHAMBERS COUNTY,29.847742,-94.9243,486210,"C,NN-FRAC,W-PROC",,,,,,18953364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006087,110000505105,Longview Gas Plant,Longview,TX,75604,3407 Camp Switch Road,GREGG COUNTY,32.503611,-94.868056,211130,"C,NN-FRAC,W-PROC",,,,,,491398.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006627,110017428988,Los Angeles Refinery (LAR),CARSON,CA,90810,2350 E. 223rd Street,LOS ANGELES COUNTY,33.8099,-118.2383,324110,"C,P,PP,Y",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007661,110038160584,MARTIN OPERATING PTNR LP,SMACKOVER,AR,71762,484 EAST 6TH STREET,UNION COUNTY,33.364143,-92.716924,324110,"C,MM-REF,P,Y",,942852.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001804,110000483245,MARTINEZ REFINING COMPANY LLC,MARTINEZ,CA,94553,3485 PACHECO BLVD,CONTRA COSTA COUNTY,38.016594,-122.115392,324110,"C,MM-REF,P,Y",,16466984.786905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005045,110043790715,MBI NGLP Mont Belvieu Plant,Mont Belvieu,TX,77580,9900 FM1942,CHAMBERS COUNTY,29.848405,-94.890932,211130,"C,NN-FRAC,W-PROC",,,,,,11184917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002255,110000579525,MCFS-CONWAY FRACTIONATOR,MCPHERSON,KS,67460,1407 5TH AVENUE,MCPHERSON COUNTY,38.3775,-97.833056,211130,"C,NN-FRAC,W-PROC",,,,,,4786594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013816,110070435223,MEGlobal Oyster Creek,Freeport,TX,77541,4057 E. Hwy 332,BRAZORIA COUNTY,28.980228,-95.333659,325199,"C,PP,X",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007059,110000448837,MERAUX REFINERY,MERAUX,LA,70075,2500 EAST SAINT BERNARD HIGHWAY,ST. BERNARD PARISH,29.930517,-89.940643,324110,"C,MM-REF,Y",,14500003.7475964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007715,110043814735,MESSER LLC CORTEZ PLANT,CORTEZ,CO,81321,14207 RD G,MONTEZUMA COUNTY,37.343787,-108.760096,325120,"C,PP",,,,,,,70053.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006675,110043796023,MEXICHEM FLUOR INC.,SAINT GABRIEL,LA,70776,4990B ICI ROAD,IBERVILLE PARISH,30.235778,-91.096005,325120,"C,L,OO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004530,110000767206,"MGPI of Indiana, LLC",LAWRENCEBURG,IN,47025,7 RIDGE AVE,DEARBORN COUNTY,39.098667,-84.860861,312140,"C,PP",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007847,110025333707,MID-MISSOURI ENERGY LLC,MALTA BEND,MO,65339,15311 N. SALINE 65 HWY,SALINE COUNTY,39.197222,-93.386389,325193,"C,PP",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005446,110009555542,MIDSTREAM ENERGY PARTNERS NORTH COLES LEVEE GAS PLANT,TUPMAN,CA,93276,9224 TUPMAN ROAD,KERN COUNTY,35.280555,-119.311943,211130,"C,NN-FRAC,W-PROC",,,,,,652498.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006610,110011730733,"MIDWEST ENERGY, INC.",HAYS,KS,67601,1330 Canterbury,ELLIS COUNTY,38.87282,-99.29933,221210,NN-LDC,,,,,690548.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007949,110043971976,"MIDWEST NATURAL GAS, INC.",LA CROSSE,WI,54602,3600 STH 157,TREMPEALEAU COUNTY,44.370224,-91.316517,221210,NN-LDC,,,,,142203.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007458,110000464024,MOTIVA ENTERPRISES LLC,PORT ARTHUR,TX,77640,2555 SAVANNAH AVE,JEFFERSON COUNTY,29.883333,-93.958333,324110,"C,MM-REF,Y",,84684301.7350562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012859,,Macquarie Commodities Trading US,Houston,TX,77002,"500 Dallas Street, Suite 3300",,29.752554,-95.3704009,424720,"MM-IMP,MM-EXP",,,confidential,2004596.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010284,110037899021,Macquarie Energy North America Trading Inc,Houston,TX,77002,"500 Dallas Street, Suite 3100",HARRIS COUNTY,29.75788,-95.37013,523130,MM-EXP,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008035,110011434377,"Madison Gas and Electric Company, LDC",Madison,WI,53703,133 S. Blair Street,DANE COUNTY,43.0149,-89.4603,221210,NN-LDC,,,,,1620136.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008826,110043305492,Majorsville Gas Plant,Dallas,WV,26036,1700 Majorsville Road,MARSHALL COUNTY,39.96334,-80.51943,211130,"C,NN-FRAC,W-PROC",,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003564,110043783420,Marathon El Paso Refinery,EL PASO,TX,79905,212 North Clark Street,EL PASO COUNTY,31.76945,-106.41426,324110,"C,MM-REF,P,Y",,16576211.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005966,110025329918,Marathon Mandan Refinery,Mandan,ND,58554,900 Old Red Trail NE,MORTON COUNTY,46.85055,-100.88083,324110,"C,MM-REF,Y",,8940575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010539,,Marathon Petroleum Company LP,Findlay,OH,45840,539 S Main St,,41.0462307,-83.6561215,324110,"MM-IMP,MM-EXP",,,confidential,24957567.0546349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011549,110059678353,Marathon Petroleum Corporation,Dickinson,ND,58601,3815 116th Avenue SW,DUNN COUNTY,47.087672,-102.9482,324110,"C,MM-REF,P,Y",,960048.7022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004902,110056904060,Marion Ethanol LLC d/b/a Poet Biorefining - Marion,Marion,OH,43302,1660 Hillman Ford Road,MARION COUNTY,40.61856,-83.15956,325193,"C,PP",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000335,110043972225,Marshall County Gas District,Guntersville,AL,35976,1245 Gunter Ave,MARSHALL COUNTY,34.34834,-86.30136,926130,NN-LDC,,,,,186155.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011779,110057307212,Matheson Tri-Gas,Warren,NJ,07059,3 Mountainview Road,SOMERSET COUNTY,40.64997,-74.58788,325120,"OO,PP",,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003862,110007337202,Matheson Tri-Gas Inc. - Donora,Donora,PA,15033,1 Nitrous Lane,WASHINGTON COUNTY,40.18906,-79.85558,325120,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007286,110000483833,"Matheson Tri-Gas, Inc. - Richmond",Richmond,CA,94801,1100 Hensley Street,CONTRA COSTA COUNTY,37.94859,-122.36384,325120,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002367,110010473406,Mazda North American Operations,Irvine,CA,92618,200 Spectrum Center Drive,ORANGE COUNTY,33.65854,-117.74968,423110,QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007319,110030493277,"Memphis Light, Gas, and Water",memphis,TN,38103,220 South Main Street,SHELBY COUNTY,35.139623,-90.055237,221122,"NN-LDC,W-LDC",,,,,4299743.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011744,110064007275,"Mercuria Energy America, LLC",Houston,TX,77046,"20 East Greenway Plaza, Suite 650",HARRIS COUNTY,29.731463,-95.439028,523130,"MM-IMP,MM-EXP",,,confidential,33740473.9679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011945,110067409423,Metroplex Energy Inc,Atlanta,GA,30339,3225 Cumberland Blvd SE,COBB COUNTY,33.87815,-84.46104,424720,MM-IMP,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
