1009946,110058380309,Booker Trosper Upper Morrow Unit,Booker,TX,79005,,OCHILTREE COUNTY,36.458,-100.5462,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009630,110024584412,Brookhaven EOR Facility,Brookhaven,MS,39601,1030 California Road,LINCOLN COUNTY,31.591444,-90.517306,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012644,110070082420,CIRCLE RIDGE FIELD,THERMOPOLIS,WY,82443,,FREMONT COUNTY,43.5255,-109.0461,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013609,110070385361,Campo Viejo Gas Processing Plant,Plains,TX,79355,1548 County Road 165,YOAKUM COUNTY,33.149918,-102.991166,211130,"C,UU,W-PROC",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009997,110058379758,Camrick Unit,Balko,OK,73931,,BEAVER COUNTY,36.521,-100.8975,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007479,110015761996,ConocoPhillips Permian (430),Houston,TX,77079,925 N. Eldridge Parkway,MIDLAND COUNTY,32.02786,-102.09198,211120,"UU,W-ONSH",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009631,110055517310,Cranfield EOR Facility,Cranfield,MS,39661,887 B Hwy 84,FRANKLIN COUNTY,31.486641,-91.09694,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012519,110070082340,Delaware Basin Gas Plant,Coyanosa,TX,79730,1220 Conty Road 101,,31.2407567,-103.065333,211130,"C,PP,UU,W-PROC",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009632,110043295797,Delhi EOR Facility,Delhi,LA,71232,481 Hwy 609,RICHLAND PARISH,32.441732,-91.588175,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013859,110070920488,Denver City Fields,Denver City,TX,79323,,GAINES COUNTY,32.9233,-102.9019,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008412,110055513234,Dilley Treating Facility,Cotulla,TX,78014,"28.596, -99.362",LA SALLE COUNTY,28.461253,-99.10135,211120,"C,PP,UU,W-PROC",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010406,110070082077,Dollarhide CO2 Flood,Andrews,TX,79714,,ANDREWS COUNTY,32.145954,-103.048034,211130,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009956,110010751347,"Elk Operating Services, LLC 585 Paradox Basin",Denver,CO,80203,"1700 Lincoln St., Suite 2550",DENVER COUNTY,39.742905,-104.98738,211120,"UU,W-ONSH",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012092,110070082160,Emma San Andres Field,Andrews County,TX,79714,,ANDREWS COUNTY,32.121352,-102.63604,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009633,110002216003,Eucutta EOR Facility,Shubuta,MS,39360,31 Hess Camp Drive,WAYNE COUNTY,31.78154,-88.82722,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009999,110058379776,Farnsworth Unit CO2 Flood,Farnsworth,TX,79033,,OCHILTREE COUNTY,36.2653,-101.026,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012643,110070082419,GARLAND UNIT,CODY,WY,82414,,BIG HORN COUNTY,44.7953,-108.5459,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012688,110070082446,GRASS CREEK FIELD,THERMOPOLIS,WY,82443,,HOT SPRINGS COUNTY,43.9588,-108.6635,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011085,110057067828,Goldsmith Landreth San Andres Unit Injection Facility,Goldsmith,TX,79741,1801 N Station Road,ECTOR COUNTY,31.9873,-102.64999,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009947,110058380318,Gramstorff Upper Morrow Unit,Booker,TX,79005,,OCHILTREE COUNTY,36.4689,-100.5608,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011122,110058239008,Grieve EOR Facility,Casper,WY,82604,9575 Forest Oil Road,NATRONA COUNTY,42.742331,-107.003784,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004924,110043784535,Grizzly Elk Basin Gas Plant,POWELL,WY,82435,37 Country Road 1NG,PARK COUNTY,44.866702,-108.814934,211130,"C,NN-FRAC,UU,W-PROC",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010657,110055521500,HAMILTON DOME GAS INJECTION,THERMOPOLIS,WY,82433,,HOT SPRINGS COUNTY,43.7797,-108.5719,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009634,110011400821,Hastings EOR Facility,Alvin,TX,77511,19315 Hwy 35 North,BRAZORIA COUNTY,29.49997,-95.24695,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009635,110055517338,Heidelberg EOR Facility,Heidelberg,MS,39439,175 County Road 359,JASPER COUNTY,31.880389,-89.007389,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009647,110055517418,Hobbs / Seminole / WCF,Seminole,TX,79360,609 CR 330,GAINES COUNTY,32.52708,-102.86538,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011908,110067410117,Howard Glascock Sour Gas Injection Facility,Forsan,TX,79705,,HOWARD COUNTY,32.1425,-101.2683,211130,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013090,110070209471,Indian Basin AGI,Lakewood,NM,88254,,EDDY COUNTY,32.46533,-104.57758,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005897,110055500006,Jal #3 Gas Plant,JAL,NM,88252,,LEA COUNTY,32.174281,-103.174134,211130,"C,UU,W-PROC",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005641,110015846094,LINAM RANCH GAS PLANT,HOBBS,NM,88240,,LEA COUNTY,32.6953,-103.2853,211130,"C,PP,UU,W-PROC",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010304,110070082072,LOST SOLDIER UNIT EOR PROJECT,BAIROIL,WY,82322,,CARBON COUNTY,42.0955,-107.0417,211130,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010032,110055518863,Lancaster Ranch Compressor Station and Treating Facility,Derby,TX,78017,9322 East Hwy 85,FRIO COUNTY,28.726014,-99.037991,486210,"C,UU,W-PROC",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009799,110055517935,Levelland / Anton CO2 FLDS,Abernathy,TX,79311,"11 West of Abernathy on 597, 1 mile N on FM 179",HALE COUNTY,33.866995,-101.866362,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003719,110070081873,Lignite Gas Plant,Lignite,ND,58752,,BURKE COUNTY,48.8743194,-102.5457778,211130,"NN-FRAC,PP,UU",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009637,110070082041,Lockhart Crossing EOR Facility,Walker,LA,70785,33733 Duff Road,LIVINGSTON PARISH,30.519792,-90.885878,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010423,110070149569,Mabee CO2 Flood,Tarzan,TX,79783,,ANDREWS COUNTY,32.2097805,-102.22796944,211130,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011385,110062541600,Madison CO2 Facility,Riverton,WY,82501,,FREMONT COUNTY,42.848253,-108.318744,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008432,110055513369,Maljamar Gas Plant,Maljamar,NM,88264,1001 Conoco Road,LEA COUNTY,32.813792,-103.771877,211130,"C,UU,W-PROC",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009638,110020568973,Mallalieu EOR Facility,Bogue Chitto,MS,39629,1043 Mount Olive Road,LINCOLN COUNTY,31.494161,-90.41114,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009639,110024417807,Martinville EOR Facility,Mendenhall,MS,39114,327 Coho Drive,SIMPSON COUNTY,31.999323,-89.763408,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010318,110055520379,"Mission Creek OpCo, LLC - Arkla Basin",Stamps,AR,71860,213 Lafayette County 36,LAFAYETTE COUNTY,33.310999,-93.490239,211130,"UU,W-ONSH",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004617,110055509588,Monell CO2 Supplier,Monell,WY,82901,,SWEETWATER COUNTY,41.5744,-108.5414,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010178,110055519675,NE PURDY UNIT EOR PROJECT,LINDSAY,OK,73052,,TEXAS COUNTY,36.9067,-101.6166,211130,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009945,110058380292,North Perryton Unit,Perryton,TX,79070,,OCHILTREE COUNTY,36.4884,-100.894,211130,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012703,110070082452,OREGON BASIN UNIT,CODY,WY,82414,,PARK COUNTY,44.3572,-108.9115,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009704,110055517579,Odessa RMT,Goldsmith,TX,79741,8913 E. Highway 158,ECTOR COUNTY,31.969907,-102.644587,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009641,110055517365,Oyster Bayou EOR Facility,Stowell,TX,77661,5874 FM 1941,CHAMBERS COUNTY,29.692778,-94.504722,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010440,110055520672,PCA Gillespie 5-23A,Manistee,MI,49660,,MANISTEE COUNTY,44.291878,-86.209517,211130,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012677,110070082438,PITCHFORK FIELD,CODY,WY,82414,,PARK COUNTY,44.1362,-109.0618,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010199,110055519773,Postle CO2 Injection,Guymon,OK,73942,,TEXAS COUNTY,36.9049,-101.613,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010420,110002701238,Rangely CO2 Flood,Rangely,CO,81648,,CONTRA COSTA COUNTY,40.0975111,-108.87681111,211130,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011158,110058239286,Roberts CO2 Injection Field Permian Basin 430,Houston,TX,77056,"2000 Post Oak Blvd, Suite 100",GAINES COUNTY,32.9261999,-102.8744945,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010072,110055519121,SACROC Field Injection,Snyder,TX,79549,4632 W Hwy 180,SCURRY COUNTY,32.912768,-100.935494,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001812,110000562720,SAN JUAN RIVER GAS PLANT,KIRTLAND,NM,87417,99 Road 6500,SAN JUAN COUNTY,36.7592,-108.35967,211130,"C,UU,W-PROC",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010206,110055519817,SE BRADLEY UNIT EOR PROJECT,LINDSAY,OK,73052,,TEXAS COUNTY,36.9067,-101.6166,211130,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012642,110070082418,SPRING CREEK SOUTH FIELD,CODY,WY,82414,,PARK COUNTY,44.2267,-109.075,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013699,,"Sabinal Energy Operating, LLC - Permian Basin",The Woodlands,TX,77380,"1780 HUGHES LANDING BLVD, SUITE 1200",,30.173849,-95.469661,211120,"UU,W-ONSH",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003698,110055508650,Salt Creek CO2 Supplier,Midwest,WY,82643,,NIOBRARA COUNTY,43.4024,-104.2875,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013701,,Santa Fe 430 30-30 Gas Plant GB,Plano,TX,75024,"5830 Granite Parkway, Suite 1025",,33.0885589600441,-96.8211585556863,211130,"C,UU,W-PROC",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012091,110070069473,Seminole East Field (SEF),Gaines County,TX,79360,,GAINES COUNTY,32.7337999,-102.591659,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009861,110055518140,Seminole San Andres Unit,Seminole,TX,79360,,GAINES COUNTY,32.754733,-102.693432,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009858,110055518131,Slaughter / Welch / Cedar Lake,Gaines County,TX,79342,,GAINES COUNTY,32.85711,-102.25526,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010507,110055520985,Slaughter CO2 Injection Field Permian Basin 430,Houston,TX,77056,"2000 Post Oak Blvd, Suite 100",HOCKLEY COUNTY,33.471926,-102.53186,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009646,110055517409,Snyder RMT,Snyder,TX,79549,5000A N. Highway 208,SCURRY COUNTY,32.912768,-100.935494,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009642,110055517374,Soso EOR Facility,Soso,MS,39480,80 Country Road 7,JASPER COUNTY,31.809704,-89.311519,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010407,110055520636,State Frederic 3-2 SWD,Frederic,MI,49733,,CRAWFORD COUNTY,44.848915,-84.75335,211130,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010324,110055520413,State Kalkaska 1-24F EOR,Kalkaska,MI,49646,,MISSAUKEE COUNTY,44.291878,-85.225829,211130,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013185,,TARGA OAHU GAS PROCESSING PLANT,Coyanosa,TX,79743,3542 FM 1776,,31.242421,-103.067545,211130,"C,PP,UU,W-PROC",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013183,,TARGA WILDCAT GAS PROCESSING PLANT,Kermit,TX,79745,8496 W State HWY 302,,31.805233,-103.241229,211130,"C,PP,UU,W-PROC",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011843,110070082150,Tall Cotton Central Production Facility,Seminole,TX,79360,1553 County Road 208,,32.783643,-102.889578,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007441,110007018253,Targa Midstream Services LLC - Eunice Gas Processing Plant,Eunice,NM,88231,,LEA COUNTY,32.42615,-103.148564,211130,"C,PP,UU,W-PROC",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004893,110007018262,Targa Midstream Services LLC - Monument Gas Processing Plant,Monument,NM,84265,8201 W Hwy 322,LEA COUNTY,32.610278,-103.311944,211130,"C,NN-FRAC,PP,UU,W-PROC",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003767,110050572861,Targa Midstream Services LLC - Sandhills Gas Plant,Crane,TX,79731,5880 FM 1233,CRANE COUNTY,31.501667,-102.640277,211130,"C,PP,UU,W-PROC",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006225,110043969774,Tilden Gas Plant,Tilden,TX,78072,,MCMULLEN COUNTY,28.409989,-98.530139,211130,"C,UU,W-PROC",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009643,110070082043,Tinsley EOR Facility,Bentonia,MS,39040,265 Tinsley Road,YAZOO COUNTY,32.688901,-90.616484,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010422,110070149568,Vacuum CO2 Flood,Lovington,NM,88260,,LEA COUNTY,32.787772,-103.51034167,211130,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010151,110055519568,WERTZ UNIT EOR PROJECT,BAIROIL,WY,82322,,CARBON COUNTY,42.0955,-107.0417,211130,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005691,110037526157,Waha Gas Plant,Coyanosa,TX,79730,2821 Waha Road,PECOS COUNTY,31.2684,-103.0862,486210,"C,UU,W-PROC",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009570,110055517132,Wasson San Andres,Denver City,TX,79232,2611 State Hwy 214,YOAKUM COUNTY,33.00338,-102.81901,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009875,110055518186,Wellman,Brownfield,TX,79316,2511 County Road 351,TERRY COUNTY,33.034887,-102.353829,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012571,110070082373,West Ranch Field,Vanderbilt,TX,77991,1421 Mobil Oil Road,,28.8084084,-96.6157192,211120,"UU,W-ONSH",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010089,110055519185,Wickett CO2 Injection,Wickett,TX,79788,,WARD COUNTY,31.5269,-102.9709,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009739,110055517622,XTO Cornell Mahoney Field CO2 Injection,Midland,TX,79701,,YOAKUM COUNTY,33.036433,-102.826353,211130,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009752,110070082047,XTO GSAU Field CO2 Injection,Midland,TX,79701,,ECTOR COUNTY,31.931,-102.61742,211130,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009740,110055517631,XTO Means Field CO2 Injection,Midland,TX,79701,,ANDREWS COUNTY,32.43775,-102.53519,211130,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009926,110055518408,Yates Field Injection,Irran,TX,79744,8965 Star Lane on Highway 190 West,PECOS COUNTY,30.91455,-101.90977,211120,UU,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011356,110059777120,ZIA II GAS PLANT,Lea County,NM,88240,,LEA COUNTY,32.643022,-103.8088667,211130,"C,PP,UU,W-PROC",confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
